season,n_rows,H_sort
2009,4088,0.12653739515805673
2010,4180,0.13502580683350351
2011,4081,0.11441977952755089
2012,4096,0.11481913396075383
2013,4133,0.1431912225963189
2014,4244,0.10377183901174447
2015,4266,0.11896701408239885
2016,4232,0.12250409402623053
2017,4290,0.11701805580752966
2018,4246,0.11521451565233332
2019,4204,0.11748359226027505
2020,4219,0.12522707995445648
2021,4273,0.12632149994476605
