season,n_rows,H_sort
2009,4093,0.05602922386089759
2010,4183,0.04691317396453343
2011,4086,0.05562359559416752
2012,4097,0.05724712970494494
2013,4135,0.04966155427933028
2014,4248,0.05232021161419764
2015,4270,0.05038810459845544
2016,4234,0.050512686792189454
2017,4292,0.04836627547510275
2018,4246,0.04768841627091591
2019,4204,0.048774738218069214
2020,4219,0.03946518846156766
2021,4275,0.09157148057738362
