season,n_rows,H_sort
2009,3820,0.1468332503111609
2010,3939,0.1551420933286798
2011,3975,0.17252135495038512
2012,3963,0.18100388294168468
2013,4012,0.18420783042259414
2014,4139,0.1462091005506284
2015,4163,0.1687308233714626
2016,4157,0.16162488555272947
2017,4156,0.15476696252154698
2018,4158,0.15194517636360072
2019,4124,0.1615248560554705
2020,4131,0.14009457930405333
2021,4169,0.18997019727629405
