season,n_rows,H_sort
2009,4090,0.12643802818385497
2010,4182,0.13893268704837458
2011,4084,0.12357554897247014
2012,4096,0.1260558047251198
2013,4134,0.14311267164808605
2014,4247,0.10556419766329794
2015,4269,0.12262098781968866
2016,4233,0.12411651846124616
2017,4291,0.12490386708566581
2018,4246,0.11130920333320826
2019,4204,0.1203089818054277
2020,4219,0.13039252984414162
2021,4273,0.11915554672881445
