season,n_rows,H_sort
2011,3975,0.35831828524212384
2012,3963,0.33344068031201857
2013,4012,0.33656533656896026
2014,4139,0.3247202015763295
2015,4173,0.32475552233718974
2016,4157,0.34729294354907614
2017,4159,0.3461345711450221
2018,4158,0.32140329177356297
2019,4124,0.358237174525614
2020,4131,0.345928123873797
2021,4165,0.30726354271913425
