season,n_rows,H_sort
2009,4088,0.10378273909053803
2010,4180,0.107219286357768
2011,4081,0.0959792255975902
2012,4096,0.09305633046424888
2013,4133,0.11262805573520152
2014,4244,0.08274245249564371
2015,4266,0.09583752026890235
2016,4232,0.09303603555806517
2017,4290,0.08581969028318892
2018,4246,0.08188971570179315
2019,4204,0.08419870112181294
2020,4219,0.09204509171725761
2021,4273,0.10469873186833711
