vent,n,draft_rate,ai_x_loo_mean,ai_x_loo_median,perf_mean,poolq_loo_mean
0,2850,0.04631578947368421,-0.5263326336525652,-0.45199875660993505,0.31103847203653273,-0.03993037149716729
1,2849,0.02562302562302562,-0.1931063145522474,-0.18839996606132325,0.03582713044665209,0.0026657746889780635
2,2850,0.016842105263157894,-0.08127487088476285,-0.07908920956539683,0.006809920558139749,0.006100653951702609
3,2849,0.01088101088101088,-0.021811968879670924,-0.020463966262100963,-0.021123036320139572,0.004544753995853269
4,2849,0.009828009828009828,0.009742479774614784,0.008680340980634008,-0.02722783039738489,0.0007346647605093396
5,2850,0.021052631578947368,0.05655357085114191,0.05478086159705369,-0.057579101192254234,-0.005153618115520496
6,2849,0.029835029835029836,0.15070473477861418,0.14553864651650525,-0.08637086849990538,-0.01495765220018601
7,2849,0.05545805545805546,0.46059472203921253,0.3793995152662353,-0.07016481159849658,-0.018787230064388608
