covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
age,0.17401039062921905,1.1900679313107396,3.0529410981034926,-5.809644208575791,6.157664989834228,0.002998496721981379,472.32390509280617,0.0,0.056997624597905104,0.9545470873631442,0.06711172802847444
married,1.1028036573686113,3.012600494313575,2.3818902222707266,-3.5656153934101167,5.77122270814734,0.02827957706285699,320.9298964466727,0.0,0.46299516537637736,0.6433678325054015,0.6362842898340445
prestige_unit,0.45489629783787755,1.576009938921191,2.7759592354509324,-4.985883826197294,5.895676421873049,0.006833735523110752,363.46260682440555,0.0,0.16386994881932526,0.8698335246298529,0.20118878148066688
age_cpt,0.5277466485097083,1.6951083269744405,3.2454377708735174,-5.833194496468342,6.888687793487759,0.002928706278991354,981.1131491027097,0.0,0.16261185262771624,0.8708240541664531,0.19954683625035133
age_maj,-0.6609983222390022,0.5163356077837722,0.9027457991796684,-2.4303475758259805,1.1083509313479758,0.08800623842477384,3.0293586527201075,0.0,-0.7322086935654047,0.46404119891942663,1.107675197210909
married_cpt,-0.31786908446429846,0.7276980491588383,2.046142441939306,-4.328234577904177,3.69249640897558,0.013190814301194757,40.144940157456055,0.0,-0.15535041840148062,0.8765450699049847,0.19009982197814174
prestige_cpt,1.1205799157610272,3.0666320760091215,2.5715125110911985,-3.919491991771878,6.160651823293932,0.019851176744408044,473.73676687741596,0.0,0.4357668535260282,0.6630058952125353,0.5929063965614483
job_12A,-0.5705813509721475,0.5651967654824789,1.697585458353785,-3.897787710024486,2.756625008080191,0.02028674199438356,15.746608489440847,0.0,-0.3361134770354728,0.7367852958469716,0.44068382528810157
job_35A,0.21831416909371948,1.2439778256198866,1.5906346822346522,-2.8992725206465124,3.335900858833951,0.055063262876357086,28.103689280252116,0.0,0.137249722725154,0.8908334096974455,0.1667724291045339
