vent,n,draft_rate,poolq_mean,poolq_median
0,222,0.1981981981981982,-0.38058028926145293,-0.38916106964980257
1,122,0.16393442622950818,-0.3130737678286749,-0.3109769602076389
2,184,0.17391304347826086,-0.2657555304434575,-0.26331006042438276
3,232,0.1724137931034483,-0.2167651381228271,-0.21521931889811147
4,362,0.13812154696132597,-0.1690085478708292,-0.1672230073338325
5,530,0.13018867924528302,-0.12193762059342911,-0.12187064063714552
6,652,0.147239263803681,-0.07305550797777603,-0.07243646432919845
7,701,0.11697574893009986,-0.024886688722184636,-0.024831366156808518
8,818,0.14180929095354522,0.024009078829139947,0.024121751146111092
9,957,0.12434691745036573,0.07247072325049626,0.07253289331761104
10,989,0.11931243680485339,0.12041642476616647,0.12043111056874041
11,903,0.10741971207087486,0.16795751641663428,0.16811121325135575
12,687,0.09898107714701601,0.21620214531331425,0.21569550119067984
13,648,0.10185185185185185,0.2650960427594561,0.26421574961215244
14,434,0.08986175115207373,0.31114866771146665,0.31050852215771474
15,864,0.09259259259259259,0.37849036286823007,0.3872888619254362
