vent,n,draft_rate,poolq_mean,poolq_median
0,5181,0.007527504342790967,-0.38599438507882466,-0.38916106964980257
1,5181,0.008685581933989578,-0.30118053564146935,-0.2986834882579291
2,5181,0.011001737116386797,-0.2191106748654526,-0.21769918241673508
3,5181,0.010422698320787493,-0.16349905848421378,-0.1630159368091313
4,5181,0.011001737116386797,-0.11941715169128073,-0.11909968424294705
5,5180,0.015057915057915058,-0.08142500310799328,-0.0814590930549576
6,5181,0.011773788843852539,-0.046376145716870806,-0.04625578790332908
7,5181,0.010036672457054623,-0.012751456363510726,-0.012914371272421935
8,5181,0.01563404748118124,0.020556466252923664,0.020592013481350372
9,5181,0.015441034549314805,0.053979330737589336,0.05379401434278297
10,5180,0.01698841698841699,0.08806047911098538,0.08781206437804961
11,5181,0.01756417679984559,0.12467867583363859,0.1243836936081599
12,5181,0.017178150936112718,0.16533086421479493,0.16473944993729644
13,5181,0.01833622852731133,0.2169585728038145,0.2161175840076751
14,5181,0.0187222543910442,0.29375671061028114,0.289894362762731
15,5180,0.013899613899613899,0.3835835071398958,0.3872888619254362
