bin,n,selection_rate,mean_team_mean,arm,lambda
0,350,0.0,0.25011229884922836,lambda_moderate,0.55
1,350,0.0,0.29417054429278705,lambda_moderate,0.55
2,350,0.017142857142857144,0.3266000090359248,lambda_moderate,0.55
3,350,0.02,0.35280348157017477,lambda_moderate,0.55
4,350,0.02857142857142857,0.3802965492686497,lambda_moderate,0.55
5,350,0.06285714285714286,0.4083751173974871,lambda_moderate,0.55
6,350,0.07428571428571429,0.4344167430728941,lambda_moderate,0.55
7,350,0.10285714285714286,0.46509606075496385,lambda_moderate,0.55
8,350,0.10857142857142857,0.5067462864406592,lambda_moderate,0.55
9,350,0.12285714285714286,0.5493736638499177,lambda_moderate,0.55
10,350,0.1742857142857143,0.5979690919647006,lambda_moderate,0.55
11,350,0.16857142857142857,0.6338621059111318,lambda_moderate,0.55
12,350,0.19428571428571428,0.6606941177299466,lambda_moderate,0.55
13,350,0.18857142857142858,0.6807366842333012,lambda_moderate,0.55
14,350,0.18285714285714286,0.7109433411548033,lambda_moderate,0.55
15,350,0.15428571428571428,0.748151346061253,lambda_moderate,0.55
