bin,n,selection_rate,mean_team_mean,arm,lambda
0,350,0.0,0.25011229884922836,lambda_low,0.25
1,350,0.0,0.29417054429278705,lambda_low,0.25
2,350,0.005714285714285714,0.3266000090359248,lambda_low,0.25
3,350,0.011428571428571429,0.35280348157017477,lambda_low,0.25
4,350,0.017142857142857144,0.3802965492686497,lambda_low,0.25
5,350,0.03428571428571429,0.4083751173974871,lambda_low,0.25
6,350,0.04,0.4344167430728941,lambda_low,0.25
7,350,0.05714285714285714,0.46509606075496385,lambda_low,0.25
8,350,0.05714285714285714,0.5067462864406592,lambda_low,0.25
9,350,0.09714285714285714,0.5493736638499177,lambda_low,0.25
10,350,0.14857142857142858,0.5979690919647006,lambda_low,0.25
11,350,0.16,0.6338621059111318,lambda_low,0.25
12,350,0.21428571428571427,0.6606941177299466,lambda_low,0.25
13,350,0.22,0.6807366842333012,lambda_low,0.25
14,350,0.26,0.7109433411548033,lambda_low,0.25
15,350,0.27714285714285714,0.748151346061253,lambda_low,0.25
