bin,x_mean,n,y_rate
1,-2.886908779028637,1,1.0
2,-2.269537874926064,2,0.0
3,-2.0062754351526677,14,0.35714285714285715
4,-1.7368753194021755,22,0.22727272727272727
5,-1.353500725194638,46,0.21739130434782608
6,-1.0257083470820176,172,0.22093023255813954
7,-0.7242726042762231,235,0.2765957446808511
8,-0.3695057837943815,260,0.35
9,-0.054557176369385556,373,0.32707774798927614
10,0.2626318392980343,304,0.4144736842105263
11,0.6098468665255611,197,0.41624365482233505
12,0.9343690989832462,117,0.5213675213675214
13,1.2448382389318269,70,0.6285714285714286
14,1.5534488658534702,21,0.6190476190476191
15,1.903012843092939,6,0.6666666666666666
16,2.411779855128289,2,1.0
