bin,x_mean,n,y_rate
1,-0.9154088053242775,118,0.1864406779661017
2,-0.5924691496884855,117,0.27350427350427353
3,-0.42632468368841675,118,0.3135593220338983
4,-0.32836477444381357,117,0.2564102564102564
5,-0.255880777679526,117,0.27350427350427353
6,-0.18589551998811607,118,0.3305084745762712
7,-0.11137665598605583,117,0.3504273504273504
8,-0.03423250761415313,118,0.3220338983050847
9,0.047084656019274765,117,0.41025641025641024
10,0.1269229272821051,117,0.4017094017094017
11,0.20132531986838123,118,0.3898305084745763
12,0.26384410646984924,117,0.37606837606837606
13,0.33696341541477165,117,0.42735042735042733
14,0.4564149373335285,118,0.423728813559322
15,0.6122895813293238,117,0.5726495726495726
16,0.8564086171243229,118,0.576271186440678
