bin,x_mean,n,y_rate
1,-1.3544796748848762,116,0.1896551724137931
2,-1.0556958299255692,115,0.25217391304347825
3,-0.869752843057344,115,0.2782608695652174
4,-0.7252802036988593,115,0.19130434782608696
5,-0.6057438167874791,115,0.2608695652173913
6,-0.48766531531534113,115,0.2956521739130435
7,-0.37551307971569964,115,0.33043478260869563
8,-0.24687738484625335,115,0.4608695652173913
9,-0.10808196469291095,115,0.30434782608695654
10,0.014875958799386007,115,0.3565217391304348
11,0.14767185971968458,115,0.3739130434782609
12,0.27855062719738755,115,0.43478260869565216
13,0.4588114170499694,115,0.391304347826087
14,0.6911732657695466,115,0.5826086956521739
15,1.0716871791501832,115,0.4782608695652174
16,1.690664894128266,116,0.6293103448275862
