bin,x_mean,n,y_rate
1,-1.821385200117178,4,0.0
2,-1.5062367079359573,11,0.09090909090909091
3,-1.272337423375323,31,0.22580645161290322
4,-1.0285563389742918,37,0.13513513513513514
5,-0.7615237278469826,91,0.23076923076923078
6,-0.5173183794679553,141,0.2765957446808511
7,-0.2608034668976893,180,0.28888888888888886
8,-0.01153040357152117,213,0.2863849765258216
9,0.23703484525970747,178,0.34269662921348315
10,0.48082382428184023,126,0.24603174603174602
11,0.7423089503770666,63,0.42857142857142855
12,0.9844070235864181,22,0.2727272727272727
13,1.2373108004717717,14,0.2857142857142857
14,1.5090671595591982,4,0.25
15,1.758016671175403,3,0.0
16,2.081942242439883,2,1.0
