bin,x_mean,n,y_rate
1,-2.993673903483561,2,0.5
2,-2.235478400509966,2,0.0
3,-1.8285804857986168,4,0.5
4,-1.5703422875823938,22,0.3181818181818182
5,-1.1876648945955404,63,0.31746031746031744
6,-0.870482507175137,60,0.35
7,-0.5348694019972082,117,0.49572649572649574
8,-0.2252967803234135,134,0.35074626865671643
9,0.11183979226844151,140,0.45714285714285713
10,0.42494674762658996,59,0.7288135593220338
11,0.785820694661415,55,0.7636363636363637
12,1.1184007462337306,42,0.6666666666666666
13,1.4353822816415276,12,0.8333333333333334
14,1.7205816344736613,6,0.8333333333333334
15,2.1974804691325356,3,1.0
