bin,x_mean,n,y_rate
1,-1.5974648806432084,46,0.3695652173913043
2,-1.145761559604421,45,0.26666666666666666
3,-0.925720096862129,45,0.3111111111111111
4,-0.6969701000018181,45,0.4666666666666667
5,-0.5549512249165452,45,0.4666666666666667
6,-0.4287769537145871,45,0.5333333333333333
7,-0.33481704366344417,45,0.26666666666666666
8,-0.23195671825843192,45,0.4
9,-0.0976969206704906,45,0.37777777777777777
10,0.011389686130974214,45,0.6
11,0.11133440613759214,45,0.4222222222222222
12,0.20842958450700444,45,0.37777777777777777
13,0.3684888592276491,45,0.6888888888888889
14,0.643531301655185,45,0.7555555555555555
15,0.9364704080120761,45,0.7111111111111111
16,1.3904467590044622,45,0.7777777777777778
