bin,x_mean,n,y_rate
1,-2.9437926450550043,1,0.0
2,-2.23399176741777,2,0.5
3,-1.7972025260097868,4,0.75
4,-1.5226047821322592,16,0.375
5,-1.1625854286204922,35,0.2571428571428571
6,-0.9034191776925038,70,0.37142857142857144
7,-0.5581488637094838,95,0.35789473684210527
8,-0.2642907494240163,148,0.5067567567567568
9,0.03138532633241356,138,0.4927536231884058
10,0.3458241354831461,91,0.5274725274725275
11,0.6795533686687,62,0.6612903225806451
12,0.9612064779762376,43,0.6744186046511628
13,1.2576773861305601,10,0.7
14,1.618910672773108,3,0.3333333333333333
15,1.9225954331442299,3,1.0
