vent,n,draft_rate,perf_mean,perf_median
0,2823,0.00035423308537017357,-2.1991131798646975,-1.926789008542894
1,2822,0.0007087172218284905,-1.2490517451006051,-1.2373494185653178
2,2822,0.0007087172218284905,-0.9151989046732547,-0.9119993475163046
3,2822,0.0,-0.6826967377790563,-0.6772243884542285
4,2822,0.0010630758327427356,-0.49646892797007497,-0.4958254282522557
5,2822,0.00035435861091424523,-0.3336509795539263,-0.3317010641882673
6,2822,0.001771793054571226,-0.1811701194670293,-0.18011420647602736
7,2822,0.001771793054571226,-0.03409106028912472,-0.03641895030551642
8,2823,0.0014169323414806943,0.10774322923156163,0.10601761034603925
9,2822,0.004252303330970942,0.24903797112189055,0.25071009841119557
10,2822,0.007795889440113395,0.3980683008117405,0.3974171367632854
11,2822,0.010276399716513111,0.5564463315371421,0.5563817596561932
12,2822,0.020552799433026223,0.7358008219312019,0.7329868898650684
13,2822,0.030120481927710843,0.9522208731498224,0.9523211814594135
14,2822,0.06980864635010631,1.2429200569495025,1.2361163847650536
15,2822,0.23954642097802978,1.8499451649155214,1.7326670915181634
