vent,n,draft_rate,perf_mean,perf_median
0,3265,0.00030627871362940275,-1.8629192618466082,-1.9193317661979634
1,3264,0.0006127450980392157,-1.205950932234349,-1.182950780910003
2,3265,0.002450229709035222,-0.8649031487178409,-0.8609114163174765
3,3264,0.0027573529411764708,-0.6584251459348581,-0.6566023012541691
4,3265,0.0033690658499234303,-0.49242799111153285,-0.4905591539030163
5,3264,0.005821078431372549,-0.3470399350504115,-0.3454236733751507
6,3265,0.007350689127105666,-0.21227194423229875,-0.21287541075395155
7,3264,0.01133578431372549,-0.0793624770130682,-0.08003287773482096
8,3265,0.011026033690658498,0.05037742002113022,0.05103835513645271
9,3264,0.018075980392156864,0.17973157042464913,0.18026927861455727
10,3265,0.02021439509954058,0.3151284445739534,0.3136458536360723
11,3264,0.027879901960784315,0.46464044460628,0.4652086981697203
12,3265,0.035834609494640124,0.6344461481595952,0.6323299755302637
13,3264,0.04932598039215686,0.8406120781376982,0.8393396575624466
14,3265,0.06125574272588055,1.1283197211152733,1.1243965830822036
15,3264,0.0900735294117647,2.110444595686958,1.6903701456299918
