bin,x_mean,n,y_rate
1,-2.741119527901944,1,1.0
2,-2.1745993509034665,2,0.0
3,-1.6854335907403486,9,0.3333333333333333
4,-1.3237512579144348,43,0.32558139534883723
5,-0.9432480569785909,131,0.32061068702290074
6,-0.5738335687386482,353,0.3031161473087819
7,-0.1905086518992995,534,0.33146067415730335
8,0.1761834652452001,404,0.41336633663366334
9,0.5654736454737811,230,0.45217391304347826
10,0.9547542038709981,96,0.375
11,1.3259664198706995,25,0.48
12,1.7244329558735438,11,0.36363636363636365
13,2.0221733441877476,2,1.0
14,3.5271244929391705,1,0.0
