athlete_id,team_id,distinct_games,total_minutes,game_rows,canonical_team_id,kept
61499,21,36,840.0,36,21,True
61500,2751,35,1176.0,35,2751,True
61501,2751,35,921.0,35,2751,True
61503,2751,35,589.0,35,2751,True
61504,2751,34,141.0,34,2751,True
61506,233,33,318.0,33,233,True
61507,161,29,543.0,29,161,True
61508,161,29,127.0,29,161,True
61511,161,29,0.0,29,161,True
61513,2405,33,469.0,33,2405,True
61514,183,31,7.0,31,183,True
61515,2634,31,163.0,31,2634,True
61516,116,30,797.0,30,116,True
61518,324,34,1059.0,34,324,True
61522,2529,32,55.0,32,2529,True
61523,2547,34,70.0,34,2547,True
61525,2529,32,722.0,32,2529,True
61527,2598,32,481.0,32,2598,True
61528,2598,32,882.0,32,2598,True
61529,2598,32,17.0,32,2598,True
61530,2598,32,856.0,32,2598,True
61534,104,30,622.0,30,104,True
61537,2046,30,1035.0,30,2046,True
61539,2057,33,950.0,33,2057,True
61540,2057,33,236.0,33,2057,True
61541,2057,33,228.0,33,2057,True
61543,356,33,0.0,33,356,True
61546,56,31,586.0,31,56,True
61548,12,38,1055.0,38,12,True
61549,12,38,27.0,38,12,True
61551,12,38,77.0,38,12,True
61552,12,38,988.0,38,12,True
61553,12,38,856.0,38,12,True
61554,9,34,972.0,34,9,True
61555,2502,29,0.0,29,2502,True
61558,8,36,634.0,36,8,True
61560,8,36,1057.0,36,8,True
61562,8,36,555.0,36,8,True
61563,2344,34,1062.0,34,2344,True
61564,2325,33,1054.0,33,2325,True
61565,526,33,283.0,33,526,True
61566,2,35,786.0,35,2,True
61569,239,34,1015.0,34,239,True
61570,248,32,657.0,32,248,True
61572,239,34,868.0,34,239,True
61573,30,32,705.0,32,30,True
61575,350,32,0.0,32,350,True
61576,2429,32,725.0,32,2429,True
61577,2429,32,277.0,32,2429,True
61578,41,35,484.0,35,41,True
61579,41,35,516.0,35,41,True
61580,44,33,0.0,33,44,True
61581,2172,30,796.0,30,2172,True
61582,2172,30,797.0,30,2172,True
61583,2172,30,531.0,30,2172,True
61585,150,21,386.0,21,150,True
61586,150,39,831.0,39,150,True
61587,57,33,759.0,33,57,True
61588,57,22,3.0,22,57,True
61589,2429,32,899.0,32,2429,True
61590,57,33,0.0,33,57,True
61591,52,33,540.0,33,52,True
61592,52,33,983.0,33,52,True
61593,52,33,1142.0,33,52,True
61595,2582,35,586.0,35,2582,True
61596,52,33,292.0,33,52,True
61597,52,33,170.0,33,52,True
61599,2230,31,5.0,31,2230,True
61601,2230,31,1065.0,31,2230,True
61602,61,33,930.0,33,61,True
61603,61,33,181.0,33,61,True
61604,61,33,1009.0,33,61,True
61605,2934,33,0.0,33,2934,True
61606,59,31,926.0,31,59,True
61607,120,35,0.0,35,120,True
61608,59,31,532.0,31,59,True
61609,59,31,224.0,31,59,True
61610,59,31,19.0,31,59,True
61612,36,34,33.0,34,36,True
61614,70,30,289.0,30,70,True
61616,158,31,0.0,31,158,True
61617,2305,36,27.0,36,2305,True
61618,2305,36,12.0,36,2305,True
61619,2350,37,677.0,37,2350,True
61621,2305,36,485.0,36,2305,True
61622,2305,36,978.0,36,2305,True
61624,2655,30,0.0,30,2655,True
61626,2413,34,822.0,34,2413,True
61627,2674,34,0.0,34,2674,True
61628,145,34,7.0,34,145,True
61629,2545,32,0.0,32,2545,True
61630,145,34,693.0,34,145,True
61631,145,34,291.0,34,145,True
61634,344,32,588.0,32,344,True
61636,344,32,803.0,32,344,True
61637,344,32,696.0,32,344,True
61639,202,34,0.0,34,202,True
61639,2,1,0.0,1,202,False
61640,62,34,492.0,34,62,True
61642,142,32,501.0,32,142,True
61643,62,35,832.0,35,62,True
61645,2348,36,878.0,36,2348,True
61646,93,35,1161.0,35,93,True
61647,93,35,73.0,35,93,True
61650,2529,32,0.0,32,2529,True
61651,153,38,382.0,38,153,True
61652,153,38,1251.0,38,153,True
61653,153,38,944.0,38,153,True
61654,153,38,1096.0,38,153,True
61656,87,38,904.0,38,87,True
61657,87,38,32.0,38,87,True
61658,87,38,139.0,38,87,True
61660,201,35,226.0,35,201,True
61661,201,35,38.0,35,201,True
61662,201,35,1079.0,35,201,True
61663,201,35,1135.0,35,201,True
61664,2405,33,0.0,33,2405,True
61666,197,32,10.0,32,197,True
61667,197,32,1078.0,32,197,True
61668,2390,37,0.0,37,2390,True
61673,2439,33,0.0,33,2439,True
61675,193,32,665.0,32,193,True
61676,36,34,256.0,34,36,True
61677,204,31,325.0,31,204,True
61678,204,31,946.0,31,204,True
61679,204,31,668.0,31,204,True
61680,227,3,0.0,3,227,True
61681,227,1,0.0,1,227,True
61682,2681,30,394.0,30,2681,True
61683,2739,1,0.0,1,2739,True
61685,2335,32,822.0,32,2335,True
61691,2547,34,354.0,34,2547,True
61692,2547,34,847.0,34,2547,True
61695,2653,29,812.0,29,2653,True
61697,2198,33,0.0,33,2198,True
61698,259,33,0.0,33,259,True
61699,2603,1,0.0,1,2603,True
61700,2603,31,968.0,31,2603,True
61701,2603,31,610.0,31,2603,True
61702,24,37,872.0,37,24,True
61703,24,37,272.0,37,24,True
61704,24,37,92.0,37,24,True
61706,2633,32,989.0,32,2633,True
61707,2633,32,810.0,32,2633,True
61708,251,34,723.0,34,251,True
61709,251,34,976.0,34,251,True
61710,251,34,359.0,34,251,True
61711,251,34,750.0,34,251,True
61712,251,34,13.0,34,251,True
61714,251,34,727.0,34,251,True
61718,249,31,0.0,31,249,True
61719,245,33,9.0,33,245,True
61720,245,33,1038.0,33,245,True
61726,250,31,460.0,31,250,True
61728,250,31,492.0,31,250,True
61733,26,36,838.0,36,26,True
61734,30,32,356.0,32,30,True
61735,30,32,0.0,32,30,True
61737,254,35,735.0,35,254,True
61739,93,35,709.0,35,93,True
61740,254,35,1056.0,35,254,True
61741,254,35,627.0,35,254,True
61742,3084,30,916.0,30,3084,True
61747,149,33,509.0,33,149,True
61751,2636,30,65.0,30,2636,True
61754,119,32,446.0,32,119,True
61756,221,34,458.0,34,221,True
61757,222,36,1095.0,36,222,True
61758,222,36,27.0,36,222,True
61759,222,36,33.0,36,222,True
61760,222,36,864.0,36,222,True
61761,2057,33,951.0,33,2057,True
61763,258,34,582.0,34,258,True
61764,258,34,590.0,34,258,True
61766,258,34,724.0,34,258,True
61767,258,34,18.0,34,258,True
61769,257,35,0.0,35,257,True
61770,265,31,494.0,31,265,True
61772,233,33,434.0,33,233,True
61773,265,31,559.0,31,265,True
61775,265,31,364.0,31,265,True
61776,248,32,976.0,32,248,True
61778,2199,35,534.0,35,2199,True
61779,305,32,10.0,32,305,True
61780,305,32,764.0,32,305,True
61781,305,32,0.0,32,305,True
61782,2572,29,0.0,29,2572,True
61783,2168,35,138.0,35,2168,True
61784,2168,36,1202.0,36,2168,True
61785,2168,35,249.0,35,2168,True
61786,98,32,1076.0,32,98,True
61787,256,33,0.0,33,256,True
61788,2086,34,1153.0,34,2086,True
61789,84,34,1186.0,34,84,True
61790,84,34,505.0,34,84,True
61791,2247,35,0.0,35,2247,True
61792,2193,30,0.0,30,2193,True
61793,97,36,1229.0,36,97,True
61794,59,31,684.0,31,59,True
61795,259,33,0.0,33,259,True
61796,120,35,1049.0,35,120,True
61797,41,35,271.0,35,41,True
61799,251,34,0.0,34,251,True
61800,2348,36,1098.0,36,2348,True
61804,2507,34,1123.0,34,2507,True
61805,38,34,0.0,34,38,True
61807,130,32,991.0,32,130,True
61810,130,32,645.0,32,130,True
61811,2599,33,203.0,33,2599,True
61813,2599,33,124.0,33,2599,True
61814,2599,33,819.0,33,2599,True
61816,119,32,271.0,32,119,True
61817,127,39,1022.0,39,127,True
61818,2507,34,344.0,34,2507,True
61820,325,34,126.0,34,325,True
61821,183,31,0.0,31,183,True
61824,151,33,427.0,33,151,True
61825,151,33,233.0,33,151,True
61826,151,33,486.0,33,151,True
61827,2294,34,677.0,34,2294,True
61828,2294,34,866.0,34,2294,True
61830,2294,34,697.0,34,2294,True
61832,113,32,291.0,32,113,True
61833,113,32,982.0,32,113,True
61835,228,31,958.0,31,228,True
61836,2226,28,0.0,28,2226,True
61837,228,31,753.0,31,228,True
61838,228,31,591.0,31,228,True
61839,228,31,296.0,31,228,True
61842,96,39,1012.0,39,96,True
61843,96,39,162.0,39,96,True
61844,179,31,1087.0,31,179,True
61846,2275,34,1162.0,34,2275,True
61847,104,30,290.0,30,104,True
61848,2539,32,87.0,32,2539,True
61850,2132,1,0.0,1,2132,True
61851,2306,32,71.0,32,2306,True
61852,46,33,69.0,33,46,True
61853,46,33,1102.0,33,46,True
61858,2066,32,185.0,32,2066,True
61859,2066,32,53.0,32,2066,True
61866,44,33,332.0,33,44,True
61868,44,33,1270.0,33,44,True
61869,44,33,672.0,33,44,True
61875,2463,33,819.0,33,2463,True
61876,2463,33,1044.0,33,2463,True
61879,301,31,381.0,31,301,True
61881,2097,32,24.0,32,2097,True
61884,2097,32,845.0,32,2097,True
61885,2097,32,15.0,32,2097,True
61886,2117,32,1093.0,32,2117,True
61887,2117,32,486.0,32,2117,True
61888,2117,32,4.0,32,2117,True
61889,2117,32,0.0,32,2117,True
61890,2117,32,982.0,32,2117,True
61891,2117,32,479.0,32,2117,True
61892,232,33,1147.0,33,232,True
61894,2335,32,814.0,32,2335,True
61895,38,34,893.0,34,38,True
61896,2174,33,493.0,33,2174,True
61897,38,34,706.0,34,38,True
61898,38,34,802.0,34,38,True
61899,38,34,113.0,34,38,True
61900,38,34,764.0,34,38,True
61901,48,30,707.0,30,48,True
61903,2439,33,0.0,33,2439,True
61904,9,34,654.0,34,9,True
61905,526,33,623.0,33,526,True
61906,30,32,887.0,32,30,True
61907,2439,33,17.0,33,2439,True
61908,2309,35,138.0,35,2309,True
61909,2309,35,798.0,35,2309,True
61910,2309,35,792.0,35,2309,True
61911,2638,33,767.0,33,2638,True
61913,2031,31,0.0,31,2031,True
61915,36,34,708.0,34,36,True
61916,2031,31,785.0,31,2031,True
61918,2031,31,494.0,31,2031,True
61919,2031,31,0.0,31,2031,True
61922,322,33,954.0,33,322,True
61923,322,33,478.0,33,322,True
61924,322,33,66.0,33,322,True
61925,322,33,17.0,33,322,True
61926,322,33,109.0,33,322,True
61930,2320,30,55.0,30,2320,True
61931,2320,30,0.0,30,2320,True
61935,2329,30,73.0,30,2329,True
61936,2329,30,602.0,30,2329,True
61937,2329,30,701.0,30,2329,True
61939,6,32,0.0,32,6,True
61940,248,32,26.0,32,248,True
61941,2351,31,651.0,31,2351,True
61942,2351,31,829.0,31,2351,True
61943,2368,32,627.0,32,2368,True
61944,2368,32,846.0,32,2368,True
61946,2368,32,772.0,32,2368,True
61947,2378,30,24.0,30,2378,True
61948,2378,30,219.0,30,2378,True
61949,2377,31,102.0,31,2377,True
61950,2377,31,548.0,31,2377,True
61954,2393,36,12.0,36,2393,True
61963,2413,34,27.0,34,2413,True
61965,2277,28,375.0,28,2277,True
61965,2428,1,0.0,1,2277,False
61968,2426,32,633.0,32,2426,True
61969,2426,32,424.0,32,2426,True
61970,2426,32,956.0,32,2426,True
61976,160,32,15.0,32,160,True
61977,160,32,487.0,32,160,True
61978,160,32,662.0,32,160,True
61980,2430,33,973.0,33,2430,True
61982,2430,33,784.0,33,2430,True
61983,2579,33,635.0,33,2579,True
61984,2579,33,753.0,33,2579,True
61985,2579,33,710.0,33,2579,True
61988,350,32,432.0,32,350,True
61990,2449,33,807.0,33,2449,True
61991,2449,33,0.0,33,2449,True
61992,2449,33,656.0,33,2449,True
61994,2032,29,776.0,29,2032,True
61996,111,35,1295.0,35,111,True
61998,111,35,969.0,35,111,True
61999,111,35,113.0,35,111,True
62001,2458,30,517.0,30,2458,True
62007,198,34,622.0,34,198,True
62008,2754,32,0.0,32,2754,True
62009,2492,32,1024.0,32,2492,True
62010,2492,32,619.0,32,2492,True
62011,239,34,99.0,34,239,True
62013,2492,32,913.0,32,2492,True
62014,2501,33,914.0,33,2501,True
62017,2653,29,113.0,29,2653,True
62018,2515,34,360.0,34,2515,True
62019,2515,34,220.0,34,2515,True
62020,2515,34,739.0,34,2515,True
62021,2515,34,872.0,34,2515,True
62022,2515,34,203.0,34,2515,True
62027,16,33,1183.0,33,16,True
62029,16,33,333.0,33,16,True
62031,2608,31,65.0,31,2608,True
62032,254,35,549.0,35,254,True
62034,2617,34,524.0,34,2617,True
62037,167,31,0.0,31,167,True
62039,301,31,512.0,31,301,True
62040,301,31,696.0,31,301,True
62042,2539,32,553.0,32,2539,True
62043,228,31,0.0,31,228,True
62046,23,30,217.0,30,23,True
62047,2539,32,935.0,32,2539,True
62048,2541,32,673.0,32,2541,True
62049,6,33,1109.0,33,6,True
62051,357,34,198.0,34,357,True
62052,233,33,1141.0,33,233,True
62053,233,33,985.0,33,233,True
62055,233,33,0.0,33,233,True
62056,233,33,612.0,33,233,True
62061,2612,34,498.0,34,2612,True
62062,2612,34,556.0,34,2612,True
62069,2617,34,885.0,34,2617,True
62073,2619,35,1158.0,35,2619,True
62074,2619,35,1156.0,35,2619,True
62075,2619,35,123.0,35,2619,True
62076,2540,33,298.0,33,2540,True
62077,2540,33,489.0,33,2540,True
62078,2540,33,1060.0,33,2540,True
62089,140,33,55.0,33,140,True
62107,261,34,252.0,34,261,True
62110,261,34,880.0,34,261,True
62182,2000,31,803.0,31,2000,True
62182,50,1,0.0,1,2000,False
62183,2502,29,604.0,29,2502,True
62185,2724,35,11.0,35,2724,True
62187,2916,29,0.0,29,2916,True
62189,2724,35,1104.0,35,2724,True
62191,2026,29,864.0,29,2026,True
62192,2026,29,959.0,29,2026,True
62193,2026,29,80.0,29,2026,True
62194,2026,29,394.0,29,2026,True
62196,2803,31,276.0,31,2803,True
62197,2803,31,1138.0,31,2803,True
62198,2803,31,359.0,31,2803,True
62200,2083,34,14.0,34,2083,True
62201,2083,34,761.0,34,2083,True
62202,2083,34,1008.0,34,2083,True
62203,2083,34,436.0,34,2083,True
62204,2464,38,33.0,38,2464,True
62207,2440,31,422.0,31,2440,True
62208,25,33,1148.0,33,25,True
62216,2115,31,899.0,31,2115,True
62218,2115,31,553.0,31,2115,True
62219,2115,31,1025.0,31,2115,True
62220,236,32,76.0,32,236,True
62221,2132,34,821.0,34,2132,True
62223,236,32,945.0,32,236,True
62224,93,35,0.0,35,93,True
62225,236,32,671.0,32,236,True
62226,2127,31,0.0,31,2127,True
62227,2506,32,297.0,32,2506,True
62229,282,31,0.0,31,282,True
62230,2643,30,729.0,30,2643,True
62232,324,34,532.0,34,324,True
62233,324,34,91.0,34,324,True
62235,324,34,936.0,34,324,True
62236,324,34,713.0,34,324,True
62237,324,34,31.0,34,324,True
62238,2142,33,388.0,33,2142,True
62239,2142,33,1020.0,33,2142,True
62240,171,28,800.0,28,171,True
62241,171,28,0.0,28,171,True
62243,171,28,957.0,28,171,True
62244,171,28,19.0,28,171,True
62249,2561,14,122.0,14,2561,True
62253,2154,31,933.0,31,2154,True
62254,2193,30,629.0,30,2193,True
62260,2198,33,264.0,33,2198,True
62336,276,32,0.0,32,276,True
62353,2199,35,980.0,35,2199,True
62354,42,30,0.0,30,42,True
62356,331,34,49.0,34,331,True
62358,331,34,65.0,34,331,True
62361,331,34,933.0,34,331,True
62362,2210,33,961.0,33,2210,True
62363,2210,33,533.0,33,2210,True
62364,339,36,825.0,36,339,True
62365,339,36,1318.0,36,339,True
62366,339,36,164.0,36,339,True
62367,248,32,431.0,32,248,True
62369,2226,28,355.0,28,2226,True
62370,2226,28,847.0,28,2226,True
62371,193,32,494.0,32,193,True
62372,145,34,975.0,34,145,True
62374,112358,30,0.0,30,112358,True
62379,21,36,8.0,36,21,True
62380,42,30,676.0,30,42,True
62383,62,35,42.0,35,62,True
62387,2547,34,143.0,34,2547,True
62389,107,30,12.0,30,107,True
62390,107,30,597.0,30,107,True
62391,107,30,279.0,30,107,True
62392,107,30,665.0,30,107,True
62393,107,30,14.0,30,107,True
62399,2277,28,222.0,28,2277,True
62399,2428,11,0.0,11,2277,False
62400,2378,30,1011.0,30,2378,True
62401,304,30,955.0,30,304,True
62402,304,30,998.0,30,304,True
62407,99,33,770.0,33,99,True
62408,8,36,0.0,36,8,True
62411,2641,32,227.0,32,2641,True
62415,2870,31,50.0,31,2870,True
62417,2870,31,771.0,31,2870,True
62418,2870,31,134.0,31,2870,True
62421,85,31,302.0,31,85,True
62422,294,32,360.0,32,294,True
62423,350,32,0.0,32,350,True
62428,2630,34,1187.0,34,2630,True
62430,55,30,252.0,30,55,True
62432,55,30,0.0,30,55,True
62435,288,31,0.0,31,288,True
62436,288,31,692.0,31,288,True
62437,2329,30,34.0,30,2329,True
62438,288,31,21.0,31,288,True
62439,288,31,69.0,31,288,True
62440,288,31,758.0,31,288,True
62447,309,36,43.0,36,309,True
62448,2377,31,425.0,31,2377,True
62449,309,36,713.0,36,309,True
62451,309,36,418.0,36,309,True
62459,2363,33,1072.0,33,2363,True
62466,2437,29,641.0,29,2437,True
62467,2437,29,709.0,29,2437,True
62472,36,34,1023.0,34,36,True
62479,2466,32,568.0,32,2466,True
62485,2534,35,952.0,35,2534,True
62489,2534,35,734.0,35,2534,True
62491,2569,33,21.0,33,2569,True
62497,2569,33,811.0,33,2569,True
62502,2908,36,682.0,36,2908,True
62503,2031,31,819.0,31,2031,True
62504,235,32,872.0,32,235,True
62511,2635,30,289.0,30,2635,True
62512,2635,30,257.0,30,2635,True
62518,2630,34,117.0,34,2630,True
62520,357,34,671.0,34,357,True
62521,357,34,362.0,34,357,True
62522,2916,29,159.0,29,2916,True
62523,357,34,177.0,34,357,True
62525,357,34,951.0,34,357,True
62534,292,31,1040.0,31,292,True
62538,300,34,891.0,34,300,True
62543,82,34,44.0,34,82,True
62544,82,34,222.0,34,82,True
62546,82,34,688.0,34,82,True
62547,2717,32,1118.0,32,2717,True
62548,2717,32,1056.0,32,2717,True
62549,2717,32,833.0,32,2717,True
62551,2717,32,776.0,32,2717,True
62559,98,32,327.0,32,98,True
62561,2747,35,15.0,35,2747,True
62562,277,35,21.0,35,277,True
62564,2747,35,743.0,35,2747,True
62565,2747,35,719.0,35,2747,True
62566,2747,35,965.0,35,2747,True
62568,2754,32,1018.0,32,2754,True
62570,2050,30,0.0,30,2050,True
62572,2934,33,0.0,33,2934,True
62573,2400,32,635.0,32,2400,True
62576,2400,32,0.0,32,2400,True
62581,2325,33,941.0,33,2325,True
62584,2250,38,16.0,38,2250,True
62585,2250,38,932.0,38,2250,True
62587,2032,29,502.0,29,2032,True
62588,2032,29,1017.0,29,2032,True
62591,2296,32,619.0,32,2296,True
62592,231,33,991.0,33,231,True
62593,231,33,562.0,33,231,True
62594,231,33,814.0,33,231,True
62595,231,33,151.0,33,231,True
62596,2261,35,1111.0,35,2261,True
62598,2261,35,659.0,35,2261,True
62600,2261,35,806.0,35,2261,True
62603,2261,35,183.0,35,2261,True
62605,155,30,16.0,30,155,True
62606,155,30,124.0,30,155,True
62608,2670,36,935.0,36,2670,True
62609,2670,36,779.0,36,2670,True
62610,236,32,923.0,32,236,True
62611,2670,36,1003.0,36,2670,True
62612,127,39,794.0,39,127,True
62614,193,28,0.0,28,193,True
62614,195,4,0.0,4,193,False
62615,127,39,1295.0,39,127,True
62618,2217,31,1075.0,31,2217,True
62619,2217,31,547.0,31,2217,True
62620,2217,31,541.0,31,2217,True
62626,2443,29,684.0,29,2443,True
62627,2443,29,0.0,29,2443,True
62630,2443,29,33.0,29,2443,True
62634,2450,34,120.0,34,2450,True
62635,2450,34,995.0,34,2450,True
62636,163,30,931.0,30,163,True
62637,163,1,0.0,1,163,True
62638,163,30,23.0,30,163,True
62639,2501,33,802.0,33,2501,True
62641,2029,32,994.0,32,2029,True
62641,62,11,0.0,11,2029,False
62642,2029,32,551.0,32,2029,True
62642,62,11,0.0,11,2029,False
62643,2448,32,1063.0,32,2448,True
62647,2754,32,552.0,32,2754,True
62650,94,30,805.0,30,94,True
62653,94,30,619.0,30,94,True
62654,94,30,542.0,30,94,True
62657,94,30,403.0,30,94,True
62661,2504,23,121.0,23,2504,True
62663,2239,31,0.0,31,2239,True
62667,2458,30,822.0,30,2458,True
62668,2005,31,259.0,31,2005,True
62671,2050,30,518.0,30,2050,True
62679,159,29,769.0,29,159,True
62680,159,29,404.0,29,159,True
62681,159,29,495.0,29,159,True
62682,159,29,537.0,29,159,True
62683,159,29,48.0,29,159,True
62684,159,29,999.0,29,159,True
62685,159,29,0.0,29,159,True
62686,2166,32,671.0,32,2166,True
62687,2166,32,122.0,32,2166,True
62688,2166,32,15.0,32,2166,True
62692,2169,36,150.0,36,2169,True
62700,2174,33,800.0,33,2174,True
62703,2241,35,1126.0,35,2241,True
62704,2241,35,508.0,35,2241,True
62706,2241,35,21.0,35,2241,True
62707,46,33,20.0,33,46,True
62708,25,33,0.0,33,25,True
62709,325,34,709.0,34,325,True
62710,2306,32,0.0,32,2306,True
62711,2459,30,786.0,30,2459,True
62715,2413,34,115.0,34,2413,True
62720,2352,30,58.0,30,2352,True
62721,2352,30,40.0,30,2352,True
62722,2352,30,892.0,30,2352,True
62724,2352,30,737.0,30,2352,True
62725,2352,30,33.0,30,2352,True
62726,311,30,0.0,30,311,True
62728,2241,35,473.0,35,2241,True
62729,2390,38,1120.0,38,2390,True
62731,2261,35,722.0,35,2261,True
62732,193,32,963.0,32,193,True
62734,2885,33,730.0,33,2885,True
62735,2885,33,0.0,33,2885,True
62737,2885,33,982.0,33,2885,True
62738,2640,35,755.0,35,2640,True
62739,158,31,874.0,31,158,True
62741,158,31,1095.0,31,158,True
62742,339,36,0.0,36,339,True
62743,166,34,0.0,34,166,True
62747,2464,38,1045.0,38,2464,True
62748,2253,32,769.0,32,2253,True
62749,2464,38,621.0,38,2464,True
62752,219,28,715.0,28,219,True
62753,219,28,0.0,28,219,True
62754,219,28,671.0,28,219,True
62755,252,35,41.0,35,252,True
62760,2628,33,74.0,33,2628,True
62770,2636,30,136.0,30,2636,True
62772,2678,30,693.0,30,2678,True
62773,2678,30,666.0,30,2678,True
62778,2737,32,1058.0,32,2737,True
62779,218,37,593.0,37,218,True
62781,295,35,955.0,35,295,True
62782,295,35,70.0,35,295,True
62784,295,35,786.0,35,295,True
62785,295,35,385.0,35,295,True
62786,103,32,29.0,32,103,True
62787,104,30,0.0,30,104,True
62788,2184,31,18.0,31,2184,True
62789,2184,31,13.0,31,2184,True
62793,221,34,20.0,34,221,True
62795,2571,35,1019.0,35,2571,True
62796,2571,35,7.0,35,2571,True
62798,2571,35,245.0,35,2571,True
62799,2459,30,768.0,30,2459,True
62801,2459,30,494.0,30,2459,True
62805,270,30,868.0,30,270,True
62807,253,29,743.0,29,253,True
62810,2244,31,282.0,31,2244,True
62811,2244,31,711.0,31,2244,True
62812,2244,31,692.0,31,2244,True
62813,2244,31,4.0,31,2244,True
62815,2655,31,45.0,31,2655,True
62817,314,35,0.0,35,314,True
62818,276,32,1033.0,32,276,True
62820,2400,32,888.0,32,2400,True
62823,202,34,8.0,34,202,True
62823,2,1,0.0,1,202,False
62827,2011,29,639.0,29,2011,True
62828,2011,29,939.0,29,2011,True
62829,2011,29,69.0,29,2011,True
62830,2011,29,25.0,29,2011,True
62841,27,31,1067.0,31,27,True
62842,27,31,455.0,31,27,True
62844,302,32,754.0,32,302,True
62848,2750,31,85.0,31,2750,True
62849,2750,31,287.0,31,2750,True
62851,43,32,146.0,32,43,True
62853,2099,1,0.0,1,2099,True
62862,2413,34,0.0,34,2413,True
62910,2415,31,375.0,31,2415,True
62967,2681,30,93.0,30,2681,True
62969,526,33,8.0,33,526,True
62971,2429,32,2.0,32,2429,True
62972,57,33,0.0,33,57,True
62973,61,33,161.0,33,61,True
62979,344,32,757.0,32,344,True
63022,204,31,929.0,31,204,True
63024,2182,30,53.0,30,2182,True
63029,30,32,104.0,32,30,True
63030,238,35,52.0,35,238,True
63031,238,35,18.0,35,238,True
63032,339,36,789.0,36,339,True
63035,97,36,636.0,36,97,True
63036,120,35,57.0,35,120,True
63038,2599,33,14.0,33,2599,True
63039,151,33,1.0,33,151,True
63040,213,34,582.0,34,213,True
63048,48,30,4.0,30,48,True
63049,48,30,5.0,30,48,True
63054,2415,31,663.0,31,2415,True
63055,2934,33,14.0,33,2934,True
63057,2447,29,748.0,29,2447,True
63058,2447,29,797.0,29,2447,True
63066,2016,32,628.0,32,2016,True
63068,2016,32,345.0,32,2016,True
63078,194,35,0.0,35,194,True
63079,194,35,13.0,35,194,True
63080,331,34,174.0,34,331,True
63081,2210,33,7.0,33,2210,True
63082,2210,33,10.0,33,2210,True
63084,339,36,948.0,36,339,True
63086,62,35,934.0,35,62,True
63089,2754,32,92.0,32,2754,True
63090,2032,29,20.0,29,2032,True
63091,349,30,834.0,30,349,True
63092,349,30,779.0,30,349,True
63095,349,30,846.0,30,349,True
63096,349,30,212.0,30,349,True
63098,349,30,650.0,30,349,True
63099,13,29,207.0,29,13,True
63101,349,30,939.0,30,349,True
63103,218,37,1109.0,37,218,True
63104,218,37,520.0,37,218,True
63111,2546,30,0.0,30,2546,True
63228,2010,29,503.0,29,2010,True
63230,2010,29,758.0,29,2010,True
63231,2010,29,296.0,29,2010,True
63233,2010,29,854.0,29,2010,True
63236,2514,30,517.0,30,2514,True
63237,338,32,0.0,32,338,True
63280,2244,31,72.0,31,2244,True
63387,151,33,593.0,33,151,True
63733,299,33,21.0,33,299,True
63787,315,30,1.0,30,315,True
63899,154,32,26.0,32,154,True
63901,2,35,6.0,35,2,True
63901,202,1,0.0,1,2,False
63902,2579,33,0.0,33,2579,True
63903,2579,33,179.0,33,2579,True
64334,154,32,0.0,32,154,True
64340,294,32,0.0,32,294,True
64470,164,32,20.0,32,164,True
64474,2582,35,1025.0,35,2582,True
64477,333,34,676.0,34,333,True
64485,2752,37,4.0,37,2752,True
64493,152,36,10.0,36,152,True
64497,2198,33,171.0,33,2198,True
64527,2379,33,351.0,33,2379,True
64666,2737,32,646.0,32,2737,True
64890,8,36,350.0,36,8,True
65142,164,32,29.0,32,164,True
65151,277,35,12.0,35,277,True
65274,2217,31,577.0,31,2217,True
65294,257,35,5.0,35,257,True
65302,2534,35,45.0,35,2534,True
65454,259,33,0.0,33,259,True
65466,2447,29,315.0,29,2447,True
65468,96,39,8.0,39,96,True
65475,227,33,6.0,33,227,True
65477,227,33,5.0,33,227,True
65730,41,35,7.0,35,41,True
65744,2599,33,15.0,33,2599,True
65773,2447,29,460.0,29,2447,True
65777,2029,31,6.0,31,2029,True
65777,62,11,0.0,11,2029,False
65778,2325,33,7.0,33,2325,True
65799,2296,32,29.0,32,2296,True
65814,2226,28,635.0,28,2226,True
65847,2934,33,888.0,33,2934,True
65857,2046,30,387.0,30,2046,True
65861,2029,6,0.0,6,2029,True
65907,13,29,48.0,29,13,True
65939,399,33,11.0,33,399,True
65942,2429,32,5.0,32,2429,True
65962,2115,14,9.0,14,2115,True
65963,108,30,21.0,30,108,True
65976,2448,32,926.0,32,2448,True
65982,2514,30,5.0,30,2514,True
65983,2514,30,8.0,30,2514,True
65986,2619,35,738.0,35,2619,True
65992,2459,30,348.0,30,2459,True
65995,2908,36,248.0,36,2908,True
65999,47,32,317.0,32,47,True
66007,2032,1,0.0,1,2032,True
66017,2032,1,0.0,1,2032,True
66028,295,35,17.0,35,295,True
66074,2415,31,0.0,31,2415,True
66075,127,39,23.0,39,127,True
66087,2413,34,956.0,34,2413,True
66090,2184,31,923.0,31,2184,True
66099,2670,36,35.0,36,2670,True
66102,2540,33,67.0,33,2540,True
66114,195,30,0.0,30,195,True
66116,2567,34,796.0,34,2567,True
66117,2567,34,445.0,34,2567,True
66118,2567,34,725.0,34,2567,True
66119,2567,34,804.0,34,2567,True
66120,228,31,363.0,31,228,True
66121,2275,34,0.0,34,2275,True
66122,228,31,331.0,31,228,True
66123,228,31,52.0,31,228,True
