vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display,edge_lo,edge_hi,x_center,edge_interval
0,182,3,0.016483516483516484,-0.5829139337453593,-0.5882632256149702,-0.6070657618618239,-0.5410635695786039,1,-0.6070657618618239,-0.5409588046661576,-0.5740122832639908,"[-0.6071, -0.541)"
1,256,6,0.0234375,-0.5033042441921493,-0.500600756237643,-0.5409252932391909,-0.47489150230973276,2,-0.5409588046661576,-0.4748518474704915,-0.5079053260683246,"[-0.541, -0.4749)"
2,516,2,0.003875968992248062,-0.43789852419495734,-0.43550688609303856,-0.47484198070020334,-0.40877703737860605,3,-0.4748518474704915,-0.4087448902748252,-0.44179836887265833,"[-0.4749, -0.4087)"
3,909,12,0.013201320132013201,-0.37305652981266696,-0.37200694834501796,-0.40869987327004975,-0.3426404466564172,4,-0.4087448902748252,-0.34263793307915896,-0.37569141167699205,"[-0.4087, -0.3426)"
4,1502,14,0.009320905459387484,-0.3066592067784175,-0.30453030170554857,-0.342618763712282,-0.2766197649582128,5,-0.34263793307915896,-0.27653097588349274,-0.3095844544813259,"[-0.3426, -0.2765)"
5,2400,35,0.014583333333333334,-0.24094471268138615,-0.23960703559904023,-0.2764844394476288,-0.21044222971575366,6,-0.27653097588349274,-0.21042401868782645,-0.2434774972856596,"[-0.2765, -0.2104)"
6,3721,38,0.010212308519215264,-0.1749641112548234,-0.17384144009483868,-0.21040967719543993,-0.14433548170652266,7,-0.21042401868782645,-0.14431706149216023,-0.17737054008999334,"[-0.2104, -0.1443)"
7,5145,59,0.011467444120505346,-0.10962151493610306,-0.10896117708278147,-0.14431353169914846,-0.07822793585982368,8,-0.14431706149216023,-0.078210104296494,-0.11126358289432711,"[-0.1443, -0.07821)"
8,6352,70,0.01102015113350126,-0.04399412569782037,-0.04330392061245384,-0.07820629324419114,-0.012104012449095227,9,-0.078210104296494,-0.012103147100827716,-0.04515662569866086,"[-0.07821, -0.0121)"
9,7182,81,0.011278195488721804,0.02170883353928209,0.0218994445416993,-0.01209197415078462,0.05399025421828036,10,-0.012103147100827716,0.054003810094838456,0.02095033149700537,"[-0.0121, 0.054)"
10,7344,76,0.010348583877995643,0.0868763742945843,0.08680013318953808,0.054011149713061715,0.12010217745585104,11,0.054003810094838456,0.12011076729050474,0.0870572886926716,"[0.054, 0.1201)"
11,6588,60,0.009107468123861567,0.15185698779625284,0.15109759713808413,0.12011339514326505,0.18620345987460005,12,0.12011076729050474,0.18621772448617102,0.15316424588833788,"[0.1201, 0.1862)"
12,4566,61,0.013359614542268944,0.21700087570032936,0.21605120805478512,0.18622850987527648,0.252322587687736,13,0.18621772448617102,0.2523246816818372,0.2192712030840041,"[0.1862, 0.2523)"
13,3105,31,0.00998389694041868,0.2823712358146375,0.280782375948955,0.25234406202214826,0.31835544404702015,14,0.2523246816818372,0.3184316388775035,0.28537816027967033,"[0.2523, 0.3184)"
14,1808,27,0.014933628318584071,0.34946212841034974,0.34882282530340264,0.31843465062140835,0.38440134242876095,15,0.3184316388775035,0.38453859607316965,0.35148511747533656,"[0.3184, 0.3845)"
15,1088,12,0.011029411764705883,0.41502322993549073,0.4134824098444212,0.384581305459973,0.450494759940892,16,0.38453859607316965,0.45064555326883593,0.4175920746710028,"[0.3845, 0.4506)"
16,722,12,0.01662049861495845,0.4814783010909752,0.481669191658358,0.4507718101962497,0.516482543773899,17,0.45064555326883593,0.5167525104645022,0.48369903186666907,"[0.4506, 0.5168)"
17,441,4,0.009070294784580499,0.5475441938509212,0.5467437845920975,0.5168553511911387,0.5827226099284418,18,0.5167525104645022,0.5828594676601685,0.5498059890623354,"[0.5168, 0.5829)"
18,253,2,0.007905138339920948,0.6124747114193588,0.6087908362213807,0.5830945312193144,0.64877039674816,19,0.5828594676601685,0.6489664248558346,0.6159129462580015,"[0.5829, 0.649)"
19,502,4,0.00796812749003984,0.7030366214598485,0.715073382051501,0.6491194932353294,0.715073382051501,20,0.6489664248558346,0.715073382051501,0.6820199034536678,"[0.649, 0.7151)"
