vent,n,draft_rate,poolq_mean,poolq_median
0,579,0.0017271157167530224,-0.22879282316466334,-0.23709154775533758
1,485,0.0,-0.17934447208588056,-0.17732356677528652
2,612,0.0,-0.1439420541899307,-0.14411002974729922
3,934,0.0010706638115631692,-0.11167365033241936,-0.11252203498684918
4,1483,0.0026972353337828725,-0.07432687617273777,-0.07310449264750152
5,2038,0.008341511285574092,-0.03682421731114976,-0.03592451058552189
6,2363,0.005924672027084215,-0.0004339063391849687,0.00014075165761932387
7,2857,0.005950297514875744,0.03426982792307878,0.03391499290053263
8,3494,0.008013737836290785,0.07058630656523034,0.06988972691477685
9,3573,0.00783655191715645,0.1063356759512988,0.10667721010418017
10,4224,0.009232954545454546,0.1433783590825568,0.14379921038315693
11,3412,0.014361078546307152,0.1791827232707836,0.1790631415260513
12,3178,0.01038388923851479,0.21505642556573454,0.2158923561320312
13,2322,0.019810508182601206,0.2503156349052986,0.24912827962786294
14,1863,0.01878690284487386,0.28750044548577997,0.2877615135536225
15,1531,0.017635532331809273,0.322906177585033,0.3234291739189304
16,1192,0.025167785234899327,0.35856704896070907,0.3575133138601937
17,863,0.02085747392815759,0.39521318428913765,0.39510798557221405
18,355,0.014084507042253521,0.4299915572321403,0.43026062906452134
19,765,0.03398692810457516,0.4755781608871552,0.48662324755328495
