vent,n,draft_rate,perf_mean,perf_median
0,3412,0.0,-1.0997143189119178,-1.0359476456050485
1,3411,0.0,-0.7196791548284661,-0.7152171030715841
2,3412,0.0,-0.5327887970717349,-0.5325366396444295
3,3411,0.0,-0.39115250015450564,-0.3899077759707546
4,3411,0.0002931691586045148,-0.27066308046162785,-0.2703186699906727
5,3412,0.0005861664712778429,-0.16375764092376593,-0.1630137968739195
6,3411,0.0002931691586045148,-0.061717805098721316,-0.06247588354793686
7,3411,0.001465845793022574,0.0414038772762941,0.04174597205647975
8,3412,0.0023446658851113715,0.1390524452451657,0.13921080164223507
9,3411,0.004690706537672237,0.24007182435116514,0.2408187647972306
10,3412,0.005861664712778429,0.34513600793896065,0.34513034114633945
11,3411,0.008795074758135445,0.46199349606184176,0.4613370808357674
12,3411,0.01641747288185283,0.5935635793870294,0.593432103917437
13,3412,0.019050410316529893,0.7532913999245765,0.7524418407213016
14,3411,0.041923189680445616,0.9687268511264766,0.9638630741882726
15,3411,0.07681031955438287,1.4509470132034836,1.3558071886400076
