vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display
0,1140,3,0.002631578947368421,-0.9582172066106228,-0.9381839689643192,-1.1244060824033693,-0.7631483016767839,1
1,1140,5,0.0043859649122807015,-0.6482788736167644,-0.6410858832533142,-0.7631483016767839,-0.5590221673666641,2
2,1140,6,0.005263157894736842,-0.49277539952819943,-0.49253309008446483,-0.5590221673666641,-0.43539982197197197,3
3,1139,3,0.0026338893766461808,-0.3985285917793614,-0.40032245374934394,-0.4353197289266135,-0.3626568210646443,4
4,1140,6,0.005263157894736842,-0.32359180248292146,-0.32316443410315965,-0.3626568210646443,-0.28967023615732196,5
5,1140,6,0.005263157894736842,-0.25885257003662654,-0.258082877489916,-0.28955064228557564,-0.22813535512653585,6
6,1140,7,0.0061403508771929825,-0.19405705501337484,-0.19147215880556978,-0.22813535512653585,-0.16153587370266242,7
7,1139,8,0.007023705004389816,-0.13080232674496445,-0.13162874854289622,-0.16153587370266242,-0.10293090246323036,8
8,1140,17,0.014912280701754385,-0.08076940762535308,-0.08213726827350436,-0.10293090246323036,-0.05398390892087945,9
9,1140,12,0.010526315789473684,-0.025615970415263933,-0.023090721078111814,-0.05398390892087945,0.0005601674815533484,10
10,1140,17,0.014912280701754385,0.025048497776149977,0.02559868261674214,0.0005601674815533484,0.04888243222674137,11
11,1139,15,0.013169446883230905,0.07824762116690272,0.07726643355598717,0.04888243222674137,0.10548679170649031,12
12,1140,34,0.02982456140350877,0.1326459040041446,0.1313851800223406,0.10548679170649031,0.16203486763068206,13
13,1140,30,0.02631578947368421,0.19340795222265386,0.19204135383526436,0.16203486763068206,0.2286186387318018,14
14,1140,41,0.035964912280701755,0.2599378685129302,0.26132890501248185,0.2286186387318018,0.2914024752877159,15
15,1139,36,0.03160667251975417,0.33685013249060897,0.3374070735535501,0.2914024752877159,0.3809829468734601,16
16,1140,43,0.037719298245614034,0.4228167659671508,0.4189095009966826,0.3809829468734601,0.47093323785243246,17
17,1140,62,0.054385964912280704,0.5297328571962188,0.5277603118809677,0.47093323785243246,0.6037278667732446,18
18,1140,101,0.08859649122807017,0.7054151184309786,0.703249783966801,0.6052081747394569,0.8214085544972405,19
19,1139,163,0.1431079894644425,1.0445172254665698,1.0168983793820006,0.8214085544972405,1.2699667157476642,20
