vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display,edge_lo,edge_hi,x_center,edge_interval
0,80,3,0.0375,-0.5857434309633927,-0.5992464386555485,-0.6070657618618239,-0.5410699886230163,1,-0.6070657618618239,-0.5409588046661576,-0.5740122832639908,"[-0.6071, -0.541)"
1,85,6,0.07058823529411765,-0.5023299702156752,-0.4990719054911396,-0.5399176108192464,-0.47489150230973276,2,-0.5409588046661576,-0.4748518474704915,-0.5079053260683246,"[-0.541, -0.4749)"
2,152,2,0.013157894736842105,-0.43897480593817045,-0.4377576565343889,-0.47383684543472804,-0.40877703737860605,3,-0.4748518474704915,-0.4087448902748252,-0.44179836887265833,"[-0.4749, -0.4087)"
3,262,12,0.04580152671755725,-0.3739022591035303,-0.3722097532114584,-0.40869987327004975,-0.342781962574296,4,-0.4087448902748252,-0.34263793307915896,-0.37569141167699205,"[-0.4087, -0.3426)"
4,462,14,0.030303030303030304,-0.307236684952606,-0.3045127452105437,-0.3425635279397805,-0.2768635502135902,5,-0.34263793307915896,-0.27653097588349274,-0.3095844544813259,"[-0.3426, -0.2765)"
5,752,35,0.04654255319148936,-0.2411737659971003,-0.23965330954642294,-0.2764172730308844,-0.21056131131221434,6,-0.27653097588349274,-0.21042401868782645,-0.2434774972856596,"[-0.2765, -0.2104)"
6,1321,38,0.028766086298258896,-0.17453086286289152,-0.17268223400100766,-0.21039534492300943,-0.14440604143094068,7,-0.21042401868782645,-0.14431706149216023,-0.17737054008999334,"[-0.2104, -0.1443)"
7,1924,59,0.030665280665280667,-0.11000367433228113,-0.10949004206819146,-0.14431353169914846,-0.07823533112979017,8,-0.14431706149216023,-0.078210104296494,-0.11126358289432711,"[-0.1443, -0.07821)"
8,2130,70,0.03286384976525822,-0.044576931114056494,-0.04445389550851,-0.07803467133786432,-0.012104012449095227,9,-0.078210104296494,-0.012103147100827716,-0.04515662569866086,"[-0.07821, -0.0121)"
9,2530,81,0.032015810276679844,0.022749143133375945,0.023191369862979486,-0.01209197415078462,0.05399025421828036,10,-0.012103147100827716,0.054003810094838456,0.02095033149700537,"[-0.0121, 0.054)"
10,2793,76,0.027210884353741496,0.0870682383647357,0.08753093198106526,0.054011149713061715,0.12010217745585104,11,0.054003810094838456,0.12011076729050474,0.0870572886926716,"[0.054, 0.1201)"
11,2676,60,0.02242152466367713,0.1521132938652441,0.1511978435489726,0.12011339514326505,0.1861156105235128,12,0.12011076729050474,0.18621772448617102,0.15316424588833788,"[0.1201, 0.1862)"
12,2005,61,0.030423940149625937,0.21774035569367384,0.21728098311137112,0.18624147972140653,0.252322587687736,13,0.18621772448617102,0.2523246816818372,0.2192712030840041,"[0.1862, 0.2523)"
13,1485,31,0.020875420875420877,0.282708314855453,0.2811717447092689,0.25235016413518363,0.31829490970005553,14,0.2523246816818372,0.3184316388775035,0.28537816027967033,"[0.2523, 0.3184)"
14,854,27,0.03161592505854801,0.34909191465511485,0.3480262744107354,0.31843465062140835,0.38440134242876095,15,0.3184316388775035,0.38453859607316965,0.35148511747533656,"[0.3184, 0.3845)"
15,519,12,0.023121387283236993,0.4153101046321805,0.41446407969312843,0.384796410298548,0.450494759940892,16,0.38453859607316965,0.45064555326883593,0.4175920746710028,"[0.3845, 0.4506)"
16,350,12,0.03428571428571429,0.4814687993226986,0.48082879099142783,0.4507900141518156,0.516482543773899,17,0.45064555326883593,0.5167525104645022,0.48369903186666907,"[0.4506, 0.5168)"
17,200,4,0.02,0.5468112560237,0.546927177024688,0.5168553511911387,0.5827226099284418,18,0.5167525104645022,0.5828594676601685,0.5498059890623354,"[0.5168, 0.5829)"
18,86,2,0.023255813953488372,0.612012107315018,0.6112790349181506,0.5830945312193144,0.6484298906559051,19,0.5828594676601685,0.6489664248558346,0.6159129462580015,"[0.5829, 0.649)"
19,180,4,0.022222222222222223,0.7017690712336269,0.715073382051501,0.6491492987345316,0.715073382051501,20,0.6489664248558346,0.715073382051501,0.6820199034536678,"[0.649, 0.7151)"
