vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display,edge_lo,edge_hi,x_center,edge_interval
0,114,7,0.06140350877192982,-0.5990751501513789,-0.6140188028352481,-0.6140188028352481,-0.5514008046384157,1,-0.6140188028352481,-0.5510841121451506,-0.5825514574901993,"[-0.614, -0.5511)"
1,69,3,0.043478260869565216,-0.5163311714413047,-0.5137010298041864,-0.5507842467774968,-0.48861979033078146,2,-0.5510841121451506,-0.488149421455053,-0.5196167668001018,"[-0.5511, -0.4881)"
2,126,15,0.11904761904761904,-0.4541922854262398,-0.45426266797853565,-0.48763707493484154,-0.4259697254165259,3,-0.488149421455053,-0.42521473076495553,-0.4566820761100043,"[-0.4881, -0.4252)"
3,232,23,0.09913793103448276,-0.3893681872160118,-0.38754941321768466,-0.4250620742266227,-0.3622807822827551,4,-0.42521473076495553,-0.362280040074858,-0.3937473854199067,"[-0.4252, -0.3623)"
4,322,25,0.07763975155279502,-0.3290287822598052,-0.32793955405133507,-0.36212053943713235,-0.29946458513727087,5,-0.362280040074858,-0.29934534938476043,-0.33081269472980923,"[-0.3623, -0.2993)"
5,430,31,0.07209302325581396,-0.2663980019983634,-0.2653669245220113,-0.29925883058841685,-0.23641072542053487,6,-0.29934534938476043,-0.23641065869466293,-0.2678780040397117,"[-0.2993, -0.2364)"
6,541,38,0.07024029574861368,-0.20363006452093477,-0.20390418363245602,-0.23622896371168497,-0.17349421962889333,7,-0.23641065869466293,-0.17347596800456538,-0.20494331334961416,"[-0.2364, -0.1735)"
7,722,55,0.07617728531855955,-0.14177940466682637,-0.14175175860186273,-0.17344603297268432,-0.11060133050792911,8,-0.17347596800456538,-0.11054127731446783,-0.1420086226595166,"[-0.1735, -0.1105)"
8,869,47,0.05408515535097814,-0.07799645729776386,-0.0781750652704727,-0.11049391422393907,-0.047715248366358896,9,-0.11054127731446783,-0.04760658662437034,-0.07907393196941909,"[-0.1105, -0.04761)"
9,867,52,0.05997693194925029,-0.015458414214496294,-0.014564998897554294,-0.04749219246733705,0.015297607660732293,10,-0.04760658662437034,0.015328104065727266,-0.016139241279321537,"[-0.04761, 0.01533)"
10,935,49,0.052406417112299465,0.04687372263219366,0.0465526389209363,0.015375473012158603,0.07824988957515407,11,0.015328104065727266,0.07826279475582476,0.04679544941077601,"[0.01533, 0.07826)"
11,855,57,0.06666666666666667,0.10883126939571718,0.10839605165684023,0.07832781849882706,0.14091964173641863,12,0.07826279475582476,0.14119748544592226,0.10973014010087351,"[0.07826, 0.1412)"
12,758,52,0.06860158311345646,0.1709757004314225,0.17036227003471227,0.14119902438375284,0.20409792446497202,13,0.14119748544592226,0.20413217613601986,0.17266483079097106,"[0.1412, 0.2041)"
13,669,36,0.053811659192825115,0.23453080824158096,0.23399015690105712,0.2041322867143287,0.2670324857755332,14,0.20413217613601986,0.26706686682611736,0.2355995214810686,"[0.2041, 0.2671)"
14,577,37,0.06412478336221837,0.2975325144207371,0.2964965681211168,0.267076298036086,0.329949299134387,15,0.26706686682611736,0.33000155751621496,0.29853421217116616,"[0.2671, 0.33)"
15,455,28,0.06153846153846154,0.36084384560924726,0.3601391893110108,0.3301284551397614,0.392807250813491,16,0.33000155751621496,0.39293624820631246,0.3614689028612637,"[0.33, 0.3929)"
16,318,25,0.07861635220125786,0.4214348084465146,0.4204730459453269,0.3929379674213363,0.454572137452093,17,0.39293624820631246,0.45587093889641006,0.42440359355136126,"[0.3929, 0.4559)"
17,224,15,0.06696428571428571,0.48731444439746247,0.48644973662179225,0.4561276245962624,0.518747126167727,18,0.45587093889641006,0.5188056295865074,0.48733828424145875,"[0.4559, 0.5188)"
18,177,7,0.03954802259887006,0.5481619348217475,0.5489102914816956,0.5191362477403609,0.5816109761603638,19,0.5188056295865074,0.581740320276605,0.5502729749315562,"[0.5188, 0.5817)"
19,223,13,0.05829596412556054,0.6272536882774205,0.6412788070368344,0.5818607254657344,0.6446750109667025,20,0.581740320276605,0.6446750109667025,0.6132076656216539,"[0.5817, 0.6447)"
