vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display
0,562,5,0.008896797153024912,-0.44399912489584537,-0.4070809268073239,-0.668906819963243,-0.2702785293408377,1
1,561,13,0.023172905525846704,-0.2075856112283805,-0.20421648367091816,-0.2702785293408377,-0.15352881579002006,2
2,561,12,0.0213903743315508,-0.10365985930274534,-0.10534039454034809,-0.15280627610929898,-0.06573393991549625,3
3,561,11,0.0196078431372549,-0.033747550908280584,-0.031996623261701905,-0.06573393991549625,-0.003234158167868373,4
4,561,14,0.024955436720142603,0.02257695948011201,0.0210079104335207,-0.003234158167868373,0.04696522642251685,5
5,562,16,0.028469750889679714,0.0636462267203892,0.06172648720197682,0.04696522642251685,0.08254308721612724,6
6,561,22,0.0392156862745098,0.10702519503871111,0.11005563428253887,0.08254308721612724,0.12577551459151506,7
7,561,23,0.040998217468805706,0.14798507636184097,0.1459443197494075,0.12626043927395983,0.16926274891005846,8
8,561,29,0.05169340463458111,0.18735696937293342,0.1891317557476803,0.16926274891005846,0.20652826768597077,9
9,561,40,0.07130124777183601,0.2292164938551492,0.22906970603183727,0.20652826768597077,0.24966987893135933,10
10,562,52,0.09252669039145907,0.2713655449536743,0.27368686390482905,0.24966987893135933,0.28859179219706815,11
11,561,40,0.07130124777183601,0.3193105559131401,0.32028835382088716,0.28859179219706815,0.3522333891984198,12
12,561,42,0.0748663101604278,0.3800060651792683,0.3821093914855439,0.3522333891984198,0.4092451549981434,13
13,561,68,0.12121212121212122,0.4502865013796207,0.4528962602832099,0.4092451549981434,0.4923015319078495,14
14,561,96,0.1711229946524064,0.5516560033131119,0.5485973520108267,0.4923015319078495,0.6205007442088851,15
15,561,126,0.22459893048128343,0.7977375495988555,0.7742573392256489,0.6205518144581654,0.9903754533796874,16
