vent,n,draft_rate,perf_mean,perf_median
0,1140,0.0,-1.2227527910936593,-1.1688782060433285
1,1140,0.0,-0.8532644643067523,-0.8472993309560262
2,1140,0.0,-0.6691860976181857,-0.6648552077925711
3,1139,0.0,-0.5321455749626763,-0.5327188389728663
4,1140,0.0,-0.4142249065762811,-0.4145409643096061
5,1140,0.0,-0.3113015653240589,-0.3102889889569691
6,1140,0.0017543859649122807,-0.21207439122744234,-0.21212083482873448
7,1139,0.001755926251097454,-0.12266002225849132,-0.12187158196246985
8,1140,0.0008771929824561404,-0.03589768496809633,-0.03657113170363341
9,1140,0.0035087719298245615,0.052191496652114214,0.05233531723929759
10,1140,0.0061403508771929825,0.13894539408232498,0.1389392842193711
11,1139,0.012291483757682178,0.22940434128373732,0.23002375649897255
12,1140,0.014035087719298246,0.3187812918831871,0.31694738393594596
13,1140,0.01929824561403509,0.41529976530386326,0.4141077606034876
14,1140,0.02982456140350877,0.5192730868800028,0.5196978076124039
15,1139,0.038630377524143986,0.6310220905538506,0.6287942624605845
16,1140,0.04824561403508772,0.7668061121414219,0.7675115003481898
17,1140,0.08333333333333333,0.9242276890205792,0.9223200433066263
18,1140,0.10526315789473684,1.1370182114530285,1.1314781155284335
19,1139,0.1694468832309043,1.62573416780712,1.5192725404184457
