vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display
0,1381,31,0.022447501810282405,-0.4062337121370936,-0.3882061497837789,-0.5102635356618057,-0.3144378971806951,1
1,1380,61,0.04420289855072464,-0.2718932021078245,-0.27732467938971594,-0.3144378971806951,-0.22688713046727768,2
2,1380,66,0.04782608695652174,-0.1923860935879931,-0.1926711149192859,-0.22688713046727768,-0.1596733547759208,3
3,1380,80,0.057971014492753624,-0.13280131831501207,-0.1310389456696586,-0.1596733547759208,-0.11014221451706466,4
4,1380,52,0.03768115942028986,-0.09225628309983765,-0.09153586448180277,-0.10999368197460166,-0.07412273086611659,5
5,1381,66,0.04779145546705286,-0.05347119459221644,-0.05476338882732752,-0.07412273086611659,-0.032592394860870816,6
6,1380,76,0.05507246376811594,-0.010294451100952104,-0.011252621483890916,-0.032592394860870816,0.011669387171614188,7
7,1380,83,0.060144927536231886,0.03013802774483886,0.029198963255005157,0.011669387171614188,0.04966805189725001,8
8,1380,90,0.06521739130434782,0.06970033798494746,0.07128887486825297,0.04966805189725001,0.0872494169877963,9
9,1380,67,0.04855072463768116,0.1077051203523634,0.10801536889222621,0.0872494169877963,0.12993752815013193,10
10,1381,98,0.07096307023895727,0.15014950441729075,0.15067755873158198,0.12993752815013193,0.16812812338135344,11
11,1380,125,0.09057971014492754,0.19512751558446667,0.1940553237576588,0.16812812338135344,0.22366956817360564,12
12,1380,107,0.07753623188405798,0.24806604968757942,0.2483222752816025,0.22366956817360564,0.2769043458640641,13
13,1380,123,0.0891304347826087,0.3112546262485063,0.3104645997641316,0.2769043458640641,0.34523483013171147,14
14,1380,123,0.0891304347826087,0.39431063019414253,0.3936332937251402,0.34523483013171147,0.4434724631871772,15
15,1380,152,0.11014492753623188,0.5418097555097103,0.5364179950860116,0.4434724631871772,0.6343307384060506,16
