vent,n,draft_rate,perf_mean,perf_median
0,991,0.0,-1.1664398107365466,-1.1150694643096761
1,990,0.0,-0.811090597666379,-0.808848610828735
2,990,0.0,-0.6341837345147353,-0.6316412683094913
3,990,0.0,-0.5031282476252498,-0.5038224711326793
4,990,0.0,-0.39095177418021665,-0.38817400390139645
5,990,0.00101010101010101,-0.29068865275942357,-0.2897071525538675
6,991,0.0,-0.1954838525170227,-0.19749071749093206
7,990,0.00202020202020202,-0.10988793948625385,-0.1087807438440874
8,990,0.00101010101010101,-0.02506820467110083,-0.023019242384604694
9,990,0.0030303030303030303,0.05941661154441213,0.05921222471550824
10,990,0.007070707070707071,0.1433951911289971,0.14437853837584866
11,990,0.012121212121212121,0.23157018412091365,0.23216811503748025
12,990,0.01616161616161616,0.3179849907728779,0.3165455410733309
13,991,0.01917255297679112,0.4116065958707665,0.4114805161272916
14,990,0.028282828282828285,0.5124736183306406,0.5137060401670948
15,990,0.043434343434343436,0.6203076038148496,0.6173168116443797
16,990,0.048484848484848485,0.750753549720774,0.750813918597703
17,990,0.07878787878787878,0.9024284984445617,0.9000086269728905
18,990,0.09090909090909091,1.1054619602390763,1.099429163830075
19,990,0.16767676767676767,1.565082013139736,1.4762274642301856
