vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display,edge_lo,edge_hi,x_center,edge_interval
0,247,13,0.05263157894736842,-0.5940779122040577,-0.6140188028352481,-0.6140188028352481,-0.5354198085180297,1,-0.6140188028352481,-0.5353504394726262,-0.5746846211539371,"[-0.614, -0.5354)"
1,286,22,0.07692307692307693,-0.493309800343156,-0.49098094492155975,-0.5351142328713521,-0.4571083687980995,2,-0.5353504394726262,-0.4566820761100043,-0.4960162577913152,"[-0.5354, -0.4567)"
2,526,47,0.08935361216730038,-0.41320457600871835,-0.41145479054416223,-0.4565292496225908,-0.37815764888960485,3,-0.4566820761100043,-0.3780137127473824,-0.41734789442869336,"[-0.4567, -0.378)"
3,905,64,0.0707182320441989,-0.33548080474605413,-0.3343283405733376,-0.3778872026451936,-0.29940341283070043,4,-0.3780137127473824,-0.29934534938476043,-0.3386795310660714,"[-0.378, -0.2993)"
4,1237,83,0.06709781729991916,-0.25779868671174855,-0.25621154298413734,-0.29925883058841685,-0.22072714355251336,5,-0.29934534938476043,-0.22067698602213848,-0.26001116770344945,"[-0.2993, -0.2207)"
5,1805,132,0.07313019390581718,-0.1789848193872444,-0.17703742070765457,-0.22066715579473312,-0.14201075044033734,6,-0.22067698602213848,-0.14200862265951658,-0.18134280434082753,"[-0.2207, -0.142)"
6,2314,124,0.05358686257562662,-0.10113377702939179,-0.1005269554413808,-0.1419720139020058,-0.06335063144948448,7,-0.14200862265951658,-0.06334025929689469,-0.10267444097820563,"[-0.142, -0.06334)"
7,2562,148,0.05776736924277908,-0.023657476337806675,-0.023264386037037878,-0.06333639427831915,0.01532560073048981,8,-0.06334025929689469,0.015328104065727266,-0.02400607761558371,"[-0.06334, 0.01533)"
8,2641,166,0.0628549791745551,0.05416764260428698,0.053706541736243764,0.015375473012158603,0.09399117670385948,9,0.015328104065727266,0.09399646742834922,0.05466228574703824,"[0.01533, 0.094)"
9,2383,144,0.06042803189257239,0.1326806997426762,0.1321501174675106,0.0940008990645602,0.17264786168279514,10,0.09399646742834922,0.17266483079097117,0.1333306491096602,"[0.094, 0.1727)"
10,2082,129,0.06195965417867435,0.20982655814107368,0.20935787801209935,0.17268899022405848,0.25127303511961485,11,0.17266483079097117,0.251333194153593,0.2119990124722821,"[0.1727, 0.2513)"
11,1716,112,0.06526806526806526,0.2893042283946298,0.28906347268443644,0.2513455616526757,0.3299679754689237,12,0.251333194153593,0.33000155751621496,0.290667375834904,"[0.2513, 0.33)"
12,1311,90,0.06864988558352403,0.3676604664365243,0.36667489709095363,0.33001505241398654,0.40865129264939454,13,0.33000155751621496,0.4086699208788368,0.3693357391975259,"[0.33, 0.4087)"
13,873,47,0.053837342497136315,0.4452095291085765,0.4438886991410268,0.4086960021529591,0.48730248397314774,14,0.4086699208788368,0.48733828424145875,0.4480041025601478,"[0.4087, 0.4873)"
14,556,36,0.06474820143884892,0.5237240408582511,0.5216393197464448,0.4874461523366799,0.5656246411870083,15,0.48733828424145875,0.5660066476040807,0.5266724659227697,"[0.4873, 0.566)"
15,639,43,0.06729264475743349,0.6214850483710392,0.6348747398117537,0.5664281362270445,0.6446750109667025,16,0.5660066476040807,0.6446750109667025,0.6053408292853917,"[0.566, 0.6447)"
