vent,n,draft_rate,perf_mean,perf_median
0,842,0.0,-2.0342858630858296,-1.9597766611584144
1,842,0.0,-1.4965591155633626,-1.4919761593307501
2,842,0.0,-1.2184430377968236,-1.2126692788305462
3,842,0.0,-1.0110671063860335,-1.0080057835912608
4,841,0.0,-0.8325698149503057,-0.8305445330614697
5,842,0.0,-0.6692030235933906,-0.6670463897303888
6,842,0.0,-0.5171652355713905,-0.5151237100029458
7,842,0.0,-0.3768378898835051,-0.3747502337976154
8,842,0.0011876484560570072,-0.2363485703420281,-0.23545128669046073
9,841,0.0047562425683709865,-0.09885579633789061,-0.09772768162214332
10,842,0.004750593824228029,0.036649314943388446,0.03782190075767701
11,842,0.013064133016627079,0.1831170989514927,0.18421341740865171
12,842,0.014251781472684086,0.3224524998775544,0.31975225767028326
13,842,0.020190023752969122,0.47434612982666474,0.47163748563686847
14,841,0.030915576694411414,0.6385896291506972,0.6383860427615213
15,842,0.04513064133016627,0.8196213639949814,0.8179013993433124
16,842,0.04631828978622328,1.02867722344658,1.0277821599997605
17,842,0.07838479809976247,1.278754546484271,1.2767919155973688
18,842,0.09263657957244656,1.605914946749639,1.600976022899259
19,841,0.15219976218787157,2.3310240437150185,2.1884213207489203
