vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display
0,3412,37,0.010844079718640093,-0.3732581710287171,-0.3516508160403511,-0.6070657618618239,-0.2747660805299521,1
1,3411,47,0.013778950454412195,-0.2273511048337419,-0.22534676193225964,-0.2747031159289688,-0.18798710609848582,2
2,3412,32,0.009378663540445486,-0.159681503008088,-0.1594031785644323,-0.1879155447677788,-0.13347065135684194,3
3,3411,45,0.013192612137203167,-0.11064725003540073,-0.11032536940190983,-0.1334488010998173,-0.08922631432815535,4
4,3411,38,0.011140428026971563,-0.07009888536345259,-0.06971416263403707,-0.08921328932612382,-0.05092974586790265,5
5,3412,33,0.009671746776084409,-0.03383393408541014,-0.03404909403171967,-0.05092572300466008,-0.017192096792446886,6
6,3411,34,0.009967751392553504,-0.0006701946013870897,-0.0005340277503508453,-0.017182475966093257,0.015412278629233767,7
7,3411,41,0.012019935502785108,0.03128981693797682,0.03154329857667982,0.015415747872025681,0.04670951718416004,8
8,3412,36,0.010550996483001172,0.06143720831823814,0.06146516082038176,0.04671487959427037,0.07647458311452443,9
9,3411,36,0.010554089709762533,0.09192221178905718,0.09217347313896593,0.07647627615321549,0.10748841247050302,10
10,3412,36,0.010550996483001172,0.12303719036658743,0.12284089862341346,0.107492288993102,0.13879556857936354,11
11,3411,26,0.007622398123717385,0.1556257998130802,0.15541659396908997,0.13880220820059605,0.17385349702640063,12
12,3411,49,0.014365288771621226,0.1933823896715896,0.19280571604322863,0.17385494274191252,0.21551501833458908,13
13,3412,35,0.010257913247362251,0.2423152302577164,0.24186995672200692,0.21552266734549105,0.27199489434630886,14
14,3411,44,0.01289944297859865,0.313510462803925,0.31064482944535,0.272013851774302,0.36753136808433806,15
15,3411,40,0.011726766344180592,0.4986051737460584,0.46664379472085493,0.3675431936838622,0.715073382051501,16
