vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display,edge_lo,edge_hi,x_center,edge_interval
0,396,1,0.0025252525252525255,-1.103829390828025,-1.1244060824033693,-1.1244060824033693,-1.006237357716609,1,-1.1244060824033693,-1.0046874424958177,-1.0645467624495935,"[-1.124, -1.005)"
1,387,1,0.002583979328165375,-0.9348462643428758,-0.933396603437911,-1.0030121982970035,-0.8883180680521214,2,-1.0046874424958177,-0.8849688025882659,-0.9448281225420418,"[-1.005, -0.885)"
2,354,1,0.002824858757062147,-0.8225317162782166,-0.8219970241520714,-0.880883085258672,-0.7659417145030059,3,-0.8849688025882659,-0.7652501626807142,-0.82510948263449,"[-0.885, -0.7653)"
3,533,2,0.00375234521575985,-0.6997404650503369,-0.6959464372614048,-0.7631483016767839,-0.6480631131527412,4,-0.7652501626807142,-0.6455315227731626,-0.7053908427269384,"[-0.7653, -0.6455)"
4,870,5,0.005747126436781609,-0.5852705083240658,-0.5816469621445335,-0.6451422590528175,-0.5262394705317077,5,-0.6455315227731626,-0.5258128828656109,-0.5856722028193868,"[-0.6455, -0.5258)"
5,1383,5,0.0036153289949385392,-0.45660357053855466,-0.45133424317063536,-0.5257283833284551,-0.4064509900613204,6,-0.5258128828656109,-0.4060942429580592,-0.46595356291183504,"[-0.5258, -0.4061)"
6,1851,8,0.004321988114532685,-0.34245589536282,-0.34221088672409544,-0.405577428731111,-0.28641429404295954,7,-0.4060942429580592,-0.2863756030505076,-0.3462349230042834,"[-0.4061, -0.2864)"
7,2146,11,0.005125815470643057,-0.22601439227345277,-0.22751198600639916,-0.2862156836485518,-0.16815108921830482,8,-0.2863756030505076,-0.16665696314295586,-0.22651628309673172,"[-0.2864, -0.1667)"
8,2428,27,0.011120263591433279,-0.10517965358460148,-0.1027330800083897,-0.16661699984377995,-0.04777228428245259,9,-0.16665696314295586,-0.046938323235404145,-0.10679764318918,"[-0.1667, -0.04694)"
9,2585,32,0.012379110251450677,0.010985603924243595,0.01056931794147599,-0.046829052666487736,0.07271446292888513,10,-0.046938323235404145,0.07278031667214746,0.012920996718371658,"[-0.04694, 0.07278)"
10,2463,57,0.023142509135200974,0.12935198269360643,0.12804983201140713,0.07292766279788017,0.19204135383526436,11,0.07278031667214746,0.19249895657969907,0.13263963662592326,"[0.07278, 0.1925)"
11,1941,66,0.03400309119010819,0.25080598264086096,0.24987499296861929,0.192500616243241,0.31187606874570556,12,0.19249895657969907,0.3122175964872509,0.252358276533475,"[0.1925, 0.3122)"
12,1593,52,0.032642812303829254,0.37083088726579816,0.37319242991887713,0.31287443465739473,0.43172519832934186,13,0.3122175964872509,0.4319362363948025,0.3720769164410267,"[0.3122, 0.4319)"
13,1250,65,0.052,0.4905659500830011,0.4892060657334286,0.4322103138355459,0.5507515967848933,14,0.4319362363948025,0.5516548763023541,0.4917955563485783,"[0.4319, 0.5517)"
14,732,54,0.07377049180327869,0.6078602069263229,0.608560574631551,0.551882223765539,0.6708798669249614,15,0.5516548763023541,0.6713735162099059,0.61151419625613,"[0.5517, 0.6714)"
15,639,60,0.09389671361502347,0.7313418109627267,0.7316106230544211,0.6715602471855676,0.7900643571965753,16,0.6713735162099059,0.7910921561174575,0.7312328361636817,"[0.6714, 0.7911)"
16,448,44,0.09821428571428571,0.8487396544362447,0.8436783323511687,0.7941283176098789,0.9102474501163051,17,0.7910921561174575,0.9108107960250094,0.8509514760712334,"[0.7911, 0.9108)"
17,247,24,0.09716599190283401,0.9673733681542807,0.9636908466890937,0.9128489345888653,1.0290994238916595,18,0.9108107960250094,1.030529435932561,0.9706701159787852,"[0.9108, 1.031)"
18,188,36,0.19148936170212766,1.0903034216689957,1.0927430409638021,1.0337423145972506,1.1491860339854294,19,1.030529435932561,1.1502480758401126,1.0903887558863368,"[1.031, 1.15)"
19,361,64,0.1772853185595568,1.2476834702462527,1.2699667157476642,1.151791239874783,1.2699667157476642,20,1.1502480758401126,1.2699667157476642,1.2101073957938884,"[1.15, 1.27)"
