vent,n,draft_rate,perf_mean,perf_median
0,286,0.0,-1.0939989388579494,-1.0323530808100572
1,286,0.0,-0.7301950286144516,-0.7227392992424077
2,286,0.0,-0.5643364538975743,-0.5601787512859013
3,286,0.0,-0.43902299527693817,-0.4392789479468206
4,286,0.0,-0.3317401241735274,-0.3310387298377329
5,286,0.0,-0.23208877309084563,-0.23358759585016736
6,286,0.0,-0.13764653914182493,-0.13835136642206902
7,286,0.0,-0.05465559987949029,-0.05646574668858724
8,286,0.01048951048951049,0.03417698062080515,0.03534662748195284
9,286,0.013986013986013986,0.11846802441191227,0.11749685153975775
10,286,0.024475524475524476,0.20193796147719675,0.2002814355333436
11,286,0.045454545454545456,0.2889723063048227,0.2879092517844235
12,286,0.055944055944055944,0.3770333617345846,0.37892709644142686
13,286,0.06993006993006994,0.46680151035757883,0.46707277227627336
14,286,0.12237762237762238,0.5632838353948378,0.5640847157678817
15,286,0.11538461538461539,0.6781823266908913,0.6776645743766128
16,286,0.15384615384615385,0.8041930139283078,0.8026105189941576
17,286,0.2097902097902098,0.9450029449544831,0.9430841756154531
18,286,0.2517482517482518,1.1379823854308075,1.1339400573905616
19,286,0.3881118881118881,1.5742434581111235,1.4938845290375218
