vent,n,draft_rate,poolq_mean,poolq_median
0,22,0.13636363636363635,-0.5755210111188465,-0.5842106934217677
1,23,0.21739130434782608,-0.49715328626667415,-0.49704398951556816
2,27,0.0,-0.43643503288355995,-0.43609943767766157
3,82,0.10975609756097561,-0.3715935702345088,-0.37190304834410115
4,147,0.08163265306122448,-0.30627376502738984,-0.3032599598552799
5,245,0.11428571428571428,-0.24202462921344436,-0.23980237544714783
6,432,0.06712962962962964,-0.17677919442240608,-0.1733756927407533
7,728,0.07005494505494506,-0.1156512111179459,-0.11581165622705669
8,731,0.07250341997264022,-0.05396099941730357,-0.05429407850400072
9,876,0.07990867579908675,0.011069156717073692,0.010157477786996143
10,1050,0.06952380952380953,0.07462824765490408,0.07398664484505657
11,914,0.05470459518599562,0.1391365164899017,0.138968761074168
12,733,0.06548431105047749,0.20135260591892856,0.19949345355457826
13,521,0.05950095969289827,0.2654463604366568,0.26402321449037863
14,327,0.06116207951070336,0.3289994629947572,0.32769600791025566
15,194,0.07216494845360824,0.3937669297879672,0.3935208821480862
16,119,0.06722689075630252,0.46055871421747524,0.459977523184948
17,77,0.07792207792207792,0.5193028426120528,0.5160477961879517
18,42,0.023809523809523808,0.5834888298728079,0.5826653137687062
19,69,0.043478260869565216,0.6746490373767611,0.6836413829085851
