vent,n,draft_rate,perf_mean,perf_median
0,2730,0.0,-1.15518019860434,-1.0929242691779497
1,2729,0.0,-0.7933658279877249,-0.7889338328638101
2,2729,0.0,-0.6152845260630803,-0.6147775646218941
3,2729,0.0,-0.48716725927881954,-0.48689447832428256
4,2729,0.0,-0.3780942462135383,-0.37662434877663264
5,2729,0.00036643459142543056,-0.2817805152185588,-0.2821433947362306
6,2729,0.00036643459142543056,-0.19482474140493033,-0.19548728410438587
7,2729,0.0007328691828508611,-0.1127995547130639,-0.11284728859410101
8,2729,0.00036643459142543056,-0.03026112731890575,-0.030804051499202612
9,2729,0.0014657383657017222,0.05122927830778524,0.051339934274793816
10,2730,0.002197802197802198,0.12915274528659584,0.12940958984401082
11,2729,0.004397215097105167,0.2095538709781288,0.20936780752903122
12,2729,0.004763649688530597,0.29130541171433855,0.2910786169758565
13,2729,0.007328691828508612,0.37843561577961954,0.3778623175622976
14,2729,0.008427995602784902,0.47439099949808494,0.4735617247989276
15,2729,0.016855991205569805,0.5794735960444488,0.5800893662324688
16,2729,0.015390252839868083,0.7000501842904459,0.6980014838474159
17,2729,0.031146940271161598,0.8495309934067771,0.8483355661509832
18,2729,0.043605716379626236,1.053194005397769,1.0471021985463906
19,2729,0.08574569439355074,1.5258432608243944,1.430642204846106
