vent,n,draft_rate,perf_mean,perf_median
0,1053,0.0,-1.0634872367916752,-1.0034418465067922
1,1052,0.0,-0.6978955955668172,-0.688946963376387
2,1052,0.0,-0.5157904098198063,-0.5156334553323839
3,1052,0.0,-0.3779699897407797,-0.3748545052168142
4,1053,0.0,-0.2539690786327869,-0.2525793567551768
5,1052,0.0,-0.14417401415578623,-0.14385797859620614
6,1052,0.0009505703422053232,-0.04226876449314568,-0.0431346148213623
7,1052,0.0028517110266159697,0.060987230484585986,0.06197940681009579
8,1053,0.005698005698005698,0.16321780688672816,0.16192726378108596
9,1052,0.013307984790874524,0.2700643311711339,0.2702058275989728
10,1052,0.019011406844106463,0.3769014545650391,0.37648942192535784
11,1052,0.028517110266159697,0.4970037376462292,0.49682002203700104
12,1053,0.04368471035137702,0.6314372111296622,0.6291191699082062
13,1052,0.060836501901140684,0.7959560214167772,0.7957978298922288
14,1052,0.08460076045627377,1.0078545818925746,1.004992513019666
15,1052,0.13783269961977188,1.463897866230438,1.3728804686842073
