vent,n,draft_rate,perf_mean,perf_median
0,460,0.0,-1.0968789245287278,-1.0337488954747767
1,460,0.0,-0.7038377071057049,-0.6941050633028548
2,460,0.0,-0.5174502845619885,-0.5172267130468515
3,460,0.0,-0.37167214411637634,-0.3698465297089056
4,460,0.002173913043478261,-0.23973860501801908,-0.23759473371497808
5,460,0.004347826086956522,-0.12210837635947247,-0.1186507320124641
6,460,0.004347826086956522,-0.015123873769295205,-0.014830017291127364
7,460,0.010869565217391304,0.09714991945971295,0.09748920448688635
8,460,0.03260869565217391,0.20520533189706253,0.20335935524631754
9,460,0.03695652173913044,0.3167009807081108,0.3152026893861094
10,460,0.05652173913043478,0.4305576415118176,0.43031245111476335
11,460,0.10217391304347827,0.5503620484866143,0.5459140362716269
12,460,0.09565217391304348,0.6962326274167469,0.6942552875413389
13,460,0.17391304347826086,0.8625813677687146,0.8604275786777986
14,460,0.22391304347826088,1.073653714366841,1.0692011329013629
15,459,0.3747276688453159,1.5468395380957523,1.4618098696739048
