vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display
0,1303,13,0.009976976208749041,-0.15557383247749176,-0.14450417320191883,-0.2387321772411672,-0.08286220349961743,1
1,1303,26,0.019953952417498082,-0.05259213533430402,-0.05208360750138146,-0.08286220349961743,-0.026968639340377264,2
2,1303,22,0.01688411358403684,-0.008602138416432554,-0.009217754233788261,-0.026968639340377264,0.008837380686289467,3
3,1303,31,0.023791250959324637,0.02654896900541033,0.026237732304803214,0.008837380686289467,0.04601079101585658,4
4,1303,36,0.02762854950115119,0.06226627799169351,0.06298094353843971,0.04601079101585658,0.07408744616353556,5
5,1303,24,0.01841903300076746,0.08854836308554886,0.08888732854815057,0.07408744616353556,0.10214948080469424,6
6,1303,24,0.01841903300076746,0.11454925277519223,0.11413585498497415,0.10214948080469424,0.12505309252191038,7
7,1302,28,0.021505376344086023,0.13866188321544137,0.13972262204866806,0.12505309252191038,0.149962998170903,8
8,1303,40,0.03069838833461243,0.16247040133199103,0.1618635714500347,0.149962998170903,0.17400953015130644,9
9,1303,40,0.03069838833461243,0.1874555129878761,0.1879724253731937,0.17400953015130644,0.19913360025667776,10
10,1303,38,0.02916346891788181,0.2133814464298596,0.2133419429789097,0.19913360025667776,0.22818945161120882,11
11,1303,51,0.039140445126630855,0.24191692654980645,0.24285620672646863,0.22818945161120882,0.254308951370077,12
12,1303,51,0.039140445126630855,0.27325689519621155,0.27366336788385637,0.254308951370077,0.2915246611568357,13
13,1303,50,0.03837298541826554,0.31501904465292574,0.3137467299921655,0.2915246611568357,0.3371409235266472,14
14,1303,61,0.04681504221028396,0.36597341231398617,0.3643531358743306,0.3371409235266472,0.39986200432779745,15
15,1302,74,0.05683563748079877,0.4604871943725913,0.4571494456350968,0.39986200432779745,0.5274889059536627,16
