vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display,edge_lo,edge_hi,x_center,edge_interval
0,460,4,0.008695652173913044,-0.4904200089216552,-0.5070953803583648,-0.5102635356618057,-0.44479078881843903,1,-0.5102635356618057,-0.4387263935325647,-0.4744949645971852,"[-0.5103, -0.4387)"
1,400,9,0.0225,-0.39496982533496205,-0.39057604994305767,-0.4364528358407212,-0.3674916864810369,2,-0.4387263935325647,-0.3671892514033237,-0.4029578224679442,"[-0.4387, -0.3672)"
2,748,30,0.040106951871657755,-0.3293435977913267,-0.3277094321319622,-0.36587837906989673,-0.29645359787130926,3,-0.3671892514033237,-0.29565210927408264,-0.3314206803387032,"[-0.3672, -0.2957)"
3,1168,49,0.04195205479452055,-0.26514491661053985,-0.268988311722966,-0.2954938425638832,-0.2264076449978204,4,-0.29565210927408264,-0.22411496714484164,-0.25988353820946214,"[-0.2957, -0.2241)"
4,1532,77,0.05026109660574413,-0.18810326125273996,-0.18790865598474993,-0.22400540498669302,-0.15397142062598093,5,-0.22411496714484164,-0.15257782501560063,-0.18834639608022113,"[-0.2241, -0.1526)"
5,2343,106,0.04524114383269313,-0.11313977727107863,-0.11080642010710749,-0.15228849915860881,-0.08114174617094187,6,-0.15257782501560063,-0.08104068288635957,-0.1168092539509801,"[-0.1526, -0.08104)"
6,2388,124,0.051926298157453935,-0.04565352503694134,-0.04375018261766024,-0.08073642007033253,-0.009834993719671815,7,-0.08104068288635957,-0.009503540757118567,-0.04527211182173907,"[-0.08104, -0.009504)"
7,2435,141,0.05790554414784394,0.02769945834776146,0.027179297844938555,-0.00922612674402545,0.06172367016383218,8,-0.009503540757118567,0.06203360137212244,0.026265030307501935,"[-0.009504, 0.06203)"
8,2474,143,0.05780113177041229,0.09692214766480788,0.09528962633242989,0.062384527500395956,0.13355031945020876,9,0.06203360137212244,0.13357074350136344,0.09780217243674294,"[0.06203, 0.1336)"
9,2207,178,0.08065246941549614,0.16742588482759266,0.16501643033611538,0.1337984781983051,0.20507407431974123,10,0.13357074350136344,0.20510788563060445,0.16933931456598394,"[0.1336, 0.2051)"
10,1779,141,0.07925801011804384,0.24041368104416488,0.23958540012813487,0.20517603963014408,0.27523703708645725,11,0.20510788563060445,0.27664502775984545,0.24087645669522495,"[0.2051, 0.2766)"
11,1435,124,0.08641114982578398,0.312141966951485,0.3110596678493021,0.2769043458640641,0.34629510453211015,12,0.27664502775984545,0.34818216988908657,0.312413598824466,"[0.2766, 0.3482)"
12,986,97,0.09837728194726167,0.3826179925838017,0.3827629766197115,0.3497189449111208,0.41733078087599,13,0.34818216988908657,0.4197193120183276,0.38395074095370707,"[0.3482, 0.4197)"
13,734,55,0.07493188010899182,0.45117301362433937,0.44629412925848794,0.42078590197883003,0.4870120655832323,14,0.4197193120183276,0.4912564541475686,0.4554878830829481,"[0.4197, 0.4913)"
14,490,56,0.11428571428571428,0.5266222471574786,0.5288259408384712,0.4915734658780009,0.5612247799976742,15,0.4912564541475686,0.5627935962768096,0.5270250252121891,"[0.4913, 0.5628)"
15,504,66,0.13095238095238096,0.6140450381678436,0.6268810215864902,0.5666637531747306,0.6343307384060506,16,0.5627935962768096,0.6343307384060506,0.5985621673414301,"[0.5628, 0.6343)"
