vent,n,draft_rate,perf_mean,perf_median
0,381,0.0,-1.932450948022731,-1.8556832587222067
1,381,0.0,-1.336189574420542,-1.329105038876056
2,381,0.0,-1.0420475283796005,-1.0453306494684185
3,381,0.0,-0.8057812345105699,-0.8040740254130324
4,381,0.0,-0.601810128234893,-0.6004092204555185
5,381,0.0,-0.4113834389411251,-0.40789344018533175
6,381,0.0026246719160104987,-0.2265632452310044,-0.22570433823704558
7,381,0.013123359580052493,-0.04710101659781443,-0.046887827862663045
8,381,0.028871391076115485,0.13036082548510744,0.13355471939421604
9,381,0.03937007874015748,0.30868907352140473,0.30106673802579415
10,381,0.05511811023622047,0.496341378962967,0.49356323979840044
11,381,0.09973753280839895,0.6961572660412247,0.688549269644895
12,381,0.12335958005249344,0.9261694704583588,0.9231256616056355
13,381,0.16535433070866143,1.203818836260554,1.20363576476103
14,381,0.2204724409448819,1.5339633814758393,1.5176678277475308
15,380,0.36578947368421055,2.2764902701512733,2.1472037756314357
