vent,n,drafts,draft_rate,poolq_mean,poolq_median,poolq_min,poolq_max,bin_display
0,3412,12,0.0035169988276670576,-0.4696400115743151,-0.46378821284603333,-0.566329839969683,-0.3749659453077409,1
1,3411,44,0.01289944297859865,-0.32460100935426595,-0.3229447889597898,-0.3749659453077409,-0.2870045133472828,2
2,3412,37,0.010844079718640093,-0.2534389432693053,-0.2507127285634383,-0.2870045133472828,-0.21904800490398912,3
3,3411,54,0.0158311345646438,-0.1947057211094513,-0.19436759464634334,-0.21904800490398912,-0.17230882753822394,4
4,3411,61,0.017883318674875404,-0.1478958076538051,-0.14674203639299851,-0.17230882753822394,-0.12711270225735505,5
5,3412,57,0.016705744431418524,-0.10628408261924462,-0.10600082947820895,-0.12711270225735505,-0.08779889532746113,6
6,3411,62,0.01817648783347992,-0.06875483729368681,-0.06908502784153323,-0.08779889532746113,-0.04618544623112709,7
7,3411,78,0.022867194371152155,-0.02680253482306868,-0.027618893202195526,-0.04618544623112709,-0.0059440445065905775,8
8,3412,81,0.023739742086752638,0.014146437894706215,0.013920285674902314,-0.0059440445065905775,0.033558449838058564,9
9,3411,80,0.023453532688361183,0.05219894023222172,0.051236188379650494,0.033558449838058564,0.07274155596332851,10
10,3412,79,0.023153575615474795,0.09205559308492917,0.09103525330642581,0.07274155596332851,0.11200320210173813,11
11,3411,110,0.03224860744649663,0.138844372589754,0.13929646162900194,0.11200320210173813,0.16431742143525582,12
12,3411,138,0.040457343887423045,0.19074962591444586,0.18990955650797403,0.16431742143525582,0.22211371394176121,13
13,3412,132,0.038686987104337635,0.2571479729576231,0.25580290250668514,0.22211371394176121,0.2950276092722077,14
14,3411,178,0.05218411023160364,0.34263550638559875,0.3402206183038734,0.2950276092722077,0.4005993554490896,15
15,3411,197,0.05775432424508942,0.5054449292233321,0.49317974612856913,0.4005993554490896,0.6203136016281822,16
