vent,n,draft_rate,perf_mean,perf_median
0,1907,0.0005243838489774515,-1.9184457760605749,-1.8401274483526238
1,1906,0.0005246589716684155,-1.3941215635300146,-1.3847910913388353
2,1906,0.0036726128016789086,-1.133604879348238,-1.1304273937436522
3,1906,0.0031479538300104933,-0.9373279215867021,-0.934264306796112
4,1906,0.005246589716684155,-0.7722438425321183,-0.7723431710651325
5,1906,0.002098635886673662,-0.6237146471081484,-0.625725832251876
6,1907,0.006292606187729418,-0.48919024936076516,-0.49059784332052164
7,1906,0.0062959076600209865,-0.3579620678767681,-0.35682645957957193
8,1906,0.008919202518363064,-0.22591675669809258,-0.22596628759910264
9,1906,0.011542497376705142,-0.10172020220326636,-0.1009825610749081
10,1906,0.011542497376705142,0.022106339256656858,0.02327796516625151
11,1906,0.015739769150052464,0.15043016403246473,0.15214855647047676
12,1906,0.0236096537250787,0.27870366492040455,0.2786892981804421
13,1907,0.02045097011012061,0.415167493782481,0.4146867291731559
14,1906,0.029905561385099685,0.5660713493054409,0.5658193297188945
15,1906,0.03830010493179433,0.7394468256634144,0.739592372034472
16,1906,0.04354669464847849,0.9319908665870378,0.9298072884834387
17,1906,0.05508919202518363,1.1680751827417104,1.165545909761349
18,1906,0.06820566631689402,1.4858146905571588,1.4780867858461992
19,1906,0.1080797481636936,2.197486695948811,2.0542153425902
