vent,n,draft_rate,perf_mean,perf_median
0,492,0.0,-1.943205400761724,-1.8661249451240631
1,491,0.0,-1.3456365639133918,-1.3362527162326288
2,492,0.0,-1.0525522262334686,-1.0512284954181528
3,491,0.0,-0.8187252294713236,-0.8172843705376736
4,492,0.0,-0.6101907845540789,-0.6070740746808098
5,491,0.002036659877800407,-0.4163339565989164,-0.4116857977660809
6,492,0.006097560975609756,-0.2336769112598289,-0.2330316842476302
7,491,0.010183299389002037,-0.05158550343733135,-0.04869539207183524
8,492,0.028455284552845527,0.12941640541130037,0.13329251379079088
9,491,0.03665987780040733,0.3069884206420418,0.3007566398947512
10,492,0.04878048780487805,0.4949682037531687,0.4927721379717881
11,491,0.0855397148676171,0.6948906686257444,0.6886907236819525
12,492,0.10365853658536585,0.926323820514587,0.9251535443871938
13,491,0.164969450101833,1.2034106567626897,1.2015138655245545
14,492,0.20121951219512196,1.541317129696028,1.52768954807045
15,491,0.37067209775967414,2.290886735464853,2.1559266507617663
