vent,n,draft_rate,perf_mean,perf_median
0,2383,0.0,-0.9942173928326609,-0.9331303004850265
1,2383,0.0,-0.6388057157716984,-0.6336699203709261
2,2383,0.0,-0.4694047258197025,-0.46785388019385094
3,2382,0.0,-0.3393253030277524,-0.33992906147118307
4,2383,0.0,-0.2284967951605631,-0.2279080693372948
5,2383,0.0,-0.1286904699680109,-0.12816682961838877
6,2382,0.00041981528127623844,-0.03194276741776985,-0.03232779049021683
7,2383,0.001258917331095258,0.06251631878708838,0.06300852389780912
8,2383,0.002517834662190516,0.15367727449121865,0.1525970866082263
9,2382,0.0041981528127623844,0.2487096899518857,0.24885007743578322
10,2383,0.007133864876206463,0.3456983912310065,0.34610472052701263
11,2383,0.010910616869492237,0.45465338371840813,0.45378557532467145
12,2382,0.019311502938706968,0.5817351606609579,0.58240302107518
13,2383,0.0209819555182543,0.733584174954949,0.732381376232943
14,2383,0.039026437263953,0.9361806475532121,0.9307139341303661
15,2382,0.06968933669185558,1.3821995263163533,1.2934537384080278
