dataset,student_id,unit_id,school_id,unit_definition,cohort,own_performance_raw,own_performance_z,peer_mean_loo,peer_sd_loo,relative_performance_raw,relative_performance_z,within_unit_percentile_loo,n_peers_above,share_peers_above,n_top_decile_peers_loo,share_top_decile_peers_loo,unit_n,peer_n,cell_at_least_5,cell_at_least_10,cell_at_least_15,bachelors_or_higher_by_1986,two_year_or_higher_by_1986,any_postsecondary_by_1986,high_school_or_higher_by_1986,outcome_observed,analytic_sample_min5,analytic_sample_min5_weighted,analytic_sample_min10,base_year_weight,followup_weight_1986,attainment_code_1986,SOQFLAG,SRQFLAG,base_year_ses,sex_code,race_code,high_school_grades_code,school_type_code,school_sample_type_code,sex,race,school_region,school_urbanicity,school_type_label,high_school_program,gpa12,gpa10,questionnaire_respondent,followup_weight_positive,global_top_decile_cutoff,own_global_top_decile,unit_mean_including_self,unit_sd_including_self,n_peers_equal,unit_top_score_including_self,gap_to_unit_top,peer_mean_z_loo
HS&B:80,103204,HSB_1032_sophomore,1032,base-year school by sampled cohort,Sophomore,40.83,-1.036742,40.77142987932478,7.040148404149742,0.0585719517299097,0.006533043725150067,0.5714285714285714,3,0.42857142857142855,0,0.0,8,7,1,0,0,0,0,0,1,1,1,1,0,85.889,82.58,2.0,1.0,,0.542,2,4,3.0,1,0,Female,Black,South,Urban,Public,Academic,3.5,3.5,1,1,62.5099983215332,0,40.778751373291016,6.517954,0,51.78,10.949996948242188,-1.0432750156947546
HS&B:80,103209,HSB_1032_sophomore,1032,base-year school by sampled cohort,Sophomore,44.13,-0.6686693,40.300001416887554,6.886579387858906,3.8299996512276806,0.42718758753367836,0.7142857142857143,2,0.2857142857142857,0,0.0,8,7,1,0,0,0,0,0,1,1,1,0,0,85.889,0.0,2.0,1.0,,-0.763,2,4,3.0,1,0,Female,Black,South,Urban,Public,Academic,3.0,3.0,1,0,62.5099983215332,0,40.778751373291016,6.517954,0,51.78,7.649997711181641,-1.0958568709237235
HS&B:80,103210,HSB_1032_sophomore,1032,base-year school by sampled cohort,Sophomore,51.78,0.18459012,39.207144601004465,5.148916710322375,12.57285417829241,1.402341210416385,1.0,0,0.0,0,0.0,8,7,1,0,0,0,0,0,1,1,1,0,0,86.937,0.0,2.0,0.0,,-0.692,1,4,4.0,1,0,Male,Black,South,Urban,Public,Academic,2.5,2.5,0,0,62.5099983215332,0,40.778751373291016,6.517954,0,51.78,0.0,-1.2177510942731584
HS&B:80,103217,HSB_1032_sophomore,1032,base-year school by sampled cohort,Sophomore,37.59,-1.3981227,41.23428726196289,6.901260925674378,-3.644287109375,-0.40647344929831364,0.42857142857142855,4,0.5714285714285714,0,0.0,8,7,1,0,0,0,0,0,0,1,1,1,0,120.61,92.54,1.0,0.0,,0.09,2,4,4.0,1,0,Female,Black,South,Urban,Public,,2.5,2.5,0,1,62.5099983215332,0,40.778751373291016,6.517954,0,51.78,14.189998626708984,-0.9916492189679827
HS&B:80,103219,HSB_1032_sophomore,1032,base-year school by sampled cohort,Sophomore,32.71,-1.9424244,41.931430271693635,6.096169496166999,-9.221431187220979,-1.028532556125096,0.0,7,1.0,0,0.0,8,7,1,0,0,0,0,0,1,1,1,1,0,85.889,80.78,2.0,1.0,,,2,2,2.0,1,0,Female,Other,South,Urban,Public,General,3.5,3.5,1,1,62.5099983215332,0,40.778751373291016,6.517954,0,51.78,19.06999969482422,-0.9138918604169574
HS&B:80,103225,HSB_1032_sophomore,1032,base-year school by sampled cohort,Sophomore,37.24,-1.4371605,41.28428704398019,6.868690141395953,-4.044285365513396,-0.4510880878993443,0.2857142857142857,5,0.7142857142857143,0,0.0,8,7,1,0,0,0,0,0,1,1,1,1,0,492.741,473.77,2.0,1.0,,-0.418,2,4,4.0,1,0,Female,Black,South,Urban,Public,Vocational,2.5,2.5,1,1,62.5099983215332,0,40.778751373291016,6.517954,0,51.78,14.539997100830078,-0.9860724040440151
HS&B:80,103226,HSB_1032_sophomore,1032,base-year school by sampled cohort,Sophomore,47.19,-0.3273657,39.86285890851702,6.460250701538644,7.327139718191965,0.8172487957136971,0.8571428571428571,1,0.14285714285714285,0,0.0,8,7,1,0,0,0,0,0,1,1,1,1,0,86.937,93.89,2.0,1.0,,-0.791,1,4,2.0,1,0,Male,Black,South,Urban,Public,Academic,2.5,2.5,1,1,62.5099983215332,0,40.778751373291016,6.517954,0,51.78,4.590000152587891,-1.1446144921439034
HS&B:80,103235,HSB_1032_sophomore,1032,base-year school by sampled cohort,Sophomore,34.76,-1.7137733,41.63857323782785,6.53177739191076,-6.878574916294646,-0.7672169549124581,0.14285714285714285,6,0.8571428571428571,0,0.0,8,7,1,0,0,0,0,0,1,1,1,1,0,492.741,473.77,2.0,1.0,,,2,4,5.0,1,0,Female,Black,South,Urban,Public,General,1.5,1.5,1,1,62.5099983215332,0,40.778751373291016,6.517954,0,51.78,17.020000457763672,-0.9465562956673759
HS&B:80,103252,HSB_1032_senior,1032,base-year school by sampled cohort,Senior,32.68,-1.7770939,41.79583168029785,5.8349386666715795,-9.11583137512207,-1.017231305440267,0.0,12,1.0,0,0.0,13,12,1,1,0,0,0,0,1,1,1,1,1,137.685,140.812,2.0,,1.0,,1,4,6.0,1,0,Male,Black,South,Urban,Public,Vocational,1.5,1.5,1,1,61.15999984741211,0,41.09461388221154,6.131996,0,52.82,20.139999389648438,-0.7598625818888346
HS&B:80,103257,HSB_1032_senior,1032,base-year school by sampled cohort,Senior,42.28,-0.7058348,40.99583180745443,6.393857620641039,1.2841669718424455,0.143299400806427,0.75,3,0.25,0,0.0,13,12,1,1,0,0,0,0,1,1,1,1,1,137.685,131.851,2.0,,1.0,-0.814,2,4,5.0,1,0,Female,Black,South,Urban,Public,General,2.0,2.0,1,1,61.15999984741211,0,41.09461388221154,6.131996,0,52.82,10.540000915527344,-0.8491342067718506
HS&B:80,103261,HSB_1032_senior,1032,base-year school by sampled cohort,Senior,48.65,0.0049906746,40.46499824523926,5.949613642820234,8.185003280639648,0.9133602951963743,0.8333333333333334,2,0.16666666666666666,0,0.0,13,12,1,1,0,0,0,0,1,1,1,1,1,137.685,128.057,2.0,,1.0,-1.187,2,4,2.0,1,0,Female,Black,South,Urban,Public,Academic,3.5,3.5,1,1,61.15999984741211,0,41.09461388221154,6.131996,0,52.82,4.1699981689453125,-0.9083696206410726
HS&B:80,103264,HSB_1032_senior,1032,base-year school by sampled cohort,Senior,38.62,-1.1142523,41.30083179473877,6.357413503900459,-2.680832862854004,-0.29915293057759607,0.4166666666666667,7,0.5833333333333334,0,0.0,13,12,1,1,0,0,0,0,1,1,1,1,1,137.685,140.812,2.0,,1.0,-0.278,1,4,5.0,1,0,Male,Black,South,Urban,Public,General,2.0,2.0,1,1,61.15999984741211,0,41.09461388221154,6.131996,0,52.82,14.200000762939453,-0.8150993982950846
HS&B:80,103265,HSB_1032_senior,1032,base-year school by sampled cohort,Senior,36.47,-1.3541695,41.47999827067057,6.238068643022621,-5.0099970499674455,-0.5590632359186808,0.16666666666666666,10,0.8333333333333334,0,0.0,13,12,1,1,0,0,0,0,1,1,1,1,1,137.685,131.851,2.0,,1.0,-1.023,2,4,6.0,1,0,Female,Black,South,Urban,Public,General,1.5,1.5,1,1,61.15999984741211,0,41.09461388221154,6.131996,0,52.82,16.349998474121094,-0.7951062520345052
HS&B:80,103266,HSB_1032_senior,1032,base-year school by sampled cohort,Senior,38.67,-1.108673,41.29666519165039,6.359310582990695,-2.626667022705078,-0.2931086619695028,0.5,6,0.5,0,0.0,13,12,1,1,0,0,0,1,1,1,1,1,1,137.685,131.851,3.0,,1.0,-0.454,2,4,4.0,1,0,Female,Black,South,Urban,Public,General,2.5,2.5,1,1,61.15999984741211,0,41.09461388221154,6.131996,0,52.82,14.150001525878906,-0.8155643145243326
HS&B:80,103267,HSB_1032_senior,1032,base-year school by sampled cohort,Senior,40.62,-0.89107335,41.134165128072105,6.402938027140489,-0.5141661961873396,-0.05737570921579993,0.5833333333333334,5,0.4166666666666667,0,0.0,13,12,1,1,0,0,0,0,1,1,1,1,1,137.685,140.812,2.0,,1.0,-0.535,1,4,5.0,1,0,Male,Black,South,Urban,Public,General,2.0,2.0,1,1,61.15999984741211,0,41.09461388221154,6.131996,0,52.82,12.200000762939453,-0.8336976369222006
HS&B:80,103271,HSB_1032_senior,1032,base-year school by sampled cohort,Senior,40.8,-0.8709872,41.119165102640785,6.404002790860572,-0.3191658655802385,-0.03561568260192871,0.6666666666666666,4,0.3333333333333333,0,0.0,13,12,1,1,0,0,0,0,1,1,1,1,1,137.685,140.812,2.0,,1.0,-0.298,1,4,3.0,1,0,Male,Black,South,Urban,Public,Academic,3.0,3.0,1,1,61.15999984741211,0,41.09461388221154,6.131996,0,52.82,12.020000457763672,-0.8353714942932129
HS&B:80,103272,HSB_1032_senior,1032,base-year school by sampled cohort,Senior,52.82,0.4703187,40.11749839782715,5.242102905970061,12.70250129699707,1.4174656768639884,1.0,0,0.0,0,0.0,13,12,1,1,0,0,0,0,1,1,1,1,1,137.685,149.747,2.0,,0.0,-0.651,1,4,3.0,1,0,Male,Black,South,Urban,Public,Academic,3.0,3.0,0,1,61.15999984741211,0,41.09461388221154,6.131996,0,52.82,0.0,-0.9471469720204672
HS&B:80,103277,HSB_1032_senior,1032,base-year school by sampled cohort,Senior,37.25,-1.2671299,41.414998372395836,6.289999202017443,-4.164998372395836,-0.4647703170776367,0.25,9,0.75,0,0.0,13,12,1,1,0,,,,,0,0,0,0,137.685,0.0,,,0.0,-1.356,2,4,4.0,1,0,Female,Black,South,Urban,Public,General,2.5,2.5,0,0,61.15999984741211,0,41.09461388221154,6.131996,0,52.82,15.569999694824219,-0.8023595809936523
HS&B:80,103280,HSB_1032_senior,1032,base-year school by sampled cohort,Senior,51.16,0.28508013,40.255831718444824,5.57154409224055,10.904168128967285,1.2167905370394387,0.9166666666666666,1,0.08333333333333333,0,0.0,13,12,1,1,0,0,0,1,1,1,1,1,1,137.685,128.393,3.0,,1.0,-1.471,2,4,5.0,1,0,Female,Black,South,Urban,Public,General,2.0,2.0,1,1,61.15999984741211,0,41.09461388221154,6.131996,0,52.82,1.6599998474121094,-0.931710402170817
HS&B:80,103281,HSB_1032_senior,1032,base-year school by sampled cohort,Senior,38.29,-1.1510767,41.32833162943522,6.343905152476389,-3.0383307139078752,-0.33904596169789636,0.3333333333333333,8,0.6666666666666666,0,0.0,13,12,1,1,0,0,0,1,1,1,1,1,1,137.685,131.851,3.0,,1.0,-0.605,2,4,6.0,1,0,Female,Black,South,Urban,Public,Vocational,1.5,1.5,1,1,61.15999984741211,0,41.09461388221154,6.131996,0,52.82,14.529998779296875,-0.8120307127634684
HS&B:80,103285,HSB_1032_senior,1032,base-year school by sampled cohort,Senior,35.92,-1.4155442,41.525831858317055,6.195377786133656,-5.605833689371742,-0.6255524555842081,0.08333333333333333,11,0.9166666666666666,0,0.0,13,12,1,1,0,0,0,0,1,1,1,0,1,137.685,0.0,2.0,,1.0,-0.185,1,4,4.0,1,0,Male,Black,South,Urban,Public,General,2.5,2.5,1,0,61.15999984741211,0,41.09461388221154,6.131996,0,52.82,16.900001525878906,-0.7899916966756185
HS&B:80,103703,HSB_1037_sophomore,1037,base-year school by sampled cohort,Sophomore,56.16,0.6731232,47.49499855041504,7.844497277764756,8.665001296997069,0.9664698481559754,0.8,2,0.2,0,0.0,11,10,1,1,0,0,0,0,1,1,1,1,1,94.871,89.48,2.0,1.0,,0.856,1,3,2.0,1,0,Male,Other,West,Urban,Public,Academic,3.0,3.0,1,1,62.5099983215332,0,48.28272594105113,7.887207,0,60.76,4.599998474121094,-0.2933466672897339
HS&B:80,103704,HSB_1037_sophomore,1037,base-year school by sampled cohort,Sophomore,42.99,-0.7958216,48.81199836730957,8.105331601629892,-5.821996688842773,-0.6493694186210632,0.3,7,0.7,0,0.0,11,10,1,1,0,0,0,0,1,1,1,1,1,94.871,93.24,2.0,1.0,,-0.337,1,3,4.0,1,0,Male,Other,West,Urban,Public,General,2.5,2.5,1,1,62.5099983215332,0,48.28272594105113,7.887207,0,60.76,17.769996643066406,-0.1464521884918213
HS&B:80,103705,HSB_1037_sophomore,1037,base-year school by sampled cohort,Sophomore,43.9,-0.69432276,48.72099838256836,8.1714457163267,-4.8209968566894545,-0.5377206921577453,0.5,5,0.5,0,0.0,11,10,1,1,0,0,0,0,1,1,1,1,1,94.871,125.8,2.0,1.0,,0.113,1,3,6.0,1,0,Male,Other,West,Urban,Public,General,2.5,2.5,1,1,62.5099983215332,0,48.28272594105113,7.887207,0,60.76,16.859996795654297,-0.15660207271575927
HS&B:80,103707,HSB_1037_sophomore,1037,base-year school by sampled cohort,Sophomore,40.37,-1.0880494,49.073998641967776,7.8401350108088605,-8.70399971008301,-0.9708199977874756,0.1,9,0.9,0,0.0,11,10,1,1,0,0,0,0,1,1,1,1,1,92.896,89.49,2.0,1.0,,-0.688,2,3,4.0,1,0,Female,Other,West,Urban,Public,General,2.5,2.5,1,1,62.5099983215332,0,48.28272594105113,7.887207,0,60.76,20.389999389648438,-0.11722941398620605
HS&B:80,103713,HSB_1037_sophomore,1037,base-year school by sampled cohort,Sophomore,60.76,1.1861942,47.03499870300293,7.0775958553164475,13.724999618530276,1.530847954750061,1.0,0,0.0,0,0.0,11,10,1,1,0,0,0,0,1,1,1,1,1,94.871,87.79,2.0,1.0,,-0.039,1,3,3.0,1,0,Male,Other,West,Urban,Public,Academic,2.5,2.5,1,1,62.5099983215332,0,48.28272594105113,7.887207,0,60.76,0.0,-0.3446537733078003
HS&B:80,103714,HSB_1037_sophomore,1037,base-year school by sampled cohort,Sophomore,53.09,0.330704,47.80199851989746,8.142214772432418,5.288001632690431,0.5898087561130524,0.7,3,0.3,0,0.0,11,10,1,1,0,0,0,0,1,1,1,1,1,94.871,89.48,2.0,1.0,,-0.824,1,3,3.0,1,0,Male,Other,West,Urban,Public,Academic,3.0,3.0,1,1,62.5099983215332,0,48.28272594105113,7.887207,0,60.76,7.6699981689453125,-0.2591047525405884
HS&B:80,103717,HSB_1037_sophomore,1037,base-year school by sampled cohort,Sophomore,51.79,0.18570572,47.93199844360352,8.222940478130532,3.8580024719238253,0.4303106427192688,0.6,4,0.4,0,0.0,11,10,1,1,0,0,0,0,1,1,1,1,1,94.871,89.48,2.0,1.0,,0.723,1,3,2.0,1,0,Male,Other,West,Urban,Public,Academic,4.0,4.0,1,1,62.5099983215332,0,48.28272594105113,7.887207,0,60.76,8.96999740600586,-0.2446049213409424
HS&B:80,103726,HSB_1037_sophomore,1037,base-year school by sampled cohort,Sophomore,41.82,-0.9263204,48.92899856567383,8.000960448569144,-7.108998870849611,-0.7929180502891541,0.2,8,0.8,0,0.0,11,10,1,1,0,0,0,0,1,1,1,1,1,92.896,89.49,2.0,1.0,,-2.274,2,3,3.0,1,0,Female,Other,West,Urban,Public,General,2.5,2.5,1,1,62.5099983215332,0,48.28272594105113,7.887207,0,60.76,18.939998626708984,-0.13340232372283936
HS&B:80,103733,HSB_1037_sophomore,1037,base-year school by sampled cohort,Sophomore,43.82,-0.70324594,48.72899856567383,8.166151741450179,-4.908998870849608,-0.5475361704826355,0.4,6,0.6,0,0.0,11,10,1,1,0,0,0,0,1,1,1,0,1,492.741,0.0,2.0,1.0,,-0.779,2,4,4.0,1,0,Female,Black,West,Urban,Public,General,3.0,3.0,1,0,62.5099983215332,0,48.28272594105113,7.887207,0,60.76,16.939998626708984,-0.15570976734161376
HS&B:80,103734,HSB_1037_sophomore,1037,base-year school by sampled cohort,Sophomore,58.14,0.8939668,47.29699859619141,7.566001458709023,10.84300079345703,1.20939781665802,0.9,1,0.1,0,0.0,11,10,1,1,0,0,1,1,1,1,1,1,1,92.896,86.71,4.0,1.0,,0.474,2,3,2.0,1,0,Female,Other,West,Urban,Public,Academic,2.5,2.5,1,1,62.5099983215332,0,48.28272594105113,7.887207,0,60.76,2.6199989318847656,-0.315431022644043
HS&B:80,103738,HSB_1037_sophomore,1037,base-year school by sampled cohort,Sophomore,38.27,-1.3222773,49.28399848937988,7.541011483283363,-11.013998031616211,-1.2284706830978394,0.0,10,1.0,0,0.0,11,10,1,1,0,0,0,0,1,1,1,0,1,203.601,0.0,2.0,0.0,,0.363,1,4,6.0,1,0,Male,Black,West,Urban,Public,General,2.0,2.0,0,0,62.5099983215332,0,48.28272594105113,7.887207,0,60.76,22.48999786376953,-0.09380662441253662
HS&B:80,103755,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,56.0,0.8251734,51.19642857142857,6.208176580667632,4.803571428571431,0.5360281808035714,0.7142857142857143,4,0.2857142857142857,0,0.0,15,14,1,1,1,1,1,1,1,1,1,1,1,165.047,149.614,6.0,,1.0,-1.201,2,3,2.0,1,0,Female,Other,West,Urban,Public,General,3.5,3.5,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,2.240001678466797,0.2891451971871512
HS&B:80,103757,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,57.72,1.0171075,51.07357134137835,6.084943067245942,6.646429879324778,0.7416718687329973,0.9285714285714286,1,0.07142857142857142,0,0.0,15,14,1,1,1,1,1,1,1,1,1,1,1,165.047,152.573,5.0,,1.0,0.827,1,3,2.0,1,0,Male,Other,West,Urban,Public,Academic,3.5,3.5,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,0.5200004577636719,0.2754356179918562
HS&B:80,103764,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,42.51,-0.6801692,52.16000011989048,5.788985430670952,-9.65000179835728,-1.0768388850348336,0.07142857142857142,13,0.9285714285714286,0,0.0,15,14,1,1,1,0,0,1,1,1,1,1,1,165.047,162.391,3.0,,1.0,-0.495,1,3,3.0,1,0,Male,Other,West,Urban,Public,General,3.0,3.0,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,15.730003356933594,0.39666966029575895
HS&B:80,103765,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,37.83,-1.2024077,52.494285583496094,4.975863350434279,-14.664283752441406,-1.6363801445279802,0.0,14,1.0,0,0.0,15,14,1,1,1,0,0,0,1,1,1,1,1,165.047,162.391,2.0,,1.0,-1.097,1,3,3.0,1,0,Male,Other,West,Urban,Public,General,3.0,3.0,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,20.40999984741211,0.4339724268232073
HS&B:80,103768,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,48.64,0.003874541,51.7221429007394,6.2861792508589405,-3.082143511090962,-0.3439348418199058,0.2857142857142857,10,0.7142857142857143,0,0.0,15,14,1,1,1,0,1,1,1,1,1,1,1,165.047,148.356,4.0,,1.0,-0.246,2,3,4.0,1,0,Female,Other,West,Urban,Public,General,2.5,2.5,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,9.60000228881836,0.3478093828473772
HS&B:80,103769,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,46.87,-0.19363894,51.848571504865376,6.1982700645010835,-4.97857257298061,-0.5555564314126968,0.21428571428571427,11,0.7857142857142857,0,0.0,15,14,1,1,1,1,1,1,1,1,1,1,1,165.047,148.356,5.0,,1.0,-1.051,2,3,3.0,1,0,Female,Other,West,Urban,Public,General,3.0,3.0,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,11.370002746582031,0.36191749572753906
HS&B:80,103771,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,51.76,0.35203367,51.4992858341762,6.339810153924901,0.26071248735700436,0.029092780181339817,0.42857142857142855,8,0.5714285714285714,0,0.0,15,14,1,1,1,1,1,1,1,1,1,1,1,165.047,156.713,5.0,,1.0,-0.322,1,3,2.0,1,0,Male,Other,West,Urban,Public,General,3.5,3.5,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,6.480003356933594,0.32294089453560965
HS&B:80,103773,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,54.77,0.6879183,51.28428568158831,6.2710246505106335,3.4857147761753637,0.38896916593824116,0.5714285714285714,6,0.42857142857142855,0,0.0,15,14,1,1,1,0,0,0,1,1,1,1,1,165.047,149.614,2.0,,1.0,-1.17,2,3,3.0,1,0,Female,Other,West,Urban,Public,General,3.0,3.0,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,3.470001220703125,0.29894913945879253
HS&B:80,103774,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,50.81,0.24602398,51.56714275905064,6.336948430271818,-0.7571413857596241,-0.08448901772499084,0.35714285714285715,9,0.6428571428571429,0,0.0,15,14,1,1,1,0,0,0,1,1,1,1,1,165.047,153.909,2.0,,1.0,-1.508,2,4,3.0,1,0,Female,Black,West,Urban,Public,Vocational,3.0,3.0,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,7.430000305175781,0.33051300048828125
HS&B:80,103776,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,56.26,0.8541865,51.17785726274763,6.1922325120569655,5.082141058785574,0.5671136464391435,0.7857142857142857,3,0.21428571428571427,0,0.0,15,14,1,1,1,0,0,0,1,1,1,1,1,165.047,156.713,2.0,,1.0,-0.279,1,3,4.0,1,0,Male,Other,West,Urban,Public,Vocational,2.5,2.5,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,1.9800033569335938,0.28707282883780344
HS&B:80,103779,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,45.52,-0.3442846,51.94499996730259,6.101994430521134,-6.424999509538921,-0.7169624992779323,0.14285714285714285,12,0.8571428571428571,0,0.0,15,14,1,1,1,1,1,1,1,1,1,1,1,165.047,159.153,5.0,,1.0,-0.832,1,3,4.0,1,0,Male,Other,West,Urban,Public,Vocational,2.5,2.5,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,12.720001220703125,0.37267790521894184
HS&B:80,103781,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,57.38,0.979167,51.0978570665632,6.112664248561606,6.282144001552034,0.7010213306971959,0.8571428571428571,2,0.14285714285714285,0,0.0,15,14,1,1,1,1,1,1,1,1,1,1,1,165.047,152.573,5.0,,1.0,-0.437,1,3,3.0,1,0,Male,Other,West,Urban,Public,General,3.0,3.0,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,0.8600006103515625,0.2781456538609096
HS&B:80,103782,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,53.25,0.5183022,51.392857142857146,6.320637128446545,1.857142857142854,0.2072376183101109,0.5,7,0.5,0,0.0,15,14,1,1,1,1,1,1,1,1,1,1,1,165.047,156.713,6.0,,1.0,0.548,1,3,3.0,1,0,Male,Other,West,Urban,Public,General,3.0,3.0,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,4.990001678466797,0.31106458391462055
HS&B:80,103784,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,58.24,1.075134,51.036428451538086,6.039249251329148,7.203573226928711,0.8038431746619088,1.0,0,0.0,0,0.0,15,14,1,1,1,0,0,1,1,1,1,1,1,165.047,145.814,3.0,,1.0,-0.884,2,3,3.0,1,0,Female,Other,West,Urban,Public,Academic,3.0,3.0,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,0.0,0.27129086426326204
HS&B:80,103786,HSB_1037_senior,1037,base-year school by sampled cohort,Senior,55.19,0.73478574,51.25428581237793,6.251878278849062,3.9357128143310547,0.4391842654773167,0.6428571428571429,5,0.35714285714285715,0,0.0,15,14,1,1,1,0,1,1,1,1,1,1,1,165.047,156.713,4.0,,1.0,-0.89,1,3,4.0,1,0,Male,Other,West,Urban,Public,General,2.5,2.5,1,1,61.15999984741211,0,51.516666666666666,6.109565,0,58.24,3.0500030517578125,0.2956014701298305
HS&B:80,104501,HSB_1045_sophomore,1045,base-year school by sampled cohort,Sophomore,51.51,0.15447502,51.66200065612793,8.675003438668863,-0.15200233459472656,-0.016953817009925848,0.6,4,0.4,2,0.2,11,10,1,1,0,0,0,0,1,1,1,0,1,203.077,0.0,2.0,1.0,,0.156,1,1,2.0,1,0,Male,Hispanic,West,Suburban,Public,Academic,3.5,3.5,1,0,62.5099983215332,0,51.64818226207387,8.229963,0,63.58,12.070003509521484,0.1714288353919983
HS&B:80,104502,HSB_1045_sophomore,1045,base-year school by sampled cohort,Sophomore,43.5,-0.7389378,52.46300048828125,8.194103602498032,-8.963000488281253,-0.9997079014778137,0.1,9,0.9,2,0.2,11,10,1,1,0,0,0,0,1,1,1,1,1,599.225,570.06,2.0,1.0,,0.661,2,5,5.0,1,0,Female,White,West,Suburban,Public,Vocational,2.5,2.5,1,1,62.5099983215332,0,51.64818226207387,8.229963,0,63.58,20.080001831054688,0.2607701063156128
HS&B:80,104503,HSB_1045_sophomore,1045,base-year school by sampled cohort,Sophomore,57.48,0.82035226,51.06500053405762,8.43215449047865,6.414999008178711,0.71551114320755,0.7,3,0.3,2,0.2,11,10,1,1,0,0,0,0,1,1,1,1,1,2039.972,1887.7,2.0,1.0,,0.0,1,5,5.0,1,0,Male,White,West,Suburban,Public,Vocational,1.5,1.5,1,1,62.5099983215332,0,51.64818226207387,8.229963,0,63.58,6.100002288818359,0.10484111309051514
HS&B:80,104507,HSB_1045_sophomore,1045,base-year school by sampled cohort,Sophomore,62.96,1.4315761,50.51700057983398,7.721321464504505,12.442998504638673,1.3878574132919312,0.9,1,0.1,1,0.1,11,10,1,1,0,0,0,0,1,1,1,1,1,191.47,178.72,2.0,1.0,,-1.292,2,3,3.0,1,0,Female,Other,West,Suburban,Public,Academic,2.5,2.5,1,1,62.5099983215332,1,51.64818226207387,8.229963,0,63.58,0.6200027465820312,0.043718719482421876
HS&B:80,104512,HSB_1045_sophomore,1045,base-year school by sampled cohort,Sophomore,46.57,-0.39651862,52.15600051879883,8.491534570283426,-5.586000823974608,-0.6230468094348908,0.3,7,0.7,2,0.2,11,10,1,1,0,0,0,0,1,1,1,1,1,195.541,192.18,2.0,1.0,,0.013,1,3,5.0,1,0,Male,Other,West,Suburban,Public,Vocational,1.5,1.5,1,1,62.5099983215332,0,51.64818226207387,8.229963,0,63.58,17.01000213623047,0.22652819156646728
HS&B:80,104513,HSB_1045_sophomore,1045,base-year school by sampled cohort,Sophomore,50.39,0.029553462,51.774000549316405,8.663979324865718,-1.3840011596679673,-0.1543675296008587,0.5,5,0.5,2,0.2,11,10,1,1,0,0,0,0,1,1,1,1,1,280.152,255.3,2.0,1.0,,-0.299,2,4,2.0,1,0,Female,Black,West,Suburban,Public,Vocational,3.0,3.0,1,1,62.5099983215332,0,51.64818226207387,8.229963,0,63.58,13.19000244140625,0.18392099142074586
HS&B:80,104518,HSB_1045_sophomore,1045,base-year school by sampled cohort,Sophomore,39.05,-1.2352785,52.9080005645752,7.47392897674539,-13.85800132751465,-1.545682668685913,0.0,10,1.0,2,0.2,11,10,1,1,0,0,0,0,1,1,1,1,1,638.26,614.84,2.0,0.0,,-0.098,2,5,7.0,1,0,Female,White,West,Suburban,Public,Vocational,1.0,1.0,0,1,62.5099983215332,0,51.64818226207387,8.229963,0,63.58,24.53000259399414,0.3104041814804077
HS&B:80,104522,HSB_1045_sophomore,1045,base-year school by sampled cohort,Sophomore,59.76,1.074657,50.83700065612793,8.198512402117462,8.922997665405276,0.9952463269233703,0.8,2,0.2,2,0.2,11,10,1,1,0,0,0,0,1,1,1,0,1,195.541,0.0,2.0,1.0,,-0.958,1,3,3.0,1,0,Male,Other,West,Suburban,Public,Vocational,3.0,3.0,1,0,62.5099983215332,0,51.64818226207387,8.229963,0,63.58,3.8200035095214844,0.0794106364250183
