x,mg,seasons,n_bins,binning,winsor,min_minutes,draft_relevant_only,ts_min_games,subsample,n,drafts,beta_sq,peak_bin,peak_rate,bin_last_rate,tail_drop,decline_bins_after_peak,consec_declines_from_peak,rates,slug,description,png
poolq_loo,10,2013-2021,16,equal_width,"[0.01, 0.99]",20.0,False,,,38123,882,0.0004622511194645105,13,0.03135689851767389,0.02600780234070221,-0.0053490961769716815,1,1,"[0.00828, 0.02732, 0.02244, 0.01957, 0.02117, 0.0224, 0.01916, 0.02273, 0.02192, 0.02421, 0.02674, 0.02727, 0.03136, 0.02602, 0.02684, 0.02601]",loo_mg10_2013_2021_b16ew_w0199,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2013-2021 · min_minutes=20
  Bins: 16 equal_width · winsor 0.01–0.99
  n=38,123 · drafts=882
  Peak bin 13 @ 3.14%
  Last bin @ 2.60% · tail Δ=-0.53pp
  Declining bins after peak: 1 (consecutive from peak: 1)
  LPM β₂=+0.0005 (not concave)",PASS_A_sensitivity_loo_mg10_2013_2021_b16ew_w0199.png
poolq_loo,10,2013-2021,16,equal_width,"[0.02, 0.98]",20.0,False,,,38123,882,0.0031106663555565115,13,0.030612244897959183,0.027550260610573342,-0.003061984287385841,1,2,"[0.01649, 0.02789, 0.01645, 0.02036, 0.02107, 0.02382, 0.01954, 0.02183, 0.02142, 0.02416, 0.02705, 0.02632, 0.03061, 0.02769, 0.02492, 0.02755]",loo_mg10_2013_2021_b16ew_w0298,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2013-2021 · min_minutes=20
  Bins: 16 equal_width · winsor 0.02–0.98
  n=38,123 · drafts=882
  Peak bin 13 @ 3.06%
  Last bin @ 2.76% · tail Δ=-0.31pp
  Declining bins after peak: 1 (consecutive from peak: 2)
  LPM β₂=+0.0031 (not concave)",PASS_A_sensitivity_loo_mg10_2013_2021_b16ew_w0298.png
poolq_loo,10,2013-2021,20,quantile,"[0.01, 0.99]",20.0,False,,,38123,882,0.0004622511194645105,18,0.030954879328436515,0.026757607555089193,-0.004197271773347323,0,1,"[0.0194, 0.01889, 0.02256, 0.01994, 0.01994, 0.02728, 0.0173, 0.01889, 0.02833, 0.01731, 0.02256, 0.01941, 0.02413, 0.02202, 0.02781, 0.02623, 0.02728, 0.03095, 0.02571, 0.02676]",loo_mg10_2013_2021_b20q_w0199,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2013-2021 · min_minutes=20
  Bins: 20 quantile · winsor 0.01–0.99
  n=38,123 · drafts=882
  Peak bin 18 @ 3.10%
  Last bin @ 2.68% · tail Δ=-0.42pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0005 (not concave)",PASS_A_sensitivity_loo_mg10_2013_2021_b20q_w0199.png
poolq_loo,10,2013-2021,20,quantile,"[0.02, 0.98]",20.0,False,,,38123,882,0.0031106663555565115,18,0.030954879328436515,0.026757607555089193,-0.004197271773347323,0,1,"[0.0194, 0.01889, 0.02256, 0.01994, 0.01994, 0.02728, 0.0173, 0.01889, 0.02833, 0.01731, 0.02256, 0.01941, 0.02413, 0.02202, 0.02781, 0.02623, 0.02728, 0.03095, 0.02571, 0.02676]",loo_mg10_2013_2021_b20q_w0298,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2013-2021 · min_minutes=20
  Bins: 20 quantile · winsor 0.02–0.98
  n=38,123 · drafts=882
  Peak bin 18 @ 3.10%
  Last bin @ 2.68% · tail Δ=-0.42pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0031 (not concave)",PASS_A_sensitivity_loo_mg10_2013_2021_b20q_w0298.png
poolq_loo,10,2013-2021,20,equal_width,"[0.01, 0.99]",20.0,False,,,38123,882,0.0004622511194645105,16,0.032564450474898234,0.025373134328358207,-0.007191316146540026,1,1,"[0.00927, 0.01577, 0.02987, 0.02207, 0.01871, 0.02162, 0.01915, 0.02418, 0.02094, 0.02076, 0.02111, 0.02329, 0.02723, 0.02584, 0.02788, 0.03256, 0.02539, 0.02557, 0.0296, 0.02537]",loo_mg10_2013_2021_b20ew_w0199,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2013-2021 · min_minutes=20
  Bins: 20 equal_width · winsor 0.01–0.99
  n=38,123 · drafts=882
  Peak bin 16 @ 3.26%
  Last bin @ 2.54% · tail Δ=-0.72pp
  Declining bins after peak: 1 (consecutive from peak: 1)
  LPM β₂=+0.0005 (not concave)",PASS_A_sensitivity_loo_mg10_2013_2021_b20ew_w0199.png
poolq_loo,10,2013-2021,20,equal_width,"[0.02, 0.98]",20.0,False,,,38123,882,0.0031106663555565115,16,0.03315994798439532,0.029069767441860465,-0.004090180542534853,2,3,"[0.0146, 0.02861, 0.02233, 0.01918, 0.0185, 0.02072, 0.02463, 0.02047, 0.02288, 0.01928, 0.02081, 0.0248, 0.02481, 0.02686, 0.0262, 0.03316, 0.02676, 0.02546, 0.02115, 0.02907]",loo_mg10_2013_2021_b20ew_w0298,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2013-2021 · min_minutes=20
  Bins: 20 equal_width · winsor 0.02–0.98
  n=38,123 · drafts=882
  Peak bin 16 @ 3.32%
  Last bin @ 2.91% · tail Δ=-0.41pp
  Declining bins after peak: 2 (consecutive from peak: 3)
  LPM β₂=+0.0031 (not concave)",PASS_A_sensitivity_loo_mg10_2013_2021_b20ew_w0298.png
pool_mean,10,2011-2021,16,quantile,"[0.01, 0.99]",20.0,False,,,46306,1133,0.01533438978371987,16,0.05217691776088459,0.05217691776088459,0.0,0,0,"[0.00311, 0.01313, 0.01279, 0.01589, 0.01624, 0.01659, 0.01693, 0.0197, 0.02522, 0.02108, 0.02281, 0.03421, 0.03766, 0.03663, 0.04734, 0.05218]",poolmean_mg10_2011_2021_b16q_w0199,"What we tried:
  X-axis: pool_mean (team-season avg perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 16 quantile · winsor 0.01–0.99
  n=46,306 · drafts=1,133
  Peak bin 16 @ 5.22%
  Last bin @ 5.22% · tail Δ=+0.00pp
  Declining bins after peak: 0 (consecutive from peak: 0)
  LPM β₂=+0.0153 (not concave)",PASS_A_sensitivity_poolmean_mg10_2011_2021_b16q_w0199.png
pool_mean,10,2011-2021,16,quantile,"[0.02, 0.98]",20.0,False,,,46306,1133,0.01533438978371987,16,0.05217691776088459,0.05217691776088459,0.0,0,0,"[0.00311, 0.01313, 0.01279, 0.01589, 0.01624, 0.01659, 0.01693, 0.0197, 0.02522, 0.02108, 0.02281, 0.03421, 0.03766, 0.03663, 0.04734, 0.05218]",poolmean_mg10_2011_2021_b16q_w0298,"What we tried:
  X-axis: pool_mean (team-season avg perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 16 quantile · winsor 0.02–0.98
  n=46,306 · drafts=1,133
  Peak bin 16 @ 5.22%
  Last bin @ 5.22% · tail Δ=+0.00pp
  Declining bins after peak: 0 (consecutive from peak: 0)
  LPM β₂=+0.0153 (not concave)",PASS_A_sensitivity_poolmean_mg10_2011_2021_b16q_w0298.png
pool_mean,10,2011-2021,16,equal_width,"[0.01, 0.99]",20.0,False,,,46306,1133,0.01533438978371987,13,0.07816711590296496,0.0,-0.07816711590296496,0,1,"[0.0, 0.0, 0.00235, 0.0, 0.00934, 0.01524, 0.01676, 0.02318, 0.03151, 0.04219, 0.045, 0.06019, 0.07817, 0.0, 0.0, 0.0]",poolmean_mg10_2011_2021_b16ew_w0199,"What we tried:
  X-axis: pool_mean (team-season avg perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 16 equal_width · winsor 0.01–0.99
  n=46,306 · drafts=1,133
  Peak bin 13 @ 7.82%
  Last bin @ 0.00% · tail Δ=-7.82pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0153 (not concave)",PASS_A_sensitivity_poolmean_mg10_2011_2021_b16ew_w0199.png
pool_mean,10,2011-2021,16,equal_width,"[0.02, 0.98]",20.0,False,,,46306,1133,0.01533438978371987,13,0.07816711590296496,0.0,-0.07816711590296496,0,1,"[0.0, 0.0, 0.00235, 0.0, 0.00934, 0.01524, 0.01676, 0.02318, 0.03151, 0.04219, 0.045, 0.06019, 0.07817, 0.0, 0.0, 0.0]",poolmean_mg10_2011_2021_b16ew_w0298,"What we tried:
  X-axis: pool_mean (team-season avg perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 16 equal_width · winsor 0.02–0.98
  n=46,306 · drafts=1,133
  Peak bin 13 @ 7.82%
  Last bin @ 0.00% · tail Δ=-7.82pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0153 (not concave)",PASS_A_sensitivity_poolmean_mg10_2011_2021_b16ew_w0298.png
pool_mean,10,2011-2021,20,quantile,"[0.01, 0.99]",20.0,False,,,46306,1133,0.01533438978371987,19,0.05183585313174946,0.04881209503239741,-0.003023758099352049,0,1,"[0.0013, 0.00994, 0.01512, 0.01511, 0.01469, 0.01857, 0.01598, 0.01469, 0.01728, 0.0203, 0.02461, 0.01901, 0.02851, 0.02375, 0.03326, 0.03283, 0.038, 0.04579, 0.05184, 0.04881]",poolmean_mg10_2011_2021_b20q_w0199,"What we tried:
  X-axis: pool_mean (team-season avg perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 20 quantile · winsor 0.01–0.99
  n=46,306 · drafts=1,133
  Peak bin 19 @ 5.18%
  Last bin @ 4.88% · tail Δ=-0.30pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0153 (not concave)",PASS_A_sensitivity_poolmean_mg10_2011_2021_b20q_w0199.png
pool_mean,10,2011-2021,20,quantile,"[0.02, 0.98]",20.0,False,,,46306,1133,0.01533438978371987,19,0.05183585313174946,0.04881209503239741,-0.003023758099352049,0,1,"[0.0013, 0.00994, 0.01512, 0.01511, 0.01469, 0.01857, 0.01598, 0.01469, 0.01728, 0.0203, 0.02461, 0.01901, 0.02851, 0.02375, 0.03326, 0.03283, 0.038, 0.04579, 0.05184, 0.04881]",poolmean_mg10_2011_2021_b20q_w0298,"What we tried:
  X-axis: pool_mean (team-season avg perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 20 quantile · winsor 0.02–0.98
  n=46,306 · drafts=1,133
  Peak bin 19 @ 5.18%
  Last bin @ 4.88% · tail Δ=-0.30pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0153 (not concave)",PASS_A_sensitivity_poolmean_mg10_2011_2021_b20q_w0298.png
pool_mean,10,2011-2021,20,equal_width,"[0.01, 0.99]",20.0,False,,,46306,1133,0.01533438978371987,16,0.08080808080808081,0.0,-0.08080808080808081,1,2,"[0.0, 0.0, 0.0, 0.00253, 0.0, 0.00787, 0.01476, 0.01672, 0.017, 0.02385, 0.02859, 0.04432, 0.04469, 0.04161, 0.06548, 0.08081, 0.04167, 0.0, 0.0, 0.0]",poolmean_mg10_2011_2021_b20ew_w0199,"What we tried:
  X-axis: pool_mean (team-season avg perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 20 equal_width · winsor 0.01–0.99
  n=46,306 · drafts=1,133
  Peak bin 16 @ 8.08%
  Last bin @ 0.00% · tail Δ=-8.08pp
  Declining bins after peak: 1 (consecutive from peak: 2)
  LPM β₂=+0.0153 (not concave)",PASS_A_sensitivity_poolmean_mg10_2011_2021_b20ew_w0199.png
pool_mean,10,2011-2021,20,equal_width,"[0.02, 0.98]",20.0,False,,,46306,1133,0.01533438978371987,16,0.08080808080808081,0.0,-0.08080808080808081,1,2,"[0.0, 0.0, 0.0, 0.00253, 0.0, 0.00787, 0.01476, 0.01672, 0.017, 0.02385, 0.02859, 0.04432, 0.04469, 0.04161, 0.06548, 0.08081, 0.04167, 0.0, 0.0, 0.0]",poolmean_mg10_2011_2021_b20ew_w0298,"What we tried:
  X-axis: pool_mean (team-season avg perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 20 equal_width · winsor 0.02–0.98
  n=46,306 · drafts=1,133
  Peak bin 16 @ 8.08%
  Last bin @ 0.00% · tail Δ=-8.08pp
  Declining bins after peak: 1 (consecutive from peak: 2)
  LPM β₂=+0.0153 (not concave)",PASS_A_sensitivity_poolmean_mg10_2011_2021_b20ew_w0298.png
pool_mean,10,2013-2021,16,quantile,"[0.01, 0.99]",20.0,False,,,38123,882,0.007581302203554756,15,0.047838858581619806,0.0436607892527288,-0.004178069328891004,0,1,"[0.00378, 0.01301, 0.01301, 0.01679, 0.01762, 0.01595, 0.01595, 0.01637, 0.02392, 0.01889, 0.02434, 0.02896, 0.03694, 0.03315, 0.04784, 0.04366]",poolmean_mg10_2013_2021_b16q_w0199,"What we tried:
  X-axis: pool_mean (team-season avg perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2013-2021 · min_minutes=20
  Bins: 16 quantile · winsor 0.01–0.99
  n=38,123 · drafts=882
  Peak bin 15 @ 4.78%
  Last bin @ 4.37% · tail Δ=-0.42pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0076 (not concave)",PASS_A_sensitivity_poolmean_mg10_2013_2021_b16q_w0199.png
pool_mean,10,2013-2021,16,quantile,"[0.02, 0.98]",20.0,False,,,38123,882,0.007581302203554756,15,0.047838858581619806,0.0436607892527288,-0.004178069328891004,0,1,"[0.00378, 0.01301, 0.01301, 0.01679, 0.01762, 0.01595, 0.01595, 0.01637, 0.02392, 0.01889, 0.02434, 0.02896, 0.03694, 0.03315, 0.04784, 0.04366]",poolmean_mg10_2013_2021_b16q_w0298,"What we tried:
  X-axis: pool_mean (team-season avg perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2013-2021 · min_minutes=20
  Bins: 16 quantile · winsor 0.02–0.98
  n=38,123 · drafts=882
  Peak bin 15 @ 4.78%
  Last bin @ 4.37% · tail Δ=-0.42pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0076 (not concave)",PASS_A_sensitivity_poolmean_mg10_2013_2021_b16q_w0298.png
pool_mean,10,2013-2021,16,equal_width,"[0.01, 0.99]",20.0,False,,,38123,882,0.007581302203554756,13,0.07246376811594203,0.0,-0.07246376811594203,0,1,"[0.0, 0.0, 0.00299, 0.0, 0.00941, 0.01598, 0.01629, 0.02164, 0.03031, 0.03887, 0.04348, 0.04348, 0.07246, 0.0, 0.0, 0.0]",poolmean_mg10_2013_2021_b16ew_w0199,"What we tried:
  X-axis: pool_mean (team-season avg perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2013-2021 · min_minutes=20
  Bins: 16 equal_width · winsor 0.01–0.99
  n=38,123 · drafts=882
  Peak bin 13 @ 7.25%
  Last bin @ 0.00% · tail Δ=-7.25pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0076 (not concave)",PASS_A_sensitivity_poolmean_mg10_2013_2021_b16ew_w0199.png
pool_mean,10,2013-2021,16,equal_width,"[0.02, 0.98]",20.0,False,,,38123,882,0.007581302203554756,13,0.07246376811594203,0.0,-0.07246376811594203,0,1,"[0.0, 0.0, 0.00299, 0.0, 0.00941, 0.01598, 0.01629, 0.02164, 0.03031, 0.03887, 0.04348, 0.04348, 0.07246, 0.0, 0.0, 0.0]",poolmean_mg10_2013_2021_b16ew_w0298,"What we tried:
  X-axis: pool_mean (team-season avg perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2013-2021 · min_minutes=20
  Bins: 16 equal_width · winsor 0.02–0.98
  n=38,123 · drafts=882
  Peak bin 13 @ 7.25%
  Last bin @ 0.00% · tail Δ=-7.25pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0076 (not concave)",PASS_A_sensitivity_poolmean_mg10_2013_2021_b16ew_w0298.png
pool_mean,10,2013-2021,20,quantile,"[0.01, 0.99]",20.0,False,,,38123,882,0.007581302203554756,19,0.05089192025183631,0.03987408184679958,-0.011017838405036728,0,1,"[0.0021, 0.00944, 0.01626, 0.01417, 0.01626, 0.02046, 0.01416, 0.01626, 0.01364, 0.01784, 0.02413, 0.01626, 0.02833, 0.02098, 0.03043, 0.03043, 0.03935, 0.04145, 0.05089, 0.03987]",poolmean_mg10_2013_2021_b20q_w0199,"What we tried:
  X-axis: pool_mean (team-season avg perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2013-2021 · min_minutes=20
  Bins: 20 quantile · winsor 0.01–0.99
  n=38,123 · drafts=882
  Peak bin 19 @ 5.09%
  Last bin @ 3.99% · tail Δ=-1.10pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0076 (not concave)",PASS_A_sensitivity_poolmean_mg10_2013_2021_b20q_w0199.png
