x,mg,seasons,n_bins,binning,winsor,min_minutes,draft_relevant_only,ts_min_games,subsample,n,drafts,beta_sq,peak_bin,peak_rate,bin_last_rate,tail_drop,decline_bins_after_peak,consec_declines_from_peak,rates,slug,description,png
poolq_loo,10,2011-2021,16,quantile,"[0.01, 0.99]",20.0,False,,,46306,1133,0.006413653692180652,15,0.03248099516240498,0.032135452660677265,-0.0003455425017277122,0,1,"[0.01934, 0.02073, 0.02177, 0.01831, 0.0273, 0.019, 0.0235, 0.02108, 0.02418, 0.02281, 0.02626, 0.02626, 0.0273, 0.02903, 0.03248, 0.03214]",loo_mg10_2011_2021_b16q_w0199,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 16 quantile · winsor 0.01–0.99
  n=46,306 · drafts=1,133
  Peak bin 15 @ 3.25%
  Last bin @ 3.21% · tail Δ=-0.03pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0064 (not concave)",PASS_A_sensitivity_loo_mg10_2011_2021_b16q_w0199.png
poolq_loo,10,2011-2021,16,quantile,"[0.02, 0.98]",20.0,False,,,46306,1133,0.008871169909743178,15,0.03248099516240498,0.032135452660677265,-0.0003455425017277122,0,1,"[0.01934, 0.02073, 0.02177, 0.01831, 0.0273, 0.019, 0.0235, 0.02108, 0.02418, 0.02281, 0.02626, 0.02626, 0.0273, 0.02903, 0.03248, 0.03214]",loo_mg10_2011_2021_b16q_w0298,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 16 quantile · winsor 0.02–0.98
  n=46,306 · drafts=1,133
  Peak bin 15 @ 3.25%
  Last bin @ 3.21% · tail Δ=-0.03pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0089 (not concave)",PASS_A_sensitivity_loo_mg10_2011_2021_b16q_w0298.png
poolq_loo,10,2011-2021,16,equal_width,"[0.01, 0.99]",20.0,False,,,46306,1133,0.006413653692180652,13,0.03595724003887269,0.03202479338842975,-0.003932446650442942,1,1,"[0.00999, 0.02436, 0.02268, 0.02126, 0.02038, 0.02303, 0.01971, 0.02438, 0.02366, 0.02539, 0.02785, 0.02813, 0.03596, 0.02882, 0.03555, 0.03202]",loo_mg10_2011_2021_b16ew_w0199,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 16 equal_width · winsor 0.01–0.99
  n=46,306 · drafts=1,133
  Peak bin 13 @ 3.60%
  Last bin @ 3.20% · tail Δ=-0.39pp
  Declining bins after peak: 1 (consecutive from peak: 1)
  LPM β₂=+0.0064 (not concave)",PASS_A_sensitivity_loo_mg10_2011_2021_b16ew_w0199.png
poolq_loo,10,2011-2021,16,equal_width,"[0.02, 0.98]",20.0,False,,,46306,1133,0.008871169909743178,16,0.03529411764705882,0.03529411764705882,0.0,0,0,"[0.01648, 0.02414, 0.01803, 0.02119, 0.02116, 0.02364, 0.02158, 0.02243, 0.02315, 0.0267, 0.02699, 0.02775, 0.03212, 0.03529, 0.02539, 0.03529]",loo_mg10_2011_2021_b16ew_w0298,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 16 equal_width · winsor 0.02–0.98
  n=46,306 · drafts=1,133
  Peak bin 16 @ 3.53%
  Last bin @ 3.53% · tail Δ=+0.00pp
  Declining bins after peak: 0 (consecutive from peak: 0)
  LPM β₂=+0.0089 (not concave)",PASS_A_sensitivity_loo_mg10_2011_2021_b16ew_w0298.png
poolq_loo,10,2011-2021,20,quantile,"[0.01, 0.99]",20.0,False,,,46306,1133,0.006413653692180652,20,0.032397408207343416,0.032397408207343416,0.0,0,0,"[0.01857, 0.01944, 0.02289, 0.02029, 0.01901, 0.02894, 0.01857, 0.01901, 0.02635, 0.02073, 0.02504, 0.02376, 0.02289, 0.02504, 0.02765, 0.02721, 0.02807, 0.03153, 0.03197, 0.0324]",loo_mg10_2011_2021_b20q_w0199,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 20 quantile · winsor 0.01–0.99
  n=46,306 · drafts=1,133
  Peak bin 20 @ 3.24%
  Last bin @ 3.24% · tail Δ=+0.00pp
  Declining bins after peak: 0 (consecutive from peak: 0)
  LPM β₂=+0.0064 (not concave)",PASS_A_sensitivity_loo_mg10_2011_2021_b20q_w0199.png
poolq_loo,10,2011-2021,20,quantile,"[0.02, 0.98]",20.0,False,,,46306,1133,0.008871169909743178,20,0.032397408207343416,0.032397408207343416,0.0,0,0,"[0.01857, 0.01944, 0.02289, 0.02029, 0.01901, 0.02894, 0.01857, 0.01901, 0.02635, 0.02073, 0.02504, 0.02376, 0.02289, 0.02504, 0.02765, 0.02721, 0.02807, 0.03153, 0.03197, 0.0324]",loo_mg10_2011_2021_b20q_w0298,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 20 quantile · winsor 0.02–0.98
  n=46,306 · drafts=1,133
  Peak bin 20 @ 3.24%
  Last bin @ 3.24% · tail Δ=+0.00pp
  Declining bins after peak: 0 (consecutive from peak: 0)
  LPM β₂=+0.0089 (not concave)",PASS_A_sensitivity_loo_mg10_2011_2021_b20q_w0298.png
poolq_loo,10,2011-2021,20,equal_width,"[0.01, 0.99]",20.0,False,,,46306,1133,0.006413653692180652,16,0.035942028985507246,0.032520325203252036,-0.00342170378225521,1,1,"[0.01121, 0.01613, 0.02637, 0.02147, 0.02156, 0.021, 0.01918, 0.0242, 0.02246, 0.02231, 0.02295, 0.02468, 0.02824, 0.02707, 0.02847, 0.03594, 0.03084, 0.0323, 0.03339, 0.03252]",loo_mg10_2011_2021_b20ew_w0199,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 20 equal_width · winsor 0.01–0.99
  n=46,306 · drafts=1,133
  Peak bin 16 @ 3.59%
  Last bin @ 3.25% · tail Δ=-0.34pp
  Declining bins after peak: 1 (consecutive from peak: 1)
  LPM β₂=+0.0064 (not concave)",PASS_A_sensitivity_loo_mg10_2011_2021_b20ew_w0199.png
poolq_loo,10,2011-2021,20,equal_width,"[0.02, 0.98]",20.0,False,,,46306,1133,0.008871169909743178,16,0.03337041156840934,0.03287671232876712,-0.000493699239642223,1,2,"[0.01325, 0.02784, 0.02282, 0.01926, 0.01976, 0.02128, 0.02358, 0.02236, 0.02227, 0.0217, 0.02337, 0.02571, 0.02691, 0.02751, 0.02694, 0.03337, 0.03266, 0.03101, 0.03256, 0.03288]",loo_mg10_2011_2021_b20ew_w0298,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2011-2021 · min_minutes=20
  Bins: 20 equal_width · winsor 0.02–0.98
  n=46,306 · drafts=1,133
  Peak bin 16 @ 3.34%
  Last bin @ 3.29% · tail Δ=-0.05pp
  Declining bins after peak: 1 (consecutive from peak: 2)
  LPM β₂=+0.0089 (not concave)",PASS_A_sensitivity_loo_mg10_2011_2021_b20ew_w0298.png
poolq_loo,10,2013-2021,16,quantile,"[0.01, 0.99]",20.0,False,,,38123,882,0.0004622511194645105,15,0.030214015946286196,0.02644836272040302,-0.003765653225883174,0,1,"[0.02098, 0.0193, 0.0214, 0.01889, 0.0256, 0.01888, 0.02351, 0.0193, 0.02308, 0.01889, 0.02476, 0.02602, 0.02603, 0.02686, 0.03021, 0.02645]",loo_mg10_2013_2021_b16q_w0199,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2013-2021 · min_minutes=20
  Bins: 16 quantile · winsor 0.01–0.99
  n=38,123 · drafts=882
  Peak bin 15 @ 3.02%
  Last bin @ 2.64% · tail Δ=-0.38pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0005 (not concave)",PASS_A_sensitivity_loo_mg10_2013_2021_b16q_w0199.png
poolq_loo,10,2013-2021,16,quantile,"[0.02, 0.98]",20.0,False,,,38123,882,0.0031106663555565115,15,0.030214015946286196,0.02644836272040302,-0.003765653225883174,0,1,"[0.02098, 0.0193, 0.0214, 0.01889, 0.0256, 0.01888, 0.02351, 0.0193, 0.02308, 0.01889, 0.02476, 0.02602, 0.02603, 0.02686, 0.03021, 0.02645]",loo_mg10_2013_2021_b16q_w0298,"What we tried:
  X-axis: poolq_loo (LOO teammate perf)
  Panel: POST-QC: drop team-seasons with ≤10 ESPN games
  Seasons: 2013-2021 · min_minutes=20
  Bins: 16 quantile · winsor 0.02–0.98
  n=38,123 · drafts=882
  Peak bin 15 @ 3.02%
  Last bin @ 2.64% · tail Δ=-0.38pp
  Declining bins after peak: 0 (consecutive from peak: 1)
  LPM β₂=+0.0031 (not concave)",PASS_A_sensitivity_loo_mg10_2013_2021_b16q_w0298.png
