vent,n,draft_rate,perf_mean,perf_median
0,3177,0.0006295247088448222,-1.729725752533094,-1.6471163562807756
1,3177,0.0031476235442241107,-1.1379004783447537,-1.1304273937436522
2,3177,0.004091910607491344,-0.8260364941721803,-0.8222189803325107
3,3177,0.0028328611898017,-0.5783348194266362,-0.5762568016863865
4,3177,0.006924771797293044,-0.35812153380794093,-0.3568512721326804
5,3177,0.0113314447592068,-0.14268675912243262,-0.1417291620833309
6,3177,0.011960969468051622,0.06501536450635027,0.062245780710314606
7,3177,0.021089077746301543,0.2794961547371075,0.2787052822143728
8,3177,0.027699087189172175,0.5150163885395824,0.5120077798570739
9,3177,0.03997481901164621,0.8023388361178979,0.799878123932672
10,3177,0.053824362606232294,1.1735011289617057,1.1655798658983263
11,3176,0.09414357682619648,1.9380479890924243,1.799303293095197
