bin,x_mean,n,y_rate
1,-0.6540057958890764,8,0.125
2,-0.5232311439346633,27,0.037037037037037035
3,-0.3985994750533475,156,0.08974358974358974
4,-0.27747343819273107,658,0.09422492401215805
5,-0.15848496541155163,1433,0.07676203768318214
6,-0.03800128837191911,1621,0.07587908698334361
7,0.08717335047846027,1280,0.05390625
8,0.20772335340530457,761,0.04862023653088042
9,0.33476749456739124,360,0.03611111111111111
10,0.4562784844664982,157,0.025477707006369428
11,0.5777029519392021,51,0.0392156862745098
12,0.7078552762263698,19,0.0
13,0.835408837493005,4,0.25
14,0.9277099090780574,1,1.0
15,1.290507566753952,1,0.0
