athlete_id,team_id,points,minutes,missing_minutes_rows,missing_points_rows,distinct_games,game_rows,ppm
57171,333,367.0,1040.0,1,1,34,34,0.3528846153846154
57174,152,551.0,1256.0,1,1,36,36,0.43869426751592355
57175,333,191.0,604.0,3,3,34,34,0.3162251655629139
57179,68,105.0,248.0,27,27,34,34,0.42338709677419356
57180,68,166.0,785.0,1,1,34,34,0.21146496815286625
57181,3084,29.0,174.0,5,5,30,30,0.16666666666666666
57182,68,44.0,207.0,14,14,34,34,0.21256038647342995
57183,68,621.0,999.0,2,2,34,34,0.6216216216216216
57184,68,237.0,753.0,3,3,34,34,0.3147410358565737
57192,2630,11.0,43.0,18,18,34,34,0.2558139534883721
57193,2630,78.0,142.0,27,27,34,34,0.5492957746478874
57196,68,7.0,88.0,14,14,34,34,0.07954545454545454
57198,338,227.0,871.0,1,0,32,32,0.2606199770378875
57206,250,5.0,34.0,18,18,31,31,0.14705882352941177
57216,326,223.0,834.0,2,2,31,31,0.2673860911270983
57218,2329,137.0,715.0,1,1,30,30,0.1916083916083916
57219,2329,44.0,217.0,5,5,30,30,0.20276497695852536
57221,2329,15.0,32.0,23,23,30,30,0.46875
57243,2413,424.0,913.0,2,2,34,34,0.4644030668127054
57250,311,39.0,116.0,21,21,30,30,0.33620689655172414
57252,311,279.0,882.0,2,2,30,30,0.3163265306122449
57254,2870,18.0,63.0,25,25,31,31,0.2857142857142857
57262,48,332.0,788.0,7,7,30,30,0.4213197969543147
57264,48,233.0,563.0,6,6,30,30,0.413854351687389
57277,108,100.0,292.0,7,7,30,30,0.3424657534246575
57278,108,141.0,434.0,6,6,30,30,0.3248847926267281
57292,2641,7.0,40.0,19,19,32,32,0.175
57293,61,124.0,400.0,2,2,33,33,0.31
57297,2641,18.0,212.0,3,3,32,32,0.08490566037735849
57299,155,360.0,796.0,1,1,30,30,0.45226130653266333
57305,232,238.0,834.0,1,1,33,33,0.2853717026378897
57306,232,12.0,102.0,11,11,33,33,0.11764705882352941
57308,232,213.0,824.0,7,7,33,33,0.25849514563106796
57312,2169,397.0,1149.0,2,2,36,36,0.34551784160139254
57329,2320,4.0,47.0,20,20,30,30,0.0851063829787234
57330,276,103.0,463.0,2,2,32,32,0.2224622030237581
57333,276,192.0,478.0,3,3,32,32,0.401673640167364
57334,116,178.0,539.0,6,6,30,30,0.3302411873840445
57340,2908,414.0,1084.0,1,1,35,35,0.38191881918819187
57344,304,158.0,309.0,5,5,30,30,0.511326860841424
57347,300,7.0,44.0,22,22,34,34,0.1590909090909091
57349,300,121.0,567.0,1,1,34,34,0.21340388007054673
57357,2344,219.0,508.0,17,17,34,34,0.4311023622047244
57358,2368,151.0,500.0,15,15,32,32,0.302
57359,2368,596.0,1035.0,2,2,32,32,0.5758454106280193
57362,71,237.0,682.0,3,3,33,33,0.34750733137829914
57364,218,531.0,1224.0,1,1,37,37,0.4338235294117647
57383,2363,523.0,1019.0,1,1,33,33,0.5132482826300294
57384,2363,108.0,749.0,1,1,33,33,0.14419225634178906
57385,45,11.0,99.0,6,6,34,34,0.1111111111111111
57386,2363,196.0,803.0,2,2,33,33,0.24408468244084683
57390,2450,8.0,61.0,23,23,34,34,0.13114754098360656
57391,2450,103.0,833.0,1,1,34,34,0.12364945978391356
57400,155,196.0,621.0,1,1,30,30,0.31561996779388085
57401,155,16.0,73.0,19,19,30,30,0.2191780821917808
57405,218,266.0,939.0,2,2,37,37,0.2832800851970181
57406,251,330.0,835.0,2,2,34,34,0.39520958083832336
57408,2550,473.0,976.0,2,2,31,31,0.48463114754098363
57416,2115,7.0,60.0,29,29,31,31,0.11666666666666667
57425,231,11.0,85.0,18,18,33,33,0.12941176470588237
57440,302,198.0,562.0,1,1,32,32,0.35231316725978645
57447,2296,197.0,592.0,6,6,32,32,0.3327702702702703
57454,2561,271.0,611.0,1,1,31,31,0.44353518821603927
57457,2561,391.0,930.0,3,3,31,31,0.4204301075268817
57459,294,3.0,38.0,22,22,32,32,0.07894736842105263
57460,94,74.0,350.0,3,2,30,30,0.21142857142857144
57465,322,12.0,61.0,15,15,33,33,0.19672131147540983
57466,322,302.0,967.0,1,1,33,33,0.31230610134436404
57483,27,137.0,552.0,1,1,31,31,0.24818840579710144
57486,167,101.0,605.0,2,2,31,31,0.1669421487603306
57490,2154,10.0,101.0,18,18,31,31,0.09900990099009901
57496,2447,82.0,349.0,2,2,29,29,0.2349570200573066
57502,55,438.0,941.0,2,2,31,31,0.46546227417640806
57509,85,166.0,663.0,2,2,31,31,0.25037707390648567
57518,116,4.0,26.0,20,20,30,30,0.15384615384615385
57523,349,20.0,81.0,23,23,30,30,0.24691358024691357
57525,349,59.0,199.0,13,13,30,30,0.2964824120603015
57541,2437,63.0,309.0,7,7,29,29,0.20388349514563106
57599,2430,69.0,343.0,3,3,33,33,0.20116618075801748
57680,2582,87.0,335.0,3,3,35,35,0.25970149253731345
57686,2870,278.0,911.0,1,1,31,31,0.305159165751921
57790,2640,453.0,1234.0,3,3,35,35,0.36709886547811993
57806,2352,0.0,31.0,20,20,30,30,0.0
57807,2325,29.0,210.0,5,5,33,33,0.1380952380952381
57816,2603,16.0,121.0,9,9,31,31,0.1322314049586777
57821,218,2.0,20.0,25,25,37,37,0.1
57824,2306,2.0,65.0,15,15,32,32,0.03076923076923077
57826,197,13.0,98.0,9,9,32,32,0.1326530612244898
57837,2127,391.0,928.0,1,1,31,31,0.4213362068965517
57926,2294,7.0,25.0,25,25,34,34,0.28
57928,127,3.0,32.0,24,24,39,39,0.09375
57929,135,11.0,45.0,19,19,33,33,0.24444444444444444
58421,156,6.0,25.0,22,22,33,33,0.24
58422,159,108.0,544.0,7,7,29,29,0.19852941176470587
58429,85,224.0,741.0,1,1,31,31,0.30229419703103916
58436,2241,17.0,121.0,16,16,35,35,0.14049586776859505
58438,2244,19.0,66.0,27,27,31,31,0.2878787878787879
58439,2244,148.0,733.0,1,1,31,31,0.2019099590723056
58440,2244,102.0,412.0,3,3,31,31,0.24757281553398058
58448,2272,617.0,995.0,1,1,33,33,0.6201005025125628
58449,2272,15.0,20.0,28,28,33,33,0.75
58454,107,12.0,109.0,14,14,30,30,0.11009174311926606
58466,2545,104.0,449.0,9,9,32,32,0.23162583518930957
58469,2504,447.0,993.0,4,4,33,33,0.4501510574018127
58472,2751,8.0,182.0,13,13,35,35,0.04395604395604396
58481,2335,84.0,216.0,25,25,32,32,0.3888888888888889
58486,288,34.0,253.0,1,1,31,31,0.13438735177865613
58490,2350,1.0,32.0,19,19,37,37,0.03125
58491,2678,77.0,265.0,2,2,30,30,0.29056603773584905
58496,2439,15.0,27.0,25,25,33,33,0.5555555555555556
58507,2426,37.0,214.0,6,6,32,32,0.17289719626168223
58508,2426,324.0,836.0,5,5,32,32,0.3875598086124402
58703,219,43.0,281.0,2,2,28,28,0.15302491103202848
58704,219,122.0,514.0,1,1,28,28,0.23735408560311283
58710,2523,442.0,924.0,4,4,35,35,0.47835497835497837
58714,23,301.0,870.0,3,3,30,30,0.34597701149425286
58718,2523,28.0,258.0,8,8,35,35,0.10852713178294573
58750,302,1.0,23.0,27,27,32,32,0.043478260869565216
58756,2016,490.0,1030.0,2,2,32,32,0.47572815533980584
58813,2506,298.0,847.0,2,2,32,32,0.35182998819362454
59126,2437,104.0,316.0,2,2,29,29,0.3291139240506329
59162,2344,8.0,30.0,23,23,34,34,0.26666666666666666
59287,193,7.0,34.0,24,24,32,32,0.20588235294117646
59340,2571,96.0,457.0,6,6,35,35,0.2100656455142232
60204,2130,128.0,378.0,11,11,32,32,0.3386243386243386
60379,258,5.0,21.0,23,23,34,34,0.23809523809523808
60679,2016,168.0,632.0,6,6,32,32,0.26582278481012656
60715,158,217.0,812.0,1,1,31,31,0.2672413793103448
60784,2169,73.0,343.0,5,5,36,36,0.21282798833819241
60801,2711,2.0,21.0,27,27,34,34,0.09523809523809523
60839,127,36.0,219.0,10,10,39,39,0.1643835616438356
60861,2368,7.0,32.0,17,17,32,32,0.21875
60891,189,8.0,54.0,19,19,33,33,0.14814814814814814
60966,259,61.0,278.0,8,8,33,33,0.21942446043165467
61010,2065,253.0,573.0,3,3,21,21,0.44153577661431065
61017,12,0.0,23.0,26,26,38,38,0.0
61143,333,26.0,92.0,19,19,34,34,0.2826086956521739
61157,41,384.0,947.0,2,2,35,35,0.40549102428722283
61163,154,33.0,103.0,11,11,32,32,0.32038834951456313
61164,154,69.0,359.0,7,7,32,32,0.19220055710306408
61167,104,248.0,713.0,1,0,30,30,0.34782608695652173
61168,104,282.0,845.0,2,1,30,30,0.3337278106508876
61169,104,277.0,1068.0,1,0,30,30,0.25936329588014984
61173,311,277.0,917.0,1,1,30,30,0.302071973827699
61177,264,91.0,298.0,4,4,31,31,0.3053691275167785
61184,2097,62.0,186.0,13,13,32,32,0.3333333333333333
61186,2674,201.0,663.0,10,10,34,34,0.3031674208144796
61189,2752,380.0,963.0,1,1,37,37,0.39460020768431986
61192,193,135.0,449.0,1,1,32,32,0.30066815144766146
61194,338,389.0,880.0,1,0,32,32,0.4420454545454545
61195,338,486.0,1144.0,1,0,32,32,0.42482517482517484
61197,2382,27.0,148.0,6,6,35,35,0.18243243243243243
61199,326,246.0,723.0,1,1,31,31,0.34024896265560167
61201,2229,155.0,675.0,1,1,33,33,0.22962962962962963
61202,2454,48.0,181.0,14,14,35,35,0.26519337016574585
61203,2454,289.0,764.0,4,4,35,35,0.3782722513089005
61206,56,255.0,660.0,5,5,31,31,0.38636363636363635
61210,315,35.0,241.0,6,6,30,30,0.14522821576763487
61213,164,31.0,112.0,14,14,30,30,0.2767857142857143
61224,147,2.0,23.0,26,26,29,29,0.08695652173913043
61239,2415,96.0,398.0,1,1,31,31,0.24120603015075376
61240,2272,130.0,632.0,2,2,33,33,0.20569620253164558
61242,2272,287.0,712.0,2,2,33,33,0.40308988764044945
61249,2506,119.0,593.0,9,9,32,32,0.20067453625632378
61250,2506,9.0,78.0,20,20,32,32,0.11538461538461539
61252,294,42.0,210.0,13,13,32,32,0.2
61258,2427,178.0,564.0,2,2,31,31,0.31560283687943264
61259,2427,43.0,214.0,9,9,31,31,0.20093457943925233
61260,2427,49.0,167.0,20,20,31,31,0.2934131736526946
61263,356,26.0,45.0,17,17,33,33,0.5777777777777777
61269,2550,3.0,38.0,21,21,31,31,0.07894736842105263
61272,213,291.0,860.0,2,2,34,34,0.3383720930232558
61279,275,72.0,266.0,5,5,40,40,0.2706766917293233
61284,13,30.0,226.0,5,5,29,29,0.13274336283185842
61287,239,66.0,203.0,11,11,34,34,0.3251231527093596
61289,279,9.0,22.0,25,25,31,31,0.4090909090909091
61298,2247,8.0,20.0,31,31,35,35,0.4
61300,2247,153.0,688.0,2,2,35,35,0.22238372093023256
61303,2309,476.0,859.0,5,5,35,35,0.5541327124563445
61304,2572,36.0,99.0,1,1,7,7,0.36363636363636365
61309,256,108.0,330.0,21,21,33,33,0.32727272727272727
61310,256,89.0,185.0,14,14,33,33,0.4810810810810811
61316,2729,192.0,702.0,2,2,33,33,0.27350427350427353
61317,2729,379.0,1000.0,1,1,33,33,0.379
61321,245,384.0,845.0,7,7,33,33,0.4544378698224852
61324,276,115.0,503.0,1,1,32,32,0.2286282306163022
61328,235,299.0,803.0,1,1,32,32,0.3723536737235367
61330,338,234.0,598.0,11,10,32,32,0.391304347826087
61338,2572,291.0,730.0,2,2,29,29,0.39863013698630134
61339,2572,26.0,274.0,6,6,29,29,0.0948905109489051
61342,2572,94.0,307.0,7,7,29,29,0.30618892508143325
61355,2116,31.0,283.0,1,1,30,30,0.10954063604240283
61362,2638,140.0,500.0,6,6,33,33,0.28
61372,2350,103.0,686.0,1,1,36,36,0.15014577259475217
61380,2750,250.0,531.0,15,15,31,31,0.4708097928436911
61381,160,113.0,630.0,7,7,32,32,0.17936507936507937
61394,225,337.0,842.0,1,1,31,31,0.4002375296912114
61398,172,16.0,45.0,19,19,30,30,0.35555555555555557
61400,108,50.0,238.0,9,9,30,30,0.21008403361344538
61403,108,121.0,690.0,2,2,30,30,0.1753623188405797
61406,43,444.0,1012.0,1,1,32,32,0.43873517786561267
61407,43,3.0,42.0,26,26,32,32,0.07142857142857142
61409,2099,226.0,602.0,9,9,33,33,0.3754152823920266
61411,314,685.0,1272.0,1,1,35,35,0.5385220125786163
61413,314,6.0,26.0,28,28,35,35,0.23076923076923078
61414,314,674.0,1201.0,1,1,35,35,0.5611990008326395
61423,2520,126.0,578.0,1,1,33,33,0.2179930795847751
61426,2561,52.0,141.0,25,25,31,31,0.36879432624113473
61430,2006,189.0,806.0,1,1,35,35,0.23449131513647642
61436,2050,14.0,22.0,26,26,30,30,0.6363636363636364
61438,189,459.0,892.0,2,2,33,33,0.5145739910313901
61440,2084,265.0,861.0,4,4,33,33,0.3077816492450639
61444,2649,12.0,41.0,17,17,33,33,0.2926829268292683
61447,2711,7.0,53.0,24,24,34,34,0.1320754716981132
61448,2711,28.0,77.0,20,20,34,34,0.36363636363636365
61450,2711,78.0,417.0,2,2,34,34,0.18705035971223022
61451,2711,71.0,290.0,6,6,34,34,0.24482758620689654
61453,2711,143.0,399.0,2,2,34,34,0.3583959899749373
61454,71,189.0,807.0,2,2,33,33,0.2342007434944238
61456,325,200.0,709.0,2,1,34,34,0.2820874471086037
61457,156,190.0,558.0,13,13,33,33,0.34050179211469533
61465,2181,303.0,838.0,3,3,31,31,0.3615751789976134
61469,2199,91.0,385.0,1,1,35,35,0.23636363636363636
61474,2623,273.0,456.0,5,5,19,19,0.5986842105263158
61475,2623,155.0,455.0,5,5,31,31,0.34065934065934067
61479,79,142.0,507.0,2,2,33,33,0.28007889546351084
61480,79,212.0,710.0,1,1,33,33,0.29859154929577464
61482,2239,107.0,249.0,12,12,31,31,0.42971887550200805
61489,140,122.0,350.0,4,4,33,33,0.3485714285714286
61490,264,208.0,474.0,10,10,29,29,0.4388185654008439
61491,2440,281.0,778.0,1,1,31,31,0.36118251928020567
61498,21,153.0,632.0,6,6,36,36,0.24208860759493672
61504,2751,51.0,141.0,19,19,34,34,0.3617021276595745
61506,233,81.0,318.0,11,11,33,33,0.25471698113207547
61507,161,176.0,543.0,1,1,29,29,0.3241252302025783
61508,161,25.0,127.0,5,5,29,29,0.1968503937007874
61515,2634,36.0,163.0,12,12,31,31,0.22085889570552147
61516,116,273.0,797.0,3,3,30,30,0.342534504391468
61522,2529,9.0,55.0,25,25,32,32,0.16363636363636364
61523,2547,11.0,70.0,25,25,34,34,0.15714285714285714
61527,2598,171.0,481.0,1,1,32,32,0.35550935550935553
61530,2598,234.0,856.0,3,3,32,32,0.2733644859813084
61534,104,368.0,622.0,1,0,30,30,0.5916398713826366
61539,2057,548.0,950.0,3,3,33,33,0.5768421052631579
61540,2057,71.0,236.0,5,5,33,33,0.3008474576271186
61549,12,2.0,27.0,21,21,38,38,0.07407407407407407
61551,12,26.0,77.0,17,17,38,38,0.33766233766233766
61553,12,340.0,856.0,1,1,38,38,0.397196261682243
61558,8,284.0,634.0,1,0,36,36,0.4479495268138801
61560,8,573.0,1057.0,1,0,36,36,0.5421002838221382
61562,8,171.0,555.0,1,0,36,36,0.3081081081081081
61563,2344,450.0,1062.0,1,1,34,34,0.423728813559322
61565,526,28.0,283.0,4,4,33,33,0.0989399293286219
61566,2,165.0,786.0,1,1,35,35,0.2099236641221374
61570,248,186.0,657.0,13,13,32,32,0.2831050228310502
61572,239,459.0,868.0,1,1,34,34,0.5288018433179723
61577,2429,91.0,277.0,5,5,32,32,0.3285198555956679
61578,41,154.0,484.0,7,7,35,35,0.3181818181818182
61579,41,50.0,516.0,1,1,35,35,0.09689922480620156
61581,2172,297.0,796.0,1,1,30,30,0.3731155778894472
61582,2172,175.0,797.0,5,5,30,30,0.21957340025094102
61583,2172,137.0,531.0,1,1,30,30,0.2580037664783427
61585,150,149.0,386.0,1,1,21,21,0.3860103626943005
61587,57,314.0,759.0,7,7,33,33,0.4137022397891963
61592,52,282.0,983.0,5,5,33,33,0.28687690742624616
61595,2582,208.0,586.0,3,3,35,35,0.35494880546075086
61597,52,89.0,170.0,27,27,33,33,0.5235294117647059
61602,61,363.0,930.0,2,2,33,33,0.3903225806451613
61603,61,26.0,181.0,4,4,33,33,0.143646408839779
61606,59,407.0,926.0,1,1,31,31,0.43952483801295894
61608,59,172.0,532.0,6,6,31,31,0.3233082706766917
61609,59,25.0,224.0,12,12,31,31,0.11160714285714286
61612,36,5.0,33.0,30,30,34,34,0.15151515151515152
61614,70,70.0,289.0,3,3,30,30,0.2422145328719723
61617,2305,5.0,27.0,27,27,36,36,0.18518518518518517
61619,2350,284.0,677.0,12,12,37,37,0.4194977843426883
61621,2305,112.0,485.0,4,4,36,36,0.2309278350515464
61622,2305,469.0,978.0,2,2,36,36,0.47955010224948874
61626,2413,264.0,822.0,4,4,34,34,0.32116788321167883
61631,145,71.0,291.0,7,7,34,34,0.24398625429553264
61636,344,301.0,803.0,2,2,32,32,0.37484433374844334
61637,344,317.0,696.0,4,4,32,32,0.45545977011494254
61640,62,254.0,492.0,10,10,34,34,0.516260162601626
61642,142,99.0,501.0,2,2,32,32,0.19760479041916168
61643,62,267.0,832.0,3,3,35,35,0.32091346153846156
61647,93,15.0,73.0,21,21,35,35,0.2054794520547945
61656,87,476.0,904.0,1,1,38,38,0.5265486725663717
61657,87,13.0,32.0,23,23,38,38,0.40625
61658,87,34.0,139.0,18,18,38,38,0.2446043165467626
61660,201,55.0,226.0,6,6,35,35,0.24336283185840707
61661,201,4.0,38.0,20,20,35,35,0.10526315789473684
61676,36,65.0,256.0,12,12,34,34,0.25390625
61677,204,155.0,325.0,16,16,31,31,0.47692307692307695
61679,204,248.0,668.0,1,1,31,31,0.3712574850299401
61682,2681,176.0,394.0,13,13,30,30,0.4467005076142132
61691,2547,75.0,354.0,6,6,34,34,0.211864406779661
61695,2653,447.0,812.0,1,1,29,29,0.5504926108374384
61702,24,240.0,872.0,4,4,37,37,0.27522935779816515
61703,24,24.0,272.0,2,2,37,37,0.08823529411764706
61704,24,12.0,92.0,29,29,37,37,0.13043478260869565
61708,251,270.0,723.0,3,3,34,34,0.37344398340248963
61726,250,162.0,460.0,8,8,31,31,0.3521739130434783
61728,250,232.0,492.0,7,7,31,31,0.4715447154471545
61733,26,392.0,838.0,2,2,36,36,0.4677804295942721
61734,30,128.0,356.0,6,6,32,32,0.3595505617977528
61737,254,280.0,735.0,7,7,35,35,0.38095238095238093
61741,254,222.0,627.0,4,4,35,35,0.35406698564593303
61751,2636,16.0,65.0,14,14,30,30,0.24615384615384617
61754,119,93.0,446.0,4,4,32,32,0.2085201793721973
61756,221,150.0,458.0,2,2,34,34,0.32751091703056767
61758,222,3.0,27.0,21,21,36,36,0.1111111111111111
61759,222,3.0,33.0,20,20,36,36,0.09090909090909091
61761,2057,339.0,951.0,1,1,33,33,0.35646687697160884
61764,258,101.0,590.0,1,1,34,34,0.1711864406779661
61766,258,317.0,724.0,8,8,34,34,0.43784530386740333
61770,265,130.0,494.0,1,1,31,31,0.2631578947368421
61772,233,183.0,434.0,1,1,33,33,0.4216589861751152
61778,2199,146.0,534.0,1,1,35,35,0.27340823970037453
61783,2168,29.0,138.0,26,26,35,35,0.21014492753623187
61785,2168,82.0,249.0,26,26,35,35,0.3293172690763052
61790,84,168.0,505.0,8,8,34,34,0.3326732673267327
61793,97,549.0,1229.0,1,1,36,36,0.4467046379170057
61797,41,71.0,271.0,17,17,35,35,0.26199261992619927
61804,2507,515.0,1123.0,1,1,34,34,0.45859305431878894
61807,130,233.0,991.0,1,1,32,32,0.23511604439959638
61810,130,269.0,645.0,14,14,32,32,0.4170542635658915
61811,2599,29.0,203.0,11,11,33,33,0.14285714285714285
61813,2599,24.0,124.0,13,13,33,33,0.1935483870967742
61814,2599,174.0,819.0,3,3,33,33,0.21245421245421245
61816,119,29.0,271.0,8,8,32,32,0.1070110701107011
61818,2507,53.0,344.0,3,3,34,34,0.15406976744186046
61820,325,25.0,126.0,11,10,34,34,0.1984126984126984
61824,151,137.0,427.0,11,11,33,33,0.32084309133489464
61825,151,36.0,233.0,10,10,33,33,0.15450643776824036
61826,151,80.0,486.0,2,2,33,33,0.1646090534979424
61843,96,44.0,162.0,31,31,39,39,0.2716049382716049
61847,104,65.0,290.0,3,2,30,30,0.22413793103448276
61848,2539,29.0,87.0,18,18,32,32,0.3333333333333333
61851,2306,15.0,71.0,15,15,32,32,0.2112676056338028
61852,46,16.0,69.0,16,16,33,33,0.2318840579710145
61853,46,522.0,1102.0,1,1,33,33,0.47368421052631576
61858,2066,29.0,185.0,9,9,32,32,0.15675675675675677
61859,2066,18.0,53.0,27,27,32,32,0.33962264150943394
61866,44,53.0,332.0,11,11,33,33,0.15963855421686746
61875,2463,178.0,819.0,2,2,33,33,0.21733821733821734
61879,301,179.0,381.0,2,2,31,31,0.46981627296587924
61881,2097,12.0,24.0,27,27,32,32,0.5
61896,2174,187.0,493.0,10,10,33,33,0.3793103448275862
61897,38,299.0,706.0,5,5,34,34,0.4235127478753541
61898,38,376.0,802.0,8,8,34,34,0.4688279301745636
61899,38,27.0,113.0,15,15,34,34,0.23893805309734514
61904,9,281.0,654.0,9,9,34,34,0.42966360856269115
61906,30,388.0,887.0,1,1,32,32,0.4374295377677565
61908,2309,40.0,138.0,27,27,35,35,0.2898550724637681
61924,322,16.0,66.0,13,13,33,33,0.24242424242424243
61926,322,7.0,109.0,9,9,33,33,0.06422018348623854
61930,2320,11.0,55.0,18,18,30,30,0.2
61935,2329,16.0,73.0,13,13,30,30,0.2191780821917808
61940,248,4.0,26.0,21,21,32,32,0.15384615384615385
61943,2368,280.0,627.0,13,13,32,32,0.44657097288676234
61946,2368,163.0,772.0,1,1,32,32,0.211139896373057
61947,2378,2.0,24.0,24,24,30,30,0.08333333333333333
61948,2378,50.0,219.0,20,20,30,30,0.228310502283105
61949,2377,32.0,102.0,13,13,31,31,0.3137254901960784
61950,2377,153.0,548.0,2,2,31,31,0.2791970802919708
61963,2413,18.0,27.0,27,27,34,34,0.6666666666666666
61965,2277,154.0,375.0,2,2,28,28,0.4106666666666667
61968,2426,190.0,633.0,1,1,32,32,0.3001579778830964
61969,2426,84.0,424.0,12,12,32,32,0.19811320754716982
61977,160,103.0,487.0,1,1,32,32,0.21149897330595482
61978,160,286.0,662.0,3,3,32,32,0.43202416918429004
61983,2579,214.0,635.0,3,3,33,33,0.33700787401574805
61988,350,133.0,432.0,2,2,32,32,0.30787037037037035
61990,2449,257.0,807.0,2,2,33,33,0.3184634448574969
61994,2032,130.0,776.0,2,2,29,29,0.16752577319587628
61999,111,25.0,113.0,10,10,35,35,0.22123893805309736
62001,2458,171.0,517.0,1,1,30,30,0.3307543520309478
62011,239,21.0,99.0,17,17,34,34,0.21212121212121213
62014,2501,254.0,914.0,2,2,33,33,0.2778993435448578
62017,2653,35.0,113.0,20,20,29,29,0.30973451327433627
62018,2515,84.0,360.0,1,1,34,34,0.23333333333333334
62019,2515,51.0,220.0,7,7,34,34,0.2318181818181818
62020,2515,247.0,739.0,2,2,34,34,0.3342354533152909
62021,2515,289.0,872.0,3,3,34,34,0.33142201834862384
62022,2515,46.0,203.0,8,8,34,34,0.22660098522167488
62027,16,613.0,1183.0,1,1,33,33,0.518174133558749
62031,2608,9.0,65.0,10,10,31,31,0.13846153846153847
62034,2617,282.0,524.0,1,1,34,34,0.5381679389312977
62039,301,192.0,512.0,2,2,31,31,0.375
62040,301,154.0,696.0,1,1,31,31,0.22126436781609196
62042,2539,132.0,553.0,1,1,32,32,0.23869801084990958
62046,23,94.0,217.0,21,21,30,30,0.43317972350230416
62051,357,51.0,198.0,5,5,34,34,0.25757575757575757
62056,233,162.0,612.0,1,1,33,33,0.2647058823529412
62062,2612,95.0,556.0,1,1,34,34,0.17086330935251798
62075,2619,34.0,123.0,20,20,35,35,0.2764227642276423
62077,2540,121.0,489.0,2,2,33,33,0.2474437627811861
62089,140,8.0,55.0,26,26,33,33,0.14545454545454545
62107,261,75.0,252.0,13,13,34,34,0.2976190476190476
62193,2026,12.0,80.0,12,12,29,29,0.15
62194,2026,74.0,394.0,4,4,29,29,0.18781725888324874
62196,2803,83.0,276.0,4,4,31,31,0.3007246376811594
62198,2803,52.0,359.0,1,1,31,31,0.14484679665738162
62203,2083,130.0,436.0,6,6,34,34,0.2981651376146789
62204,2464,2.0,33.0,27,27,38,38,0.06060606060606061
62207,2440,33.0,422.0,1,1,31,31,0.07819905213270142
62216,2115,278.0,899.0,3,3,31,31,0.3092324805339266
62218,2115,89.0,553.0,1,1,31,31,0.1609403254972875
62220,236,21.0,76.0,19,19,32,32,0.27631578947368424
62227,2506,55.0,297.0,5,5,32,32,0.18518518518518517
62230,2643,173.0,729.0,1,1,30,30,0.23731138545953362
62233,324,32.0,91.0,26,26,34,34,0.3516483516483517
62236,324,148.0,713.0,1,1,34,34,0.20757363253856942
62237,324,27.0,31.0,26,26,34,34,0.8709677419354839
62238,2142,84.0,388.0,2,2,33,33,0.21649484536082475
62249,2561,59.0,122.0,7,7,14,14,0.48360655737704916
62260,2198,117.0,264.0,12,12,33,33,0.4431818181818182
62356,331,6.0,49.0,19,19,34,34,0.12244897959183673
62358,331,31.0,65.0,20,20,34,34,0.47692307692307695
62361,331,505.0,933.0,4,4,34,34,0.5412647374062165
62363,2210,113.0,533.0,1,1,33,33,0.21200750469043153
62364,339,226.0,825.0,6,6,36,36,0.2739393939393939
62366,339,73.0,164.0,11,11,36,36,0.4451219512195122
62367,248,175.0,431.0,5,5,32,32,0.4060324825986079
62369,2226,95.0,355.0,1,1,28,28,0.2676056338028169
62370,2226,250.0,847.0,3,3,28,28,0.29515938606847697
62371,193,128.0,494.0,3,3,32,32,0.2591093117408907
62383,62,9.0,42.0,17,17,35,35,0.21428571428571427
62387,2547,50.0,143.0,18,18,34,34,0.34965034965034963
62390,107,199.0,597.0,1,0,30,30,0.3333333333333333
62391,107,73.0,279.0,4,3,30,30,0.2616487455197133
62392,107,195.0,665.0,1,0,30,30,0.2932330827067669
62399,2277,73.0,222.0,8,8,28,28,0.32882882882882886
62407,99,221.0,770.0,2,2,33,33,0.287012987012987
62411,2641,60.0,227.0,9,9,32,32,0.2643171806167401
62415,2870,11.0,50.0,24,24,31,31,0.22
62417,2870,245.0,771.0,1,1,31,31,0.31776913099870296
62418,2870,39.0,134.0,14,14,31,31,0.291044776119403
62421,85,123.0,302.0,4,4,31,31,0.40728476821192056
62422,294,153.0,360.0,7,7,32,32,0.425
62430,55,32.0,252.0,4,4,30,30,0.12698412698412698
62436,288,176.0,692.0,1,1,31,31,0.2543352601156069
62437,2329,24.0,34.0,23,23,30,30,0.7058823529411765
62438,288,2.0,21.0,23,23,31,31,0.09523809523809523
62439,288,7.0,69.0,13,13,31,31,0.10144927536231885
62440,288,217.0,758.0,2,2,31,31,0.2862796833773087
62447,309,9.0,43.0,25,25,36,36,0.20930232558139536
62466,2437,300.0,641.0,6,6,29,29,0.46801872074882994
62491,2569,2.0,21.0,28,28,33,33,0.09523809523809523
62497,2569,225.0,811.0,3,3,33,33,0.27743526510480887
62511,2635,57.0,289.0,3,3,30,30,0.1972318339100346
62512,2635,66.0,257.0,5,5,30,30,0.25680933852140075
62518,2630,23.0,117.0,27,27,34,34,0.19658119658119658
62520,357,191.0,671.0,1,1,34,34,0.2846497764530551
62521,357,64.0,362.0,4,4,34,34,0.17679558011049723
62522,2916,28.0,159.0,8,8,29,29,0.1761006289308176
62523,357,62.0,177.0,7,7,34,34,0.3502824858757062
62525,357,281.0,951.0,3,3,34,34,0.29547844374342797
62538,300,283.0,891.0,4,4,34,34,0.3176206509539843
62543,82,7.0,44.0,29,29,34,34,0.1590909090909091
62544,82,79.0,222.0,10,10,34,34,0.35585585585585583
