bin,x_mean,n,y_rate
1,-0.5137760858966887,1425,0.019649122807017545
2,-0.36087643660770835,1425,0.025964912280701753
3,-0.27973185501175446,1424,0.023174157303370788
4,-0.21837044879590378,1425,0.019649122807017545
5,-0.1678320056267833,1425,0.03298245614035088
6,-0.12160691250855434,1424,0.02247191011235955
7,-0.07737211652127135,1425,0.018947368421052633
8,-0.03562096859947345,1425,0.02666666666666667
9,0.0061369918926094105,1424,0.027387640449438203
10,0.04934215298827953,1425,0.019649122807017545
11,0.09298067615130784,1424,0.033707865168539325
12,0.14230052718543212,1425,0.02736842105263158
13,0.1995857193992668,1425,0.03508771929824561
14,0.26842357887408114,1424,0.030196629213483147
15,0.35691765685211935,1425,0.03368421052631579
16,0.5263798378731512,1425,0.03508771929824561
