bin,x_mean,n,y_rate
1,-1.2924758328356603,1207,0.0
2,-0.9454742395209608,1206,0.0
3,-0.7609389733490091,1206,0.0
4,-0.6151690403594797,1205,0.0024896265560165973
5,-0.49515119597342594,1206,0.0008291873963515755
6,-0.3863505644090623,1205,0.004979253112033195
7,-0.2766502525047353,1207,0.0024855012427506215
8,-0.16757773562928796,1205,0.009128630705394191
9,-0.049151867575012734,1206,0.0041459369817578775
10,0.073496434485836,1206,0.00912106135986733
11,0.20547189067195615,1206,0.011608623548922056
12,0.370280048054921,1205,0.017427385892116183
13,0.5422725519143148,1206,0.03648424543946932
14,0.7428912382504709,1206,0.06218905472636816
15,0.9812281744557759,1207,0.09444904722452362
16,1.3691942376534878,1205,0.16763485477178422
