bin,x_mean,n,y_rate
1,-1.0094953136925318,1206,0.0
2,-0.7537607077154755,1206,0.0
3,-0.6104251965416658,1206,0.0024875621890547263
4,-0.5025615790055442,1206,0.001658374792703151
5,-0.4033617531546115,1206,0.0024875621890547263
6,-0.31402685671450176,1205,0.0016597510373443983
7,-0.2285695718757411,1206,0.001658374792703151
8,-0.1420610241459522,1207,0.004971002485501243
9,-0.054853803005070624,1205,0.0033195020746887966
10,0.04241471067105788,1206,0.00912106135986733
11,0.15657539903858492,1206,0.01658374792703151
12,0.2823908115296426,1207,0.026512013256006627
13,0.42530308994729793,1204,0.029069767441860465
14,0.5929546873886018,1206,0.05721393034825871
15,0.7948038108099414,1206,0.1011608623548922
16,1.1067399412111854,1206,0.16500829187396351
