bin,x_mean,n,y_rate
1,-1.0358363176262708,1379,0.0007251631617113851
2,-0.7118203735989292,1378,0.0050798258345428155
3,-0.5463326030838236,1378,0.005805515239477504
4,-0.42804770877541437,1378,0.0050798258345428155
5,-0.3247634309773878,1378,0.0050798258345428155
6,-0.23249727602741427,1379,0.007976794778825236
7,-0.14201061591410388,1378,0.013062409288824383
8,-0.05298967366808444,1378,0.019593613933236574
9,0.03192690718181913,1378,0.015965166908563134
10,0.11254582739129826,1378,0.026850507982583455
11,0.19322855281760704,1379,0.023930384336475707
12,0.2828495848633849,1378,0.041364296081277216
13,0.38472891999268843,1379,0.04205946337926034
14,0.5073889532244514,1377,0.05156136528685548
15,0.6775336952359009,1378,0.06966618287373004
16,0.9887813180777282,1379,0.10369833212472807
