bin,x_mean,n,y_rate
1,-0.8264738962696003,463,0.004319654427645789
2,-0.6923678511065403,378,0.010582010582010581
3,-0.5904204144742223,664,0.015060240963855422
4,-0.4849751055404096,994,0.014084507042253521
5,-0.38213550466224855,1422,0.016877637130801686
6,-0.27724803875503873,1945,0.017480719794344474
7,-0.17307222760587207,2283,0.021901007446342532
8,-0.0697367383829075,2607,0.016494054468738015
9,0.035039888060811396,2665,0.023639774859287054
10,0.13799756238864483,2506,0.0355147645650439
11,0.24301851169696642,2013,0.03676105315449578
12,0.3440984201817896,1599,0.04065040650406504
13,0.4495431414642155,1084,0.03874538745387454
14,0.5558898987117805,660,0.04696969696969697
15,0.6561291909328139,421,0.040380047505938245
16,0.7890241225709241,478,0.08577405857740586
