season,rho_star_drop,rho_star_ppm_zero,rho_star_delta,h_sort_emp_drop,h_sort_emp_ppm_zero,h_sort_emp_delta,h_sort_emp_ppm_zero_bracket_json,n_players_drop,n_players_ppm_zero
2013,0,0,0,0.0619796193455,0.0535797104428,-0.00839990890266,0.0535797104428,4135,4753
2014,0,0,0,0.05656051514,0.0552027352587,-0.00135777988135,0.0552027352587,4248,5580
2015,0,0.183984375,0.183984375,0.0611334345493,0.0834732457335,0.0223398111841,0.0834732457335,4270,5747
2016,0,0.160546875,0.160546875,0.0590217879582,0.0791518135609,0.0201300256027,0.0791518135609,4234,5799
2017,0,0.012890625,0.012890625,0.0650292644247,0.0616656364527,-0.00336362797204,0.0616656364527,4292,5710
2018,0,0.045703125,0.045703125,0.0627630266884,0.0657995803188,0.00303655363031,0.0657995803188,4246,5647
2019,0,0.071484375,0.071484375,0.0670950686799,0.0703893368138,0.00329426813391,0.0703893368138,4204,5590
2020,0,0,0,0.063296002147,0.0498150139265,-0.0134809882205,0.0498150139265,4219,5616
2021,0,0.047265625,0.047265625,0.0727456343155,0.0665094782431,-0.00623615607241,0.0665094782431,4275,5513
