minutes,ppm,perf,zeroed_by_policy,policy
936,0.365384615385,0.589738819677,False,drop
146,0.212328767123,-0.708267960454,False,drop
409,0.237163814181,-0.497651640778,False,drop
569,0.328646748682,0.27817934247,False,drop
832,0.237980769231,-0.490723364559,False,drop
354,0.189265536723,-0.903858196118,False,drop
272,0.297794117647,0.0165302469079,False,drop
1073,0.373718546132,0.660415626467,False,drop
1142,0.373029772329,0.654574405262,False,drop
104,0.182692307692,-0.959603180359,False,drop
240,0.245833333333,-0.424128839996,False,drop
991,0.410696266398,0.974009207917,False,drop
1006,0.365805168986,0.593305370268,False,drop
150,0.14,-1.32165994247,False,drop
886,0.410835214447,0.975187571973,False,drop
831,0.361010830325,0.552646459425,False,drop
592,0.236486486486,-0.503395792013,False,drop
352,0.127840909091,-1.49421566738,False,drop
238,0.134453781513,-1.37812285233,False,drop
811,0.122071516646,-1.47370439693,False,drop
838,0.454653937947,1.34679702595,False,drop
810,0.16049382716,-1.14785981064,False,drop
998,0.465931863727,1.44244070304,False,drop
73,0.150684931507,-1.23104521786,False,drop
231,0.359307359307,0.396462505807,False,drop
757,0.346103038309,0.426219306637,False,drop
686,0.415451895044,1.01433983426,False,drop
1055,0.283412322275,-0.105436134094,False,drop
129,0.077519379845,-1.85153364223,False,drop
697,0.265423242468,-0.257994483371,False,drop
325,0.236923076923,-0.499693239296,False,drop
200,0.165,-1.10964472142,False,drop
278,0.312949640288,0.145058306224,False,drop
167,0.353293413174,0.487198063292,False,drop
1043,0.345158197507,0.418206481377,False,drop
779,0.297817715019,0.0167303669912,False,drop
157,0.356687898089,0.515985362082,False,drop
1087,0.32474701012,0.245107185136,False,drop
304,0.154605263158,-1.19779841859,False,drop
397,0.297229219144,0.0117395636643,False,drop
1252,0.350638977636,0.464686833799,False,drop
814,0.336609336609,0.345706936055,False,drop
470,0.276595744681,-0.163244862312,False,drop
1047,0.39923591213,0.876818426178,False,drop
658,0.300911854103,0.042970550267,False,drop
466,0.302575107296,0.0570759500008,False,drop
725,0.350344827586,0.462192262287,False,drop
612,0.151960784314,-1.22022520926,False,drop
1061,0.514608859566,1.85525126437,False,drop
714,0.331932773109,0.306046830285,False,drop
758,0.304749340369,0.0755147702271,False,drop
1133,0.399823477493,0.881801338195,False,drop
919,0.556039173014,2.20660554693,False,drop
223,0.219730941704,-0.645493013253,False,drop
503,0.387673956262,0.778766001014,False,drop
1121,0.458519179304,1.37957662598,False,drop
84,0.27380952381,-0.18687371167,False,drop
879,0.376564277588,0.684549161814,False,drop
67,0.179104477612,-0.990030163864,False,drop
264,0.212121212121,-0.805792229684,False,drop
901,0.408435072142,0.954832903919,False,drop
977,0.427840327533,1.11940128438,False,drop
1062,0.423728813559,1.08453314261,False,drop
825,0.42303030303,1.07860934805,False,drop
233,0.236051502146,-0.507084724058,False,drop
200,0.38,0.71368617968,False,drop
910,0.469230769231,1.47041743022,False,drop
675,0.355555555556,0.506382407979,False,drop
1047,0.327602674308,0.269324956099,False,drop
973,0.470709146968,1.30642128466,False,drop
727,0.279229711142,-0.140907223054,False,drop
623,0.433386837881,1.16643906908,False,drop
1055,0.43981042654,1.22091501186,False,drop
1012,0.308300395257,0.105629877706,False,drop
930,0.470967741935,1.4851480163,False,drop
900,0.357777777778,0.525228205406,False,drop
635,0.422047244094,1.07027240974,False,drop
263,0.250950570342,-0.38073155457,False,drop
26,0.153846153846,-1.20423612773,False,drop
744,0.181451612903,-0.970125027558,False,drop
81,0.617283950617,2.72599854942,False,drop
1062,0.517890772128,1.6918130716,False,drop
245,0.383673469388,0.744839436651,False,drop
602,0.405315614618,0.928378004857,False,drop
1173,0.363171355499,0.570969028318,False,drop
408,0.401960784314,0.899927001314,False,drop
840,0.2,-0.812823411935,False,drop
59,0.237288135593,-0.49659731951,False,drop
781,0.421254801536,1.06355201438,False,drop
175,0.165714285714,-1.10358714367,False,drop
147,0.442176870748,1.24098389953,False,drop
800,0.4025,0.904499878631,False,drop
1018,0.461689587426,1.40646361713,False,drop
670,0.546268656716,2.12374562003,False,drop
1089,0.429752066116,1.1356139915,False,drop
951,0.65825446898,3.07345348972,False,drop
550,0.209090909091,-0.735726967914,False,drop
414,0.623188405797,2.77607192423,False,drop
553,0.254972875226,-0.346619960206,False,drop
1102,0.411978221416,0.984880966978,False,drop
489,0.21472392638,-0.68795555168,False,drop
515,0.355339805825,0.364054496946,False,drop
1034,0.266924564797,-0.245262355951,False,drop
333,0.492492492492,1.6676910062,False,drop
764,0.337696335079,0.354925344885,False,drop
581,0.130808950086,-1.39960564164,False,drop
343,0.460641399417,1.39757434463,False,drop
229,0.646288209607,2.97197232467,False,drop
1099,0.229299363057,-0.564346974517,False,drop
951,0.397476340694,0.8618961891,False,drop
468,0.339743589744,0.3722873109,False,drop
369,0.186991869919,-0.923140274924,False,drop
662,0.2583081571,-0.318334739257,False,drop
851,0.552291421857,2.17482233533,False,drop
331,0.202416918429,-0.792326472135,False,drop
861,0.623693379791,2.78035441115,False,drop
808,0.37004950495,0.629299923377,False,drop
981,0.389398572885,0.793391799991,False,drop
1050,0.579047619048,2.40173117781,False,drop
842,0.489311163895,1.64071140277,False,drop
853,0.32121922626,0.215189430145,False,drop
353,0.407932011331,0.95056664196,False,drop
540,0.311111111111,0.129466459432,False,drop
836,0.505980861244,1.78208058551,False,drop
724,0.151933701657,-1.22045488668,False,drop
62,0.0645161290323,-1.96180912605,False,drop
57,0.245614035088,-0.425988622637,False,drop
1115,0.513901345291,1.84925111255,False,drop
984,0.376016260163,0.679901640389,False,drop
977,0.407369498465,0.945796190369,False,drop
821,0.339829476248,0.373015680752,False,drop
869,0.489067894131,1.63864832706,False,drop
654,0.2874617737,-0.0710943205286,False,drop
412,0.167475728155,-1.08864903933,False,drop
21,0.428571428571,1.12560146631,False,drop
467,0.209850107066,-0.72928850685,False,drop
594,0.429292929293,1.1317202317,False,drop
471,0.197452229299,-0.834430058667,False,drop
544,0.123161764706,-1.4644584296,False,drop
130,0.107692307692,-1.65879468455,False,drop
898,0.208240534521,-0.742938662009,False,drop
137,0.510948905109,1.82421262224,False,drop
806,0.377171215881,0.542379132951,False,drop
1187,0.326874473463,0.263149369574,False,drop
125,0.144,-1.2877375071,False,drop
871,0.259471871412,-0.308465733369,False,drop
1034,0.502901353965,1.75596448885,False,drop
508,0.259842519685,-0.305322410348,False,drop
92,0.532608695652,2.00790083344,False,drop
838,0.311455847255,0.132390031825,False,drop
68,0.0588235294118,-2.01008583673,False,drop
608,0.169407894737,-1.07226309033,False,drop
779,0.318356867779,0.190914887501,False,drop
23,0.434782608696,1.17827605539,False,drop
733,0.418826739427,1.04296056938,False,drop
130,0.253846153846,-0.356175243503,False,drop
977,0.385875127943,0.76351084166,False,drop
151,0.0794701986755,-1.83498951081,False,drop
597,0.457286432161,1.36912217965,False,drop
690,0.35652173913,0.373708835621,False,drop
884,0.292986425339,-0.0242419109878,False,drop
1016,0.353346456693,0.347772302734,False,drop
621,0.323671497585,0.235986184021,False,drop
855,0.389473684211,0.642868894319,False,drop
916,0.281659388646,-0.120302078524,False,drop
1103,0.3046237534,-0.0502074112531,False,drop
790,0.344303797468,0.410960648853,False,drop
870,0.380459770115,0.569240899336,False,drop
791,0.242730720607,-0.450440884919,False,drop
810,0.287654320988,-0.188818149194,False,drop
1142,0.379159369527,0.706557121458,False,drop
530,0.405660377358,0.931301802803,False,drop
677,0.384047267356,0.598544509961,False,drop
1005,0.280597014925,-0.129311654496,False,drop
796,0.304020100503,0.0693303721639,False,drop
848,0.285377358491,-0.207416971141,False,drop
924,0.378787878788,0.70340665381,False,drop
812,0.302955665025,-0.0638327909959,False,drop
1105,0.402714932127,0.906322633926,False,drop
1129,0.361381753764,0.555792116026,False,drop
869,0.448791714614,1.29708180292,False,drop
124,0.137096774194,-1.34628106492,False,drop
713,0.207573632539,-0.842938042607,False,drop
1189,0.370899915896,0.636511925959,False,drop
1250,0.4936,1.67708334417,False,drop
1040,0.250961538462,-0.488534341198,False,drop
1017,0.469026548673,1.46868551555,False,drop
197,0.309644670051,0.117030146409,False,drop
762,0.332020997375,0.306795025776,False,drop
1044,0.299808429119,0.0336128345861,False,drop
856,0.446261682243,1.27562558802,False,drop
515,0.304854368932,0.0764054763842,False,drop
1068,0.549625468165,2.15221342488,False,drop
747,0.400267737617,0.885568934529,False,drop
751,0.379494007989,0.561352303085,False,drop
973,0.470709146968,1.48295497354,False,drop
894,0.429530201342,1.13373244314,False,drop
876,0.399543378995,0.879425932397,False,drop
835,0.362874251497,0.425597809013,False,drop
765,0.154248366013,-1.20082512367,False,drop
559,0.336314847943,0.208653692292,False,drop
820,0.370731707317,0.6350854148,False,drop
767,0.354628422425,0.358243732292,False,drop
327,0.321100917431,0.214186099243,False,drop
496,0.459677419355,1.38939920679,False,drop
1057,0.391674550615,0.812693476855,False,drop
608,0.398026315789,0.866560312758,False,drop
982,0.303462321792,0.0646000691017,False,drop
1047,0.343839541547,0.270117346937,False,drop
73,0.0547945205479,-2.04425428493,False,drop
143,0.0979020979021,-1.73876366469,False,drop
489,0.38445807771,0.751493392923,False,drop
467,0.357601713062,0.382530343612,False,drop
42,0.404761904762,0.923682208156,False,drop
503,0.318091451292,0.188663994094,False,drop
892,0.369955156951,0.628499794896,False,drop
1173,0.525149190111,1.7511017177,False,drop
790,0.4,0.883298356526,False,drop
1061,0.427898209237,0.956730409514,False,drop
179,0.374301675978,0.665360922589,False,drop
309,0.343042071197,0.263603401685,False,drop
153,0.235294117647,-0.513507805736,False,drop
166,0.403614457831,0.91395115957,False,drop
62,0.467741935484,1.44951047058,False,drop
846,0.330969267139,0.297875713038,False,drop
1080,0.362037037037,0.418759223532,False,drop
1066,0.28799249531,-0.0665934781563,False,drop
733,0.238744884038,-0.484243205767,False,drop
948,0.201476793249,-0.80029930605,False,drop
453,0.326710816777,0.26176146124,False,drop
288,0.402777777778,0.751540191167,False,drop
996,0.421686746988,1.06721517479,False,drop
980,0.415306122449,0.853874969247,False,drop
702,0.270655270655,-0.213623698861,False,drop
502,0.211155378486,-0.813681410043,False,drop
806,0.382133995037,0.731783756862,False,drop
438,0.248858447489,-0.50571293531,False,drop
722,0.397506925208,0.862155564398,False,drop
877,0.449258836944,1.13120957284,False,drop
777,0.454311454311,1.3438925562,False,drop
820,0.492682926829,1.48590883427,False,drop
1128,0.313829787234,0.1525224882,False,drop
654,0.270642201835,-0.327777563535,False,drop
892,0.368834080717,0.61899238588,False,drop
526,0.41825095057,0.877929091335,False,drop
950,0.491578947368,1.65994358735,False,drop
1192,0.369127516779,0.476676106398,False,drop
365,0.317808219178,0.186262013323,False,drop
369,0.260162601626,-0.413377663939,False,drop
1192,0.420302013423,1.05547179108,False,drop
292,0.280821917808,-0.127404341119,False,drop
1081,0.464384828862,1.42932090548,False,drop
66,0.136363636364,-1.35249852008,False,drop
724,0.350828729282,0.327206850342,False,drop
780,0.361538461538,0.548474900134,False,drop
573,0.253054101222,-0.362892331994,False,drop
447,0.24384787472,-0.440966737865,False,drop
446,0.257847533632,-0.432287741495,False,drop
721,0.274618585298,-0.180012377655,False,drop
804,0.242537313433,-0.452081095509,False,drop
649,0.414483821263,1.0061299792,False,drop
38,0.0526315789474,-2.06259734659,False,drop
923,0.227518959913,-0.579445877163,False,drop
690,0.236231884058,-0.50555497562,False,drop
462,0.244588744589,-0.434683710308,False,drop
494,0.248987854251,-0.504655907213,False,drop
212,0.221698113208,-0.628810201206,False,drop
525,0.312380952381,0.140235486533,False,drop
685,0.245255474453,-0.42902943513,False,drop
1159,0.385677308024,0.76183320831,False,drop
1203,0.305070656692,-0.0465569889197,False,drop
1171,0.467122117848,1.45253478266,False,drop
687,0.318777292576,0.194480345753,False,drop
706,0.331444759207,0.168873540715,False,drop
772,0.520725388601,1.71496695627,False,drop
1010,0.469306930693,1.47106332579,False,drop
1005,0.575124378109,2.15931205255,False,drop
1022,0.349315068493,0.453459278217,False,drop
1237,0.33225545675,0.308783384024,False,drop
846,0.258865248227,-0.423974783963,False,drop
934,0.518201284797,1.88571721754,False,drop
989,0.56622851365,2.0866483177,False,drop
896,0.455357142857,1.35276063172,False,drop
854,0.412177985948,0.828323536637,False,drop
730,0.202739726027,-0.789588867161,False,drop
303,0.0891089108911,-1.75324736276,False,drop
144,0.236111111111,-0.506579203741,False,drop
986,0.469574036511,1.47332854576,False,drop
1057,0.434247871334,1.00859610117,False,drop
1056,0.507575757576,1.79560627744,False,drop
1016,0.322834645669,0.228889170269,False,drop
935,0.503743315508,1.76310483535,False,drop
810,0.343209876543,0.401683533382,False,drop
430,0.188372093023,-0.911435142659,False,drop
799,0.464330413016,1.42885942598,False,drop
832,0.328125,0.273754595985,False,drop
1062,0.4868173258,1.61956213737,False,drop
925,0.495135135135,1.69010222477,False,drop
92,0.304347826087,0.0721096846532,False,drop
734,0.310626702997,0.125358383699,False,drop
586,0.143344709898,-1.29329476614,False,drop
1027,0.384615384615,0.752827451259,False,drop
849,0.368669022379,0.617592590677,False,drop
636,0.336477987421,0.344593014971,False,drop
428,0.170560747664,-1.06248619561,False,drop
32,0.0625,-1.97890712775,False,drop
614,0.135179153094,-1.36254365937,False,drop
606,0.303630363036,0.0660251611618,False,drop
357,0.310924369748,0.127882778976,False,drop
55,0.127272727273,-1.4295949641,False,drop
710,0.395774647887,0.847464798037,False,drop
591,0.24703891709,-0.520575332894,False,drop
530,0.288679245283,-0.060769420259,False,drop
412,0.344660194175,0.413983109913,False,drop
935,0.360427807487,0.547702070787,False,drop
534,0.288389513109,-0.0632265254992,False,drop
1141,0.390008764242,0.79856659421,False,drop
58,0.327586206897,0.269185302428,False,drop
613,0.365415986949,0.446359365331,False,drop
1152,0.385416666667,0.759622810909,False,drop
407,0.199017199017,-0.82115816264,False,drop
1186,0.358347386172,0.530058831391,False,drop
931,0.459720730397,1.3897665108,False,drop
1116,0.429211469534,1.13102940335,False,drop
845,0.423668639053,1.08402282617,False,drop
966,0.409937888199,0.810025835535,False,drop
773,0.168175937904,-1.08271083434,False,drop
425,0.232941176471,-0.533462179483,False,drop
759,0.259552042161,-0.307785836609,False,drop
321,0.258566978193,-0.426411131184,False,drop
691,0.211287988423,-0.717094397507,False,drop
383,0.177545691906,-1.0032496157,False,drop
38,0.131578947368,-1.39307559588,False,drop
170,0.311764705882,0.00812174609062,False,drop
1130,0.310619469027,0.125297035222,False,drop
717,0.26359832636,-0.385313770631,False,drop
906,0.456953642384,1.36629991973,False,drop
866,0.452655889145,1.15895757885,False,drop
533,0.234521575985,-0.520059429386,False,drop
823,0.194410692588,-0.950456359996,False,drop
1168,0.302226027397,0.0541155399238,False,drop
1095,0.34703196347,0.2961938796,False,drop
992,0.313508064516,0.149794083673,False,drop
1045,0.336842105263,0.347680955959,False,drop
1041,0.444764649376,1.26292983784,False,drop
987,0.505572441743,1.59119374483,False,drop
264,0.25,-0.38879296982,False,drop
523,0.460803059273,1.39894531864,False,drop
1122,0.5623885918,2.05528283722,False,drop
1119,0.464700625559,1.42370784547,False,drop
1107,0.319783197832,0.203011034758,False,drop
681,0.334801762115,0.330377603812,False,drop
1083,0.205909510619,-0.762707163929,False,drop
1186,0.363406408094,0.57296241744,False,drop
23,0.434782608696,1.17827605539,False,drop
648,0.299382716049,0.0300025285655,False,drop
401,0.197007481297,-0.929245114361,False,drop
824,0.385922330097,0.613860510162,False,drop
1106,0.406871609403,0.941573787992,False,drop
716,0.423184357542,1.0799158241,False,drop
563,0.268206039076,-0.347676774628,False,drop
1047,0.361986628462,0.560921821737,False,drop
752,0.285904255319,-0.0843030246839,False,drop
1121,0.611061552186,2.67322882226,False,drop
1058,0.234404536862,-0.521051992408,False,drop
589,0.227504244482,-0.579570672979,False,drop
370,0.208108108108,-0.83857230713,False,drop
800,0.41625,1.02110825021,False,drop
1068,0.419475655431,1.04846377218,False,drop
1096,0.406934306569,0.78549179951,False,drop
703,0.260312944523,-0.301332921304,False,drop
363,0.316804407713,0.0492873415477,False,drop
637,0.507064364207,1.79126935032,False,drop
90,0.3,0.0352374722953,False,drop
177,0.197740112994,-0.923260788087,False,drop
1169,0.319931565441,0.204269282411,False,drop
877,0.188141391106,-0.913391635378,False,drop
1054,0.604364326376,2.61643226984,False,drop
1235,0.631578947368,2.84722882527,False,drop
1143,0.67104111986,2.94278494852,False,drop
1125,0.689777777778,3.33327363188,False,drop
669,0.22869955157,-0.569433741124,False,drop
464,0.260775862069,-0.297407098674,False,drop
910,0.417582417582,1.03240796254,False,drop
1080,0.439814814815,1.2209522271,False,drop
1151,0.61077324066,2.45050123466,False,drop
1134,0.636684303351,2.89052535236,False,drop
934,0.611349036403,2.45520448406,False,drop
200,0.37,0.628880091257,False,drop
443,0.374717832957,0.522339263068,False,drop
153,0.248366013072,-0.411685797766,False,drop
905,0.511602209945,1.829753045,False,drop
1087,0.563937442502,2.06793425263,False,drop
800,0.4025,0.904499878631,False,drop
957,0.315569487983,0.167276209756,False,drop
838,0.229116945107,-0.666966661813,False,drop
583,0.284734133791,-0.0942263676643,False,drop
127,0.181102362205,-0.97308688612,False,drop
217,0.10599078341,-1.67269317748,False,drop
326,0.331288343558,0.300581675337,False,drop
854,0.421545667447,1.06601873439,False,drop
990,0.444444444444,1.09188436261,False,drop
173,0.196531791908,-0.842235928151,False,drop
735,0.349659863946,0.45638335358,False,drop
857,0.432905484247,0.997631134268,False,drop
1131,0.597701149425,2.55992447248,False,drop
918,0.445533769063,1.26945244107,False,drop
714,0.539215686275,2.06393213653,False,drop
702,0.690883190883,3.10486014585,False,drop
893,0.198208286674,-0.828018231809,False,drop
924,0.254329004329,-0.461028004065,False,drop
913,0.331872946331,0.305539462778,False,drop
526,0.104562737643,-1.62218950297,False,drop
958,0.558455114823,2.2270942044,False,drop
825,0.351515151515,0.472117321747,False,drop
1246,0.617174959872,2.72507424154,False,drop
1154,0.40554592721,0.930331195859,False,drop
931,0.263157894737,-0.277206011368,False,drop
281,0.288256227758,-0.0643568664221,False,drop
1022,0.361056751468,0.553035898675,False,drop
1084,0.474169741697,1.33468832256,False,drop
898,0.30846325167,0.107010999246,False,drop
354,0.324858757062,0.246054867245,False,drop
278,0.546762589928,1.92764558937,False,drop
110,0.263636363636,-0.273148303788,False,drop
456,0.144736842105,-1.28148863743,False,drop
1114,0.373429084381,0.657960814576,False,drop
1147,0.376634699215,0.685146380088,False,drop
881,0.383654937571,0.744682275562,False,drop
927,0.404530744337,0.765858877991,False,drop
1069,0.347053320861,0.434278281246,False,drop
650,0.453846153846,1.33994652496,False,drop
651,0.345622119816,0.284677909908,False,drop
1184,0.481418918919,1.57378036024,False,drop
1116,0.525985663082,1.75793424651,False,drop
459,0.331154684096,0.299448161718,False,drop
930,0.388172043011,0.782990079896,False,drop
746,0.435656836461,1.02010489482,False,drop
1092,0.445054945055,1.0968710904,False,drop
819,0.565323565324,2.28534284645,False,drop
923,0.323943661972,0.238294303731,False,drop
641,0.453978159126,1.3410660101,False,drop
860,0.406976744186,0.94246539496,False,drop
1116,0.439964157706,1.05528821514,False,drop
816,0.343137254902,0.40106765765,False,drop
475,0.444210526316,1.25823053692,False,drop
618,0.258899676375,-0.313318295657,False,drop
146,0.232876712329,-0.534008874654,False,drop
47,0.31914893617,0.0684380598284,False,drop
173,0.156069364162,-1.18538195067,False,drop
112,0.267857142857,-0.237353526207,False,drop
1024,0.3310546875,0.298600129703,False,drop
826,0.220338983051,-0.64033645243,False,drop
600,0.291666666667,-0.0354342680572,False,drop
702,0.320512820513,0.209198679317,False,drop
410,0.314634146341,0.0315600821442,False,drop
269,0.167286245353,-1.09025596886,False,drop
585,0.133333333333,-1.44935211751,False,drop
308,0.175324675325,-1.02208518856,False,drop
223,0.233183856502,-0.633747071677,False,drop
49,0.469387755102,1.47174876599,False,drop
577,0.450606585789,1.31247301544,False,drop
1060,0.375471698113,0.528497029755,False,drop
732,0.378415300546,0.700246963481,False,drop
988,0.410931174089,0.976001368162,False,drop
923,0.266522210184,-0.248674568037,False,drop
854,0.345433255269,0.420539138667,False,drop
560,0.276785714286,-0.161633804401,False,drop
664,0.44578313253,1.27156719509,False,drop
1248,0.492788461538,1.67020100391,False,drop
543,0.335174953959,0.333542497872,False,drop
790,0.267088607595,-0.243871173148,False,drop
350,0.325714285714,0.122065542648,False,drop
1166,0.686963979417,3.31692761779,False,drop
592,0.3125,0.141245082824,False,drop
1111,0.39603960396,0.849711786853,False,drop
1136,0.430457746479,0.977637375483,False,drop
26,0.346153846154,0.426650188094,False,drop
784,0.484693877551,1.60155400337,False,drop
660,0.262121212121,-0.285997711125,False,drop
764,0.451570680628,1.32064912667,False,drop
750,0.28,-0.134374704551,False,drop
921,0.372421281216,0.503580431081,False,drop
941,0.47821466525,1.36772831028,False,drop
748,0.312834224599,0.144079510913,False,drop
797,0.366373902133,0.454183865718,False,drop
940,0.310638297872,0.125456715299,False,drop
854,0.475409836066,1.52281967906,False,drop
636,0.542452830189,2.09138508783,False,drop
1200,0.51,1.62735919235,False,drop
378,0.119047619048,-1.49934888965,False,drop
994,0.482897384306,1.58631864687,False,drop
936,0.252136752137,-0.370672010755,False,drop
616,0.215909090909,-0.677904634898,False,drop
965,0.40310880829,0.754244134498,False,drop
432,0.407407407407,0.946117681283,False,drop
294,0.255102040816,-0.454713640958,False,drop
1024,0.431640625,1.15163012068,False,drop
1169,0.493584260051,1.67694985982,False,drop
1149,0.610095735422,2.44496719565,False,drop
1019,0.365063788027,0.587018008355,False,drop
878,0.435079726651,1.18079579655,False,drop
