team_id,season,A_hat_min,A_hat_max,T_j_hat,roster_n,perf_span
2,2012,-2.31174230162,0.862079543069,-0.287189008675,12,3.17382184469
5,2012,-1.84001579816,1.30008668326,-0.356886784489,11,3.14010248142
6,2012,-1.48730722913,1.47393087418,0.0323859820641,11,2.96123810331
8,2012,-1.59425211364,5.19925963298,0.643898590044,12,6.79351174663
9,2012,-2.28987593399,1.05475647121,-0.107966386689,10,3.3446324052
12,2012,-1.70651248319,1.05575613021,-0.0360626729886,11,2.7622686134
13,2012,-1.15234777954,1.41914776862,0.0427758714994,12,2.57149554816
16,2012,-1.79780566798,1.92575849526,0.049326191078,11,3.72356416324
21,2012,-1.50738889476,2.37852155264,0.160797525634,10,3.8859104474
23,2012,-2.51673949818,1.81204346355,-0.0930223265538,13,4.32878296173
24,2012,-2.51673949818,1.34819433732,0.0715983061664,16,3.8649338355
25,2012,-1.08512948233,1.27411539581,0.170674106147,12,2.35924487813
26,2012,-1.97601596064,2.380042352,0.141028955803,12,4.35605831264
27,2012,-1.23954958524,1.5453445905,-0.352397711841,11,2.78489417574
30,2012,-2.09558189138,0.572443540925,-0.650494722906,11,2.66802543231
36,2012,-1.5158708326,1.50922121925,0.0980900002938,11,3.02509205185
38,2012,-1.20791124319,1.22006945892,-0.0769941442897,11,2.42798070211
41,2012,-0.620808283098,1.5353555614,0.137699482613,9,2.1561638445
42,2012,-2.51673949818,1.17935227808,-0.277787933602,12,3.69609177627
43,2012,-1.24063194957,2.13913676373,0.00802973036308,16,3.3797687133
44,2012,-1.4052220354,2.05462330499,-0.0593225381591,12,3.4598453404
45,2012,-1.15497240672,0.777959566938,-0.16540397974,11,1.93293197366
46,2012,-1.77696700623,1.13266741894,0.160012949189,12,2.90963442517
47,2012,-1.55363946149,2.08340686862,-0.150178741454,14,3.63704633012
48,2012,-1.39393759416,1.9911272377,-0.0232453119717,9,3.38506483186
50,2012,-1.87639879279,1.97465863861,-0.0276188932022,14,3.8510574314
52,2012,-0.815262766696,1.52775437175,0.317769196885,12,2.34301713844
55,2012,-0.78682582968,1.4012951561,0.0516595724506,11,2.18812098578
56,2012,-1.7191722803,2.04229159547,0.053772571165,12,3.76146387577
57,2012,-1.80283317728,1.76242353909,0.238324028248,10,3.56525671637
58,2012,-0.827773625016,0.561386588781,-0.0601105484681,10,1.3891602138
59,2012,-1.41051623623,1.19508076,-0.176756085885,11,2.60559699623
61,2012,-2.09137031531,1.42846191191,-0.332597229341,12,3.51983222722
62,2012,-1.3277835732,2.19711424341,0.396399045563,10,3.5248978166
66,2012,-1.19336870703,1.28559596286,0.413822004894,10,2.47896466989
68,2012,-0.674684917086,1.05527094773,0.253595482372,12,1.72995586481
70,2012,-1.27478567958,1.17602593554,0.174955269373,12,2.45081161512
71,2012,-2.51673949818,1.49928881901,-0.508732035033,12,4.0160283172
77,2012,-2.23316004294,2.04769280504,-0.24114113812,12,4.28085284797
79,2012,-1.766087999,1.098023311,-0.189913310802,13,2.86411130999
82,2012,-1.34330726957,2.54170483867,-0.0822943118432,14,3.88501210825
84,2012,-2.33950233865,2.15609659854,0.262775115566,13,4.49559893719
