team_id,season,n_roster,n_zeroed_by_policy,zero_fraction,perf_std,perf_var,perf_range,team_short_display_name
2,2013,15,3,0.2,0.986030493872,0.972256134846,3.22218789426,Auburn
2,2014,15,3,0.2,1.03306260728,1.06721835056,3.50105413159,Auburn
2,2015,23,10,0.434782608696,1.01160195753,1.02333852048,3.4016046213,Auburn
2,2016,21,8,0.380952380952,1.02136619796,1.04318891033,3.02751367563,Auburn
2,2017,20,8,0.4,1.12815983786,1.27274461975,3.02467283553,Auburn
2,2018,19,9,0.473684210526,1.15096420276,1.32471859604,3.23614708333,Auburn
2,2019,19,6,0.315789473684,1.06338564571,1.1307890315,3.04379131976,Auburn
2,2020,20,8,0.4,1.06908067355,1.14293348657,2.92205978453,Auburn
2,2021,18,5,0.277777777778,1.09675391295,1.20286914556,3.55955835883,Auburn
5,2013,11,0,0,0.685529236578,0.469950334203,2.26416604231,UAB
5,2014,14,3,0.214285714286,0.913777866892,0.834989990022,2.94599669431,UAB
5,2015,13,1,0.0769230769231,0.744217751023,0.553860060937,2.789458031,UAB
5,2016,14,2,0.142857142857,1.1913826726,1.41939267256,4.67810925692,UAB
5,2017,13,2,0.153846153846,0.833828108355,0.695269314282,3.13092243579,UAB
5,2018,13,3,0.230769230769,1.01439284724,1.02899284853,3.51089640915,UAB
5,2019,15,3,0.2,0.87237940491,0.761045826112,2.60160678331,UAB
5,2020,17,5,0.294117647059,0.956650688914,0.9151805406,2.62072080471,UAB
5,2021,14,2,0.142857142857,0.870939332296,0.758535320541,2.71281107044,UAB
6,2013,12,1,0.0833333333333,1.03493669435,1.0710939613,3.94369346953,South Alabama
6,2014,28,17,0.607142857143,0.941535600155,0.88648928636,3.18252486049,South Alabama
6,2015,15,4,0.266666666667,1.00786277921,1.01578738171,2.8973734412,South Alabama
6,2016,16,4,0.25,0.991247246433,0.98257110356,3.09165367765,South Alabama
6,2017,16,4,0.25,0.928210075177,0.861573943659,2.6443484751,South Alabama
6,2018,15,3,0.2,0.901899969652,0.813423555258,3.37117867829,South Alabama
6,2019,13,3,0.230769230769,0.966641421243,0.934395637262,3.00005528914,South Alabama
